Species,T,d18Osw_VSMOW,d18Oc
Globigerina bulloides,16,-0.19,-0.61
Globigerina bulloides,16,-0.19,-0.83
Globigerina bulloides,16,-0.19,-0.50
Globigerina bulloides,16,-0.19,-0.63
Globigerina bulloides,16,-0.19,-0.57
Globigerina bulloides,16,-0.19,-0.68
Globigerina bulloides,16,-0.19,-0.68
Globigerina bulloides,16,-0.19,-0.51
Globigerina bulloides,16,-0.19,-0.53
