UID,Session,Sample,Mass,Core,Species,Size,d45,d46,d47,sd47,d48,d49,d13C_VPDB,SE_d13C,d18O_VPDB,SE_d18O,D47,1SE_D47
E676,2017-09,ETH-2,2.06,,,,-6.395426,-13.307156,-20.133790,0.010316,-26.516075,-0.793353,-9.976,0.038,-18.321,0.087,0.248472,0.014769
E677,2017-09,ETH-3,2.28,,,,5.126065,3.289607,8.227736,0.010174,6.597603,-0.213933,1.696,0.038,-1.816,0.087,0.692155,0.014769
E678,2017-09,ETH-1,2.18,,,,5.387673,2.868905,7.716715,0.008824,5.595037,-0.320512,1.990,0.038,-2.236,0.087,0.252869,0.014769
E679,2017-09,ETH-2,2.18,,,,-6.420439,-13.386283,-20.222158,0.010097,-26.465633,-0.824810,-10.000,0.038,-18.399,0.087,0.265572,0.014769
E680,2017-09,ETH-3,2.08,,,,5.179504,3.469410,8.451420,0.009470,6.865251,0.769819,1.746,0.038,-1.637,0.087,0.682327,0.014769
E681,2017-09,MD08-3179_truncaD355,2.14,MD08-3179,G. truncatulinoides (d.),355-400,4.552667,6.160344,10.478618,0.010284,12.128441,0.564250,0.978,0.038,1.044,0.087,0.716063,0.014769
E682,2017-09,MD12-3426_orbulina560,2.02,MD12-3426,Orbulina universa,> 560,5.709818,3.372518,8.887042,0.010212,6.472731,-0.806886,2.315,0.038,-1.735,0.087,0.663918,0.014769
E683,2017-09,2FPA1_UviMed355,2.15,2FPA1,Uvigerina mediterranea,355-400,3.855992,7.357921,10.934650,0.009665,14.558540,-0.039730,0.191,0.038,2.239,0.087,0.715564,0.014769
E684,2017-09,MD00-2360_orbulina560,2.12,MD00-2360,Orbulina universa,> 560,5.611177,3.517681,8.947586,0.010703,6.933113,0.058965,2.205,0.038,-1.590,0.087,0.687049,0.014769
E685,2017-09,MD08-3179_truncaS400,2.14,MD08-3179,G. truncatulinoides (s.),400-450,4.554710,6.100980,10.407530,0.009041,12.235550,-0.020912,0.983,0.038,0.985,0.087,0.698306,0.014769
E686,2017-09,2FPA1_UviMed250,2.12,2FPA1,Uvigerina mediterranea,250-315,3.668826,7.231040,10.630055,0.010521,14.396625,-0.488702,-0.004,0.038,2.113,0.087,0.731776,0.014769
E687,2017-09,ETH-1,2.27,,,,5.358759,2.819227,7.649027,0.009221,5.424133,0.200355,1.961,0.038,-2.285,0.087,0.265960,0.014769
E688,2017-09,2FPA1_UviMed315,2.04,2FPA1,Uvigerina mediterranea,315-355,3.842230,7.389649,10.954577,0.008930,14.540639,0.582890,0.175,0.038,2.270,0.087,0.719151,0.014769
E689,2017-09,MD08-3179_truncaD450,2.08,MD08-3179,G. truncatulinoides (d.),450-500,4.530703,6.109289,10.397740,0.010394,12.026709,-0.151829,0.957,0.038,0.993,0.087,0.706486,0.014769
E690,2017-09,ETH-3,2.24,,,,5.145955,3.329843,8.305108,0.009285,6.696998,-0.083227,1.715,0.038,-1.776,0.087,0.712894,0.014769
E691,2017-09,2FPA1_UviMed450,2.14,2FPA1,Uvigerina mediterranea,450-500,3.999418,7.330902,11.059428,0.009006,14.552597,-0.727356,0.345,0.038,2.211,0.087,0.719123,0.014769
E692,2017-09,MD00-2360_menardi560,2.18,MD00-2360,G. menardi menardi,> 560,5.204116,4.523101,9.512730,0.008804,8.776987,-0.437027,1.733,0.038,-0.588,0.087,0.681859,0.014769
E693,2017-09,2FPA1_UviMed560,2.06,2FPA1,Uvigerina mediterranea,> 560,4.165880,7.375580,11.294844,0.009492,14.596819,-0.301273,0.521,0.038,2.255,0.087,0.742255,0.014769
E694,2017-09,ETH-2,2.29,,,,-6.432896,-13.395865,-20.257977,0.010091,-26.936061,-0.318239,-10.012,0.038,-18.409,0.087,0.248456,0.014769
E695,2017-09,MD02-2577_ruber315,2.14,MD02-2577,G. ruber,315-355,4.947063,3.601811,8.340006,0.008959,6.925799,-0.151883,1.493,0.038,-1.505,0.087,0.679772,0.014769
E696,2017-09,2FPA1_UviMed500,2.02,2FPA1,Uvigerina mediterranea,500-560,4.122458,7.588282,11.445813,0.010246,15.007492,0.131209,0.467,0.038,2.467,0.087,0.726646,0.014769
E697,2017-09,ETH-1,2.04,,,,5.416407,2.988026,7.874981,0.009452,5.686136,-0.204789,2.017,0.038,-2.117,0.087,0.266697,0.014769
E698,2017-09,2FPA1_UviMed250,2.06,2FPA1,Uvigerina mediterranea,250-315,3.733262,7.342887,10.802000,0.010141,14.646131,0.290113,0.061,0.038,2.224,0.087,0.726375,0.014769
E699,2017-09,2FPA1_UviMed450,2.08,2FPA1,Uvigerina mediterranea,450-500,3.937707,7.392043,11.073072,0.009566,14.683876,0.079042,0.277,0.038,2.272,0.087,0.739931,0.014769
E700,2017-09,ETH-3,2.35,,,,5.134551,3.341476,8.263144,0.010305,6.603864,-0.051301,1.703,0.038,-1.765,0.087,0.662990,0.014769
E701,2017-09,2FPA1_UviMed315,2.14,2FPA1,Uvigerina mediterranea,315-355,3.767630,7.275039,10.794918,0.010336,14.435373,-0.002438,0.100,0.038,2.156,0.087,0.755055,0.014769
E702,2017-09,2FPA1_UviMed500,2.03,2FPA1,Uvigerina mediterranea,500-560,4.000375,7.413901,11.146507,0.008813,14.918667,-0.046895,0.343,0.038,2.294,0.087,0.724577,0.014769
E703,2017-09,MD08-3179_ruber200,2.25,MD08-3179,G. ruber,200-250,4.007932,4.882947,8.648252,0.010033,9.719592,-0.403745,0.444,0.038,-0.227,0.087,0.700656,0.014769
E704,2017-09,2FPA1_UviMed560,2.17,2FPA1,Uvigerina mediterranea,> 560,4.151642,7.513721,11.402917,0.009082,14.917193,-0.540712,0.500,0.038,2.393,0.087,0.726837,0.014769
E705,2017-09,MD12-3426_orbulina560,2.1,MD12-3426,Orbulina universa,> 560,5.711181,3.306038,8.840868,0.010588,6.420305,0.497650,2.319,0.038,-1.801,0.087,0.685281,0.014769
E706,2017-09,2FPA1_UviMed355,2.13,2FPA1,Uvigerina mediterranea,355-400,3.865082,7.366590,10.974034,0.009279,14.610879,0.322131,0.200,0.038,2.247,0.087,0.741216,0.014769
E707,2017-09,ETH-2,2.2,,,,-6.405481,-13.288264,-20.104963,0.010294,-26.452864,0.074788,-9.987,0.038,-18.302,0.087,0.273917,0.014769
E710,2017-09,ETH-3,2.29,,,,5.102400,3.223279,8.134801,0.009342,6.207462,0.148570,1.673,0.038,-1.882,0.087,0.688169,0.014769
E711,2017-09,MD08-3179_inflata400,2.24,MD08-3179,G. inflata,400-450,4.466135,6.038762,10.263196,0.010027,12.157234,-0.533194,0.890,0.038,0.923,0.087,0.708233,0.014769
