Age,d18Oc
3.486,3.172
3.488,3.2
3.49,3.213
3.492,3.191
3.494,3.164
3.496,3.161
3.498,3.153
3.5,3.145
3.502,3.127
3.504,3.12
3.506,3.154
3.508,3.2
3.51,3.245
3.512,3.279
3.514,3.28
3.516,3.265
3.518,3.228
3.52,3.192
3.522,3.167
3.524,3.151
3.526,3.188
3.528,3.228
3.53,3.229
3.532,3.176
3.534,3.115
3.536,3.051
3.538,3.022
3.54,3.128
3.542,3.257
3.544,3.35
3.546,3.416
3.548,3.389
3.55,3.335
3.552,3.301
3.554,3.26
3.556,3.208
3.558,3.152
3.56,3.08
3.562,3.029
3.564,3.056
3.566,3.099
3.568,3.138
3.57,3.171
3.572,3.146
3.574,3.117
3.576,3.139
3.578,3.177
3.58,3.222
3.582,3.263
3.584,3.269
3.586,3.265
3.588,3.282
3.59,3.292
3.592,3.256
3.594,3.203
3.596,3.136
3.598,3.094
3.6,3.053
3.602,3.005
3.604,2.974
3.606,2.966
3.608,2.98
3.61,3.042
3.612,3.131
3.614,3.24
3.616,3.342
3.618,3.426
3.62,3.49
3.622,3.493
3.624,3.48
3.626,3.495
3.628,3.509
3.63,3.506
3.632,3.502
3.634,3.511
3.636,3.521
3.638,3.548
3.64,3.551
3.642,3.469
3.644,3.367
3.646,3.251
3.648,3.156
3.65,3.154
3.652,3.188
3.654,3.23
3.656,3.283
3.658,3.357
3.66,3.414
3.662,3.411
3.664,3.322
3.666,3.242
3.668,3.269
3.67,3.339
3.672,3.499
3.674,3.632
3.676,3.588
3.678,3.502
3.68,3.427
3.682,3.343
3.684,3.264
3.686,3.189
3.688,3.106
3.69,3.051
3.692,3.083
3.694,3.134
3.696,3.169
3.698,3.208
3.7,3.243
3.702,3.271
3.704,3.281
3.706,3.29
3.708,3.309
3.71,3.336
3.712,3.398
3.714,3.456
3.716,3.483
3.718,3.484
3.72,3.432
3.722,3.352
3.724,3.236
3.726,3.13
3.728,3.073
3.73,3.075
3.732,3.106
3.734,3.136
3.736,3.192
3.738,3.323
3.74,3.441
3.742,3.463
3.744,3.449
3.746,3.366
3.748,3.288
3.75,3.335
3.752,3.409
3.754,3.465
3.756,3.493
3.758,3.436
3.76,3.357
3.762,3.274
3.764,3.231
3.766,3.206
3.768,3.202
3.77,3.205
3.772,3.213
3.774,3.222
3.776,3.215
3.778,3.197
3.78,3.151
3.782,3.121
3.784,3.161
3.786,3.231
3.788,3.34
3.79,3.426
3.792,3.411
3.794,3.367
3.796,3.305
3.798,3.258
3.8,3.22
3.802,3.191
3.804,3.174
3.806,3.2
3.808,3.231
3.81,3.212
3.812,3.183
3.814,3.157
3.816,3.138
3.818,3.128
3.82,3.157
3.822,3.283
3.824,3.425
3.826,3.589
3.828,3.712
3.83,3.633
3.832,3.508
3.834,3.44
3.836,3.389
3.838,3.385
3.84,3.383
3.842,3.299
3.844,3.221
3.846,3.224
3.848,3.278
3.85,3.43
3.852,3.585
3.854,3.659
3.856,3.684
3.858,3.604
3.86,3.498
3.862,3.395
3.864,3.415
3.866,3.472
3.868,3.573
3.87,3.665
3.872,3.675
3.874,3.624
3.876,3.469
3.878,3.322
3.88,3.274
3.882,3.253
3.884,3.291
3.886,3.337
3.888,3.289
3.89,3.225
3.892,3.214
3.894,3.217
3.896,3.217
3.898,3.211
3.9,3.18
3.902,3.155
3.904,3.162
3.906,3.182
3.908,3.214
3.91,3.238
3.912,3.195
3.914,3.166
3.916,3.25
3.918,3.364
3.92,3.499
3.922,3.608
3.924,3.597
3.926,3.538
3.928,3.451
3.93,3.373
3.932,3.285
3.934,3.146
3.936,3.033
3.938,3.016
3.94,3.051
3.942,3.189
3.944,3.323
3.946,3.341
3.948,3.312
3.95,3.214
3.952,3.11
3.954,3.075
3.956,3.065
3.958,3.081
3.96,3.114
3.962,3.154
3.964,3.191
3.966,3.225
3.968,3.245
3.97,3.216
3.972,3.184
3.974,3.193
3.976,3.213
3.978,3.247
3.98,3.271
3.982,3.237
3.984,3.205
3.986,3.232
3.988,3.29
3.99,3.411
3.992,3.511
3.994,3.497
3.996,3.442
3.998,3.367
4,3.328
4.002,3.288
4.004,3.213
4.006,3.141
4.008,3.098
4.01,3.08
4.012,3.124
4.014,3.178
4.016,3.191
4.018,3.19
4.02,3.175
4.022,3.165
4.024,3.186
4.026,3.217
4.028,3.251
4.03,3.291
4.032,3.341
4.034,3.41
4.036,3.55
4.038,3.659
4.04,3.618
4.042,3.536
4.044,3.418
4.046,3.306
4.048,3.308
4.05,3.333
4.052,3.309
4.054,3.292
4.056,3.316
4.058,3.344
4.06,3.366
4.062,3.409
4.064,3.437
4.066,3.409
4.068,3.364
4.07,3.281
4.072,3.214
4.074,3.26
4.076,3.331
4.078,3.377
4.08,3.411
4.082,3.411
4.084,3.395
4.086,3.369
4.088,3.341
4.09,3.317
4.092,3.303
4.094,3.328
4.096,3.354
4.098,3.345
4.1,3.32
4.102,3.275
4.104,3.24
4.106,3.248
4.108,3.281
4.11,3.366
4.112,3.441
4.114,3.434
4.116,3.405
4.118,3.369
4.12,3.319
4.122,3.26
4.124,3.209
4.126,3.171
4.128,3.187
4.13,3.2
4.132,3.135
4.134,3.083
4.136,3.116
4.138,3.175
4.14,3.28
4.142,3.375
4.144,3.354
4.146,3.292
4.148,3.236
4.15,3.192
4.152,3.173
4.154,3.155
4.156,3.151
4.158,3.162
4.16,3.179
4.162,3.188
4.164,3.179
4.166,3.166
4.168,3.134
4.17,3.112
4.172,3.143
4.174,3.183
4.176,3.205
4.178,3.226
4.18,3.249
4.182,3.271
4.184,3.297
4.186,3.327
4.188,3.373
4.19,3.395
4.192,3.362
4.194,3.26
4.196,3.151
4.198,3.131
4.2,3.143
4.202,3.165
4.204,3.181
4.206,3.156
4.208,3.133
4.21,3.162
4.212,3.191
4.214,3.167
4.216,3.126
4.218,3.06
4.22,3.016
4.222,3.081
4.224,3.173
4.226,3.239
4.228,3.288
4.23,3.304
4.232,3.303
4.234,3.286
4.236,3.265
4.238,3.251
4.24,3.229
4.242,3.179
4.244,3.151
4.246,3.21
4.248,3.292
4.25,3.395
4.252,3.467
4.254,3.392
4.256,3.284
4.258,3.175
4.26,3.164
4.262,3.189
4.264,3.243
4.266,3.291
4.268,3.28
4.27,3.255
4.272,3.228
4.274,3.209
4.276,3.228
4.278,3.246
4.28,3.231
4.282,3.205
4.284,3.175
4.286,3.159
4.288,3.184
4.29,3.207
4.292,3.202
4.294,3.181
4.296,3.168
4.298,3.224
4.3,3.286
4.302,3.324
4.304,3.326
4.306,3.224
4.308,3.109
4.31,3.038
4.312,2.988
4.314,2.981
4.316,3.006
4.318,3.061
4.32,3.123
4.322,3.182
4.324,3.228
4.326,3.211
4.328,3.222
4.33,3.243
4.332,3.306
4.334,3.353
4.336,3.323
4.338,3.277
4.34,3.229
4.342,3.18
4.344,3.159
4.346,3.142
4.348,3.105
4.35,3.064
4.352,3.011
4.354,2.975
4.356,2.997
4.358,3.048
4.36,3.132
4.362,3.22
4.364,3.28
4.366,3.333
4.368,3.407
4.37,3.465
4.372,3.454
4.374,3.421
4.376,3.392
4.378,3.353
4.38,3.296
4.382,3.238
4.384,3.181
4.386,3.146
4.388,3.197
4.39,3.263
4.392,3.318
4.394,3.274
4.396,3.207
4.398,3.173
4.4,3.165
4.402,3.23
4.404,3.296
4.406,3.29
4.408,3.255
4.41,3.177
4.412,3.093
4.414,3.052
4.416,3.039
4.418,3.063
4.42,3.092
4.422,3.118
4.424,3.134
4.426,3.1
4.428,3.07
4.43,3.092
4.432,3.126
4.434,3.175
4.436,3.215
4.438,3.205
4.44,3.191
4.442,3.198
4.444,3.213
4.446,3.257
4.448,3.302
4.45,3.318
4.452,3.316
4.454,3.283
4.456,3.253
4.458,3.254
4.46,3.26
4.462,3.266
4.464,3.25
4.466,3.245
4.468,3.3
4.47,3.348
4.472,3.336
4.474,3.305
4.476,3.253
4.478,3.202
4.48,3.185
4.482,3.182
4.484,3.187
4.486,3.207
4.488,3.27
4.49,3.34
4.492,3.367
4.494,3.375
4.496,3.371
4.498,3.357
4.5,3.329
4.502,3.293
4.504,3.241
4.506,3.192
4.508,3.176
4.51,3.19
4.512,3.261
4.514,3.328
4.516,3.326
4.518,3.311
4.52,3.287
4.522,3.267
4.524,3.294
4.526,3.311
4.528,3.331
4.53,3.366
4.532,3.399
4.534,3.419
4.536,3.411
4.538,3.334
4.54,3.246
4.542,3.167
4.544,3.12
4.546,3.188
4.548,3.265
4.55,3.278
4.552,3.272
4.554,3.204
4.556,3.126
4.558,3.092
4.56,3.111
4.562,3.159
4.564,3.283
4.566,3.408
4.568,3.445
4.57,3.44
4.572,3.363
4.574,3.266
4.576,3.203
4.578,3.167
4.58,3.189
4.582,3.229
4.584,3.282
4.586,3.313
4.588,3.265
4.59,3.201
4.592,3.119
4.594,3.092
4.596,3.093
4.598,3.124
4.6,3.171
4.602,3.232
4.604,3.293
4.606,3.338
4.608,3.387
4.61,3.462
4.612,3.508
4.614,3.488
4.616,3.423
4.618,3.242
4.62,3.07
4.622,3.045
4.624,3.066
4.626,3.141
4.628,3.225
4.63,3.247
4.632,3.237
4.634,3.185
4.636,3.131
4.638,3.101
4.64,3.087
4.642,3.12
4.644,3.176
4.646,3.24
4.648,3.304
4.65,3.374
4.652,3.418
4.654,3.37
4.656,3.301
4.658,3.255
4.66,3.21
4.662,3.163
4.664,3.107
4.666,3.063
4.668,3.053
4.67,3.06
4.672,3.083
4.674,3.11
4.676,3.138
4.678,3.166
4.68,3.183
4.682,3.201
4.684,3.225
4.686,3.249
4.688,3.29
4.69,3.326
4.692,3.308
4.694,3.279
4.696,3.277
4.698,3.28
4.7,3.294
4.702,3.299
4.704,3.268
4.706,3.215
4.708,3.124
4.71,3.043
4.712,3.025
4.714,3.032
4.716,3.068
4.718,3.113
4.72,3.131
4.722,3.157
4.724,3.241
4.726,3.273
4.728,3.293
4.73,3.299
4.732,3.301
4.734,3.327
4.736,3.341
4.738,3.274
4.74,3.201
4.742,3.201
4.744,3.221
4.746,3.252
4.748,3.268
4.75,3.201
4.752,3.123
4.754,3.081
4.756,3.058
4.758,3.084
4.76,3.134
4.762,3.175
4.764,3.205
4.766,3.211
4.768,3.229
4.77,3.314
4.772,3.396
4.774,3.433
4.776,3.437
4.778,3.359
4.78,3.268
4.782,3.228
4.784,3.213
4.786,3.24
4.788,3.279
4.79,3.338
4.792,3.302
4.794,3.261
4.796,3.283
4.798,3.316
4.8,3.36
4.802,3.395
4.804,3.376
4.806,3.329
4.808,3.257
4.81,3.206
4.812,3.229
4.814,3.266
4.816,3.32
4.818,3.382
4.82,3.419
4.822,3.423
4.824,3.395
4.826,3.296
4.828,3.196
4.83,3.191
4.832,3.211
4.834,3.229
4.836,3.248
4.838,3.243
4.84,3.25
4.842,3.323
4.844,3.406
4.846,3.48
4.848,3.52
4.85,3.474
4.852,3.41
4.854,3.346
4.856,3.272
4.858,3.223
4.86,3.18
4.862,3.144
4.864,3.14
4.866,3.149
4.868,3.128
4.87,3.107
4.872,3.116
4.874,3.132
4.876,3.141
4.878,3.157
4.88,3.183
4.882,3.231
4.884,3.331
4.886,3.452
4.888,3.594
4.89,3.714
4.892,3.769
4.894,3.783
4.896,3.735
4.898,3.653
4.9,3.553
4.902,3.442
4.904,3.319
4.906,3.209
4.908,3.155
4.91,3.134
4.912,3.167
4.914,3.206
4.916,3.19
4.918,3.176
4.92,3.193
4.922,3.222
4.924,3.291
4.926,3.331
4.928,3.359
4.93,3.37
4.932,3.373
4.934,3.359
4.936,3.342
4.938,3.343
4.94,3.344
4.942,3.342
4.944,3.332
4.946,3.28
4.948,3.214
4.95,3.151
4.952,3.103
4.954,3.098
4.956,3.112
4.958,3.153
4.96,3.191
4.962,3.185
4.964,3.167
4.966,3.147
4.968,3.128
4.97,3.127
4.972,3.131
4.974,3.133
4.976,3.142
4.978,3.164
4.98,3.188
4.982,3.205
4.984,3.221
4.986,3.242
4.988,3.255
4.99,3.256
4.992,3.23
4.994,3.194
4.996,3.152
4.998,3.121
5,3.137
5.002,3.168
5.004,3.209
5.006,3.256
5.008,3.308
5.01,3.349
5.012,3.37
5.014,3.375
5.016,3.345
5.018,3.297
5.02,3.241
5.022,3.185
5.024,3.132
5.026,3.089
5.028,3.072
5.03,3.072
5.032,3.106
5.034,3.14
5.036,3.141
5.038,3.134
5.04,3.109
5.042,3.084
5.044,3.09
5.046,3.112
5.048,3.144
5.05,3.181
5.052,3.229
5.054,3.279
5.056,3.331
5.058,3.348
5.06,3.341
5.062,3.285
5.064,3.213
5.066,3.155
5.068,3.111
5.07,3.102
5.072,3.107
5.074,3.121
5.076,3.138
5.078,3.14
5.08,3.136
5.082,3.117
5.084,3.105
5.086,3.123
5.088,3.153
5.09,3.207
5.092,3.244
5.094,3.271
5.096,3.277
5.098,3.277
5.1,3.282
5.102,3.281
5.104,3.266
5.106,3.241
5.108,3.193
5.11,3.148
5.112,3.142
5.114,3.144
5.116,3.133
5.118,3.123
5.12,3.116
5.122,3.115
5.124,3.131
5.126,3.171
5.128,3.209
5.13,3.223
5.132,3.226
5.134,3.211
5.136,3.183
5.138,3.135
5.14,3.093
5.142,3.084
5.144,3.093
5.146,3.14
5.148,3.187
5.15,3.197
5.152,3.195
5.154,3.183
5.156,3.169
5.158,3.171
5.16,3.178
5.162,3.183
5.164,3.195
5.166,3.231
5.168,3.271
5.17,3.303
5.172,3.323
5.174,3.298
5.176,3.26
5.178,3.229
5.18,3.205
5.182,3.205
5.184,3.211
5.186,3.203
5.188,3.193
5.19,3.181
5.192,3.204
5.194,3.226
5.196,3.222
5.198,3.217
5.2,3.218
5.202,3.213
5.204,3.199
5.206,3.198
5.208,3.217
5.21,3.247
5.212,3.321
5.214,3.397
5.216,3.415
5.218,3.412
5.22,3.408
5.222,3.393
5.224,3.356
5.226,3.305
5.228,3.241
5.23,3.173
5.232,3.113
5.234,3.069
5.236,3.056
5.238,3.054
5.24,3.056
5.242,3.065
5.244,3.069
5.246,3.072
5.248,3.078
5.25,3.087
5.252,3.097
5.254,3.108
5.256,3.131
5.258,3.149
5.26,3.162
5.262,3.163
5.264,3.164
5.266,3.162
5.268,3.155
5.27,3.139
5.272,3.13
5.274,3.147
5.276,3.168
5.278,3.188
5.28,3.208
5.282,3.213
5.284,3.216
5.286,3.238
5.288,3.26
5.29,3.26
5.292,3.257
5.294,3.265
5.296,3.274
5.298,3.291
5.3,3.301
5.302,3.287
5.304,3.263
5.306,3.223
5.308,3.182
5.31,3.154
5.312,3.139
5.314,3.151
5.316,3.171
5.318,3.192
5.32,3.211
5.322,3.21
5.324,3.19
5.326,3.172
5.328,3.181
5.33,3.196
5.332,3.211
5.334,3.226
5.336,3.229
5.338,3.222
5.34,3.205
5.342,3.192
5.344,3.193
5.346,3.191
5.348,3.184
5.35,3.173
5.352,3.141
5.354,3.105
5.356,3.075
5.358,3.062
5.36,3.064
5.362,3.092
5.364,3.128
5.366,3.168
5.368,3.195
5.37,3.175
5.372,3.138
5.374,3.086
5.376,3.049
5.378,3.076
5.38,3.122
5.382,3.178
5.384,3.231
5.386,3.252
5.388,3.265
5.39,3.303
5.392,3.284
5.394,3.23
5.396,3.111
5.398,2.988
5.4,2.906
5.402,2.866
5.404,2.931
5.406,3.023
5.408,3.088
5.41,3.143
5.412,3.17
5.414,3.187
5.416,3.213
5.418,3.224
5.42,3.177
5.422,3.11
5.424,3.039
5.426,2.997
5.428,3.052
5.43,3.124
5.432,3.173
5.434,3.204
5.436,3.186
5.438,3.153
5.44,3.118
5.442,3.082
5.444,3.042
5.446,3.018
5.448,3.047
5.45,3.102
5.452,3.191
5.454,3.278
5.456,3.337
5.458,3.353
5.46,3.349
5.462,3.331
5.464,3.302
5.466,3.263
5.468,3.226
5.47,3.209
5.472,3.211
5.474,3.264
5.476,3.315
5.478,3.319
5.48,3.306
5.482,3.267
5.484,3.233
5.486,3.249
5.488,3.273
5.49,3.282
5.492,3.279
5.494,3.236
5.496,3.198
5.498,3.201
5.5,3.222
5.502,3.285
5.504,3.343
5.506,3.336
5.508,3.311
5.51,3.285
5.512,3.243
5.514,3.176
5.516,3.109
5.518,3.043
5.52,3.003
5.522,3.053
5.524,3.135
5.526,3.22
5.528,3.248
5.53,3.254
5.532,3.223
5.534,3.203
5.536,3.237
5.538,3.303
5.54,3.444
5.542,3.58
5.544,3.64
5.546,3.657
5.548,3.597
5.55,3.504
5.552,3.403
5.554,3.31
5.556,3.248
5.558,3.21
5.56,3.221
5.562,3.25
5.564,3.281
5.566,3.307
5.568,3.286
5.57,3.258
5.572,3.247
5.574,3.256
5.576,3.321
5.578,3.389
5.58,3.41
5.582,3.421
5.584,3.441
5.586,3.456
5.588,3.476
5.59,3.466
5.592,3.439
5.594,3.397
5.596,3.353
5.598,3.311
5.6,3.277
5.602,3.275
5.604,3.284
5.606,3.301
5.608,3.315
5.61,3.305
5.612,3.29
5.614,3.278
5.616,3.27
5.618,3.281
5.62,3.3
5.622,3.323
5.624,3.36
5.626,3.387
5.628,3.359
5.63,3.322
5.632,3.299
5.634,3.281
5.636,3.293
5.638,3.311
5.64,3.302
5.642,3.282
5.644,3.259
5.646,3.232
5.648,3.183
5.65,3.144
5.652,3.156
5.654,3.172
5.656,3.172
5.658,3.172
5.66,3.169
5.662,3.165
5.664,3.166
5.666,3.168
5.668,3.176
5.67,3.209
5.672,3.246
5.674,3.269
5.676,3.289
5.678,3.32
5.68,3.336
5.682,3.301
5.684,3.251
5.686,3.2
5.688,3.159
5.69,3.151
5.692,3.152
5.694,3.121
5.696,3.117
5.698,3.232
5.7,3.362
5.702,3.452
5.704,3.504
5.706,3.448
5.708,3.366
5.71,3.332
5.712,3.298
5.714,3.226
5.716,3.163
5.718,3.142
5.72,3.14
5.722,3.214
5.724,3.183
5.726,3.125
5.728,3.027
5.73,2.956
5.732,3.018
5.734,3.114
5.736,3.173
5.738,3.223
5.74,3.267
5.742,3.337
5.744,3.484
5.746,3.629
5.748,3.707
5.75,3.748
5.752,3.739
5.754,3.705
5.756,3.662
5.758,3.602
5.76,3.517
5.762,3.434
5.764,3.387
5.766,3.358
5.768,3.347
5.77,3.345
5.772,3.341
5.774,3.349
5.776,3.376
5.778,3.405
5.78,3.427
5.782,3.446
5.784,3.449
5.786,3.456
5.788,3.495
5.79,3.532
5.792,3.559
5.794,3.563
5.796,3.539
5.798,3.455
5.8,3.361
5.802,3.293
5.804,3.243
5.806,3.232
5.808,3.241
5.81,3.263
5.812,3.296
5.814,3.358
5.816,3.405
5.818,3.384
5.82,3.343
5.822,3.278
5.824,3.209
5.826,3.181
5.828,3.183
5.83,3.223
5.832,3.283
5.834,3.371
5.836,3.445
5.838,3.457
5.84,3.432
5.842,3.334
5.844,3.229
5.846,3.171
5.848,3.136
5.85,3.165
5.852,3.232
5.854,3.343
5.856,3.407
5.858,3.448
5.86,3.418
5.862,3.354
5.864,3.295
5.866,3.245
5.868,3.204
5.87,3.176
5.872,3.19
5.874,3.215
5.876,3.237
5.878,3.26
5.88,3.267
5.882,3.272
5.884,3.287
5.886,3.294
5.888,3.281
5.89,3.254
5.892,3.215
5.894,3.164
5.896,3.115
5.898,3.058
5.9,3.032
5.902,3.11
5.904,3.221
5.906,3.353
5.908,3.461
5.91,3.459
5.912,3.412
5.914,3.331
5.916,3.242
5.918,3.183
5.92,3.14
5.922,3.117
5.924,3.125
5.926,3.15
5.928,3.187
5.93,3.222
5.932,3.234
5.934,3.235
5.936,3.213
5.938,3.196
5.94,3.221
5.942,3.249
5.944,3.257
5.946,3.259
5.948,3.239
5.95,3.222
5.952,3.26
5.954,3.306
5.956,3.325
5.958,3.33
5.96,3.307
5.962,3.275
5.964,3.245
5.966,3.221
5.968,3.205
5.97,3.196
5.972,3.202
5.974,3.213
5.976,3.226
5.978,3.237
5.98,3.241
5.982,3.24
5.984,3.232
5.986,3.22
5.988,3.205
5.99,3.181
5.992,3.165
5.994,3.172
5.996,3.193
5.998,3.251
6,3.32
6.002,3.385
6.004,3.416
6.006,3.349
6.008,3.265
6.01,3.203
6.012,3.152
6.014,3.155
6.016,3.17
6.018,3.152
6.02,3.141
6.022,3.185
6.024,3.228
6.026,3.218
6.028,3.203
6.03,3.213
6.032,3.238
6.034,3.305
6.036,3.367
6.038,3.366
6.04,3.345
6.042,3.325
6.044,3.3
6.046,3.263
6.048,3.221
6.05,3.174
6.052,3.135
6.054,3.119
6.056,3.113
6.058,3.12
6.06,3.134
6.062,3.172
6.064,3.273
6.066,3.375
6.068,3.438
6.07,3.476
6.072,3.459
6.074,3.424
6.076,3.397
6.078,3.364
6.08,3.322
6.082,3.278
6.084,3.229
6.086,3.19
6.088,3.18
6.09,3.178
6.092,3.182
6.094,3.184
6.096,3.161
6.098,3.133
6.1,3.106
6.102,3.097
6.104,3.147
6.106,3.204
6.108,3.234
6.11,3.246
6.112,3.203
6.114,3.165
6.116,3.198
6.118,3.246
6.12,3.297
6.122,3.316
6.124,3.316
6.126,3.295
6.128,3.264
6.13,3.217
6.132,3.177
6.134,3.17
6.136,3.173
6.138,3.186
6.14,3.202
6.142,3.212
6.144,3.221
6.146,3.231
6.148,3.236
6.15,3.222
6.152,3.203
6.154,3.184
6.156,3.171
6.158,3.16
6.16,3.145
6.162,3.139
6.164,3.159
6.166,3.179
6.168,3.193
6.17,3.199
6.172,3.173
6.174,3.134
6.176,3.101
6.178,3.075
6.18,3.066
6.182,3.064
6.184,3.06
6.186,3.054
6.188,3.033
6.19,3.034
6.192,3.045
6.194,3.076
6.196,3.114
6.198,3.148
6.2,3.173
6.202,3.183
6.204,3.182
6.206,3.16
6.208,3.125
6.21,3.075
6.212,3.035
6.214,3.034
6.216,3.051
6.218,3.082
6.22,3.117
6.222,3.152
6.224,3.182
6.226,3.201
6.228,3.222
6.23,3.229
6.232,3.235
6.234,3.286
6.236,3.342
6.238,3.365
6.24,3.371
6.242,3.354
6.244,3.323
6.246,3.3
6.248,3.277
6.25,3.245
6.252,3.217
6.254,3.193
6.256,3.202
6.258,3.222
6.26,3.251
6.262,3.271
6.264,3.248
6.266,3.219
6.268,3.202
6.27,3.19
6.272,3.197
6.274,3.213
6.276,3.218
6.278,3.225
6.28,3.264
6.282,3.299
6.284,3.299
6.286,3.283
6.288,3.246
6.29,3.204
6.292,3.194
6.294,3.189
6.296,3.166
6.298,3.138
6.3,3.109
6.302,3.096
6.304,3.13
6.306,3.167
6.308,3.172
6.31,3.169
6.312,3.158
6.314,3.152
6.316,3.182
6.318,3.216
6.32,3.233
6.322,3.239
6.324,3.241
6.326,3.249
6.328,3.254
6.33,3.255
6.332,3.247
6.334,3.222
6.336,3.189
6.338,3.147
6.34,3.109
6.342,3.094
6.344,3.096
6.346,3.127
6.348,3.168
6.35,3.21
6.352,3.246
6.354,3.254
6.356,3.251
6.358,3.233
6.36,3.223
6.362,3.264
6.364,3.307
6.366,3.323
6.368,3.323
6.37,3.285
6.372,3.244
6.374,3.237
6.376,3.236
6.378,3.234
6.38,3.233
6.382,3.232
6.384,3.233
6.386,3.242
6.388,3.244
6.39,3.242
6.392,3.226
6.394,3.219
6.396,3.254
6.398,3.298
6.4,3.352
6.402,3.389
6.404,3.342
6.406,3.285
6.408,3.284
6.41,3.297
6.412,3.332
6.414,3.362
6.416,3.337
6.418,3.298
6.42,3.274
6.422,3.257
6.424,3.238
6.426,3.202
6.428,3.171
6.43,3.153
6.432,3.157
6.434,3.222
6.436,3.29
6.438,3.323
6.44,3.337
6.442,3.307
6.444,3.268
6.446,3.252
6.448,3.244
6.45,3.244
6.452,3.254
6.454,3.286
6.456,3.306
6.458,3.312
6.46,3.281
6.462,3.239
6.464,3.191
6.466,3.154
6.468,3.151
6.47,3.167
6.472,3.228
6.474,3.289
6.476,3.298
6.478,3.287
6.48,3.252
6.482,3.22
6.484,3.244
6.486,3.274
6.488,3.273
6.49,3.262
6.492,3.23
6.494,3.206
6.496,3.24
6.498,3.287
6.5,3.316
6.502,3.334
6.504,3.327
6.506,3.309
6.508,3.292
6.51,3.276
6.512,3.258
6.514,3.234
6.516,3.197
6.518,3.173
6.52,3.177
6.522,3.209
6.524,3.248
6.526,3.281
6.528,3.3
6.53,3.282
6.532,3.257
6.534,3.242
6.536,3.231
6.538,3.236
6.54,3.242
6.542,3.237
6.544,3.233
6.546,3.239
6.548,3.249
6.55,3.277
6.552,3.299
6.554,3.283
6.556,3.249
6.558,3.185
6.56,3.129
6.562,3.127
6.564,3.149
6.566,3.214
6.568,3.276
6.57,3.277
6.572,3.253
6.574,3.203
6.576,3.155
6.578,3.15
6.58,3.15
6.582,3.13
6.584,3.115
6.586,3.109
6.588,3.148
6.59,3.203
6.592,3.264
6.594,3.312
6.596,3.318
6.598,3.308
6.6,3.282
6.602,3.255
6.604,3.261
6.606,3.273
6.608,3.265
6.61,3.258
6.612,3.273
6.614,3.293
6.616,3.315
6.618,3.333
6.62,3.324
6.622,3.308
6.624,3.312
6.626,3.31
6.628,3.269
6.63,3.23
6.632,3.223
6.634,3.225
6.636,3.243
6.638,3.272
6.64,3.304
6.642,3.33
6.644,3.349
6.646,3.356
6.648,3.321
6.65,3.284
6.652,3.293
6.654,3.3
6.656,3.305
6.658,3.291
6.66,3.268
6.662,3.244
6.664,3.217
6.666,3.189
6.668,3.153
6.67,3.1
6.672,3.046
6.674,2.99
6.676,2.95
6.678,2.958
6.68,2.989
6.682,3.043
6.684,3.104
6.686,3.163
6.688,3.21
6.69,3.245
6.692,3.245
6.694,3.23
6.696,3.217
6.698,3.204
6.7,3.188
6.702,3.175
6.704,3.165
6.706,3.166
6.708,3.203
6.71,3.248
6.712,3.288
6.714,3.312
6.716,3.284
6.718,3.245
6.72,3.212
6.722,3.211
6.724,3.22
6.726,3.233
6.728,3.245
6.73,3.25
6.732,3.249
6.734,3.227
6.736,3.198
6.738,3.169
6.74,3.145
6.742,3.154
6.744,3.171
6.746,3.173
6.748,3.168
6.75,3.16
6.752,3.155
6.754,3.152
6.756,3.146
6.758,3.13
6.76,3.122
6.762,3.146
6.764,3.174
6.766,3.181
6.768,3.187
6.77,3.206
6.772,3.241
6.774,3.326
6.776,3.39
6.778,3.352
6.78,3.281
6.782,3.195
6.784,3.113
6.786,3.099
6.788,3.038
6.79,2.988
6.792,2.978
6.794,3.003
6.796,3.105
6.798,3.217
6.8,3.277
6.802,3.311
6.804,3.309
6.806,3.29
6.808,3.27
6.81,3.246
6.812,3.22
6.814,3.203
6.816,3.226
6.818,3.252
6.82,3.256
6.822,3.259
6.824,3.253
6.826,3.243
6.828,3.236
6.83,3.232
6.832,3.226
6.834,3.218
6.836,3.214
6.838,3.206
6.84,3.173
6.842,3.141
6.844,3.13
6.846,3.131
6.848,3.153
6.85,3.187
6.852,3.23
6.854,3.254
6.856,3.273
6.858,3.292
6.86,3.303
6.862,3.305
6.864,3.294
6.866,3.25
6.868,3.2
6.87,3.162
6.872,3.133
6.874,3.119
6.876,3.114
6.878,3.117
6.88,3.126
6.882,3.139
6.884,3.153
6.886,3.165
6.888,3.178
6.89,3.2
6.892,3.217
6.894,3.21
6.896,3.197
6.898,3.181
6.9,3.167
6.902,3.172
6.904,3.18
6.906,3.182
6.908,3.185
6.91,3.195
6.912,3.202
6.914,3.204
6.916,3.199
6.918,3.172
6.92,3.147
6.922,3.132
6.924,3.157
6.926,3.19
6.928,3.22
6.93,3.236
6.932,3.195
6.934,3.146
6.936,3.124
6.938,3.118
6.94,3.152
6.942,3.191
6.944,3.204
6.946,3.206
6.948,3.193
6.95,3.171
6.952,3.144
6.954,3.113
6.956,3.067
6.958,2.985
6.96,2.91
6.962,2.866
6.964,2.849
6.966,2.891
6.968,2.959
6.97,3.039
6.972,3.116
6.974,3.184
6.976,3.225
6.978,3.174
6.98,3.103
6.982,3.066
