Age,SLice,SLice max,SLice min,Temperature,Temperature max,Temperature min,SLice (long),SLice max (long),SLice min (long),Temperature (long),Temperature max (long),Temperature min (long)
47.3,56.14,56.14,52.21,12.31,13.89,10.06,53.17,53.62,48.35,12.28,13.86,10.03
47.4,55.53,55.53,51.29,12.62,14.20,10.36,53.64,54.19,49.19,12.33,13.91,10.07
47.5,54.46,54.46,49.69,12.90,14.48,10.64,54.05,54.68,49.92,12.38,13.96,10.11
47.6,53.11,53.11,47.67,13.14,14.72,10.87,54.39,55.07,50.51,12.44,14.01,10.16
47.7,52.01,52.01,46.01,13.28,14.87,11.00,54.63,55.36,50.93,12.49,14.07,10.21
47.8,51.96,51.96,45.94,13.21,14.80,10.93,54.79,55.52,51.17,12.55,14.13,10.26
47.9,53.61,53.61,48.42,13.06,14.65,10.78,54.85,55.57,51.24,12.61,14.20,10.32
48.0,56.91,56.91,53.37,12.81,14.41,10.53,54.81,55.50,51.14,12.68,14.28,10.39
48.1,61.00,61.00,59.51,12.52,14.12,10.23,54.69,55.33,50.88,12.75,14.35,10.46
48.2,64.39,64.58,64.39,12.25,13.86,9.96,54.49,55.08,50.51,12.82,14.43,10.53
48.3,65.65,66.47,65.65,12.12,13.73,9.82,54.22,54.76,50.03,12.89,14.50,10.59
48.4,64.37,64.55,64.37,12.21,13.82,9.90,53.89,54.39,49.46,12.95,14.57,10.66
48.5,61.29,61.29,59.93,12.48,14.10,10.17,53.52,53.97,48.84,13.01,14.64,10.71
48.6,57.79,57.79,54.69,12.81,14.43,10.50,53.11,53.52,48.17,13.07,14.70,10.76
48.7,55.22,55.22,50.83,13.07,14.69,10.75,52.68,53.05,47.46,13.13,14.75,10.81
48.8,54.17,54.17,49.25,13.22,14.84,10.89,52.24,52.56,46.72,13.18,14.81,10.85
48.9,54.29,54.29,49.43,13.28,14.91,10.95,51.79,52.05,45.96,13.23,14.86,10.90
49.0,54.57,54.57,49.85,13.32,14.95,10.99,51.34,51.54,45.20,13.28,14.90,10.94
49.1,53.92,53.92,48.89,13.40,15.04,11.07,50.89,51.02,44.42,13.33,14.96,10.98
49.2,51.76,51.76,45.64,13.57,15.21,11.22,50.44,50.49,43.65,13.38,15.01,11.03
49.3,48.34,48.34,40.51,13.78,15.42,11.43,50.01,49.97,42.87,13.43,15.07,11.08
49.4,44.71,44.71,35.06,13.99,15.63,11.64,49.58,49.45,42.10,13.49,15.13,11.14
49.5,41.99,41.99,30.99,14.11,15.76,11.75,49.16,48.94,41.34,13.54,15.20,11.19
49.6,40.80,40.80,29.20,14.09,15.74,11.73,48.75,48.44,40.59,13.60,15.27,11.25
49.7,41.07,41.07,29.60,13.94,15.59,11.57,48.36,47.95,39.88,13.64,15.33,11.31
49.8,42.22,42.22,31.33,13.71,15.37,11.34,47.99,47.50,39.21,13.69,15.39,11.36
49.9,43.54,43.54,33.31,13.54,15.20,11.16,47.65,47.08,38.60,13.73,15.44,11.40
50.0,44.37,44.37,34.56,13.46,15.13,11.08,47.34,46.73,38.08,13.76,15.48,11.43
50.1,44.29,44.29,34.44,13.50,15.17,11.11,47.07,46.44,37.66,13.79,15.51,11.46
50.2,43.33,43.33,33.00,13.62,15.29,11.23,46.86,46.24,37.35,13.81,15.53,11.47
50.3,41.97,41.97,30.96,13.76,15.44,11.37,46.71,46.11,37.16,13.82,15.54,11.47
50.4,41.03,41.03,29.54,13.92,15.60,11.52,46.61,46.06,37.09,13.83,15.55,11.47
50.5,41.13,41.13,29.70,14.13,15.82,11.73,46.56,46.09,37.13,13.83,15.55,11.46
50.6,42.24,42.24,31.35,14.34,16.03,11.93,46.57,46.17,37.26,13.83,15.54,11.45
50.7,43.86,43.86,33.79,14.51,16.20,12.09,46.61,46.30,37.45,13.82,15.54,11.43
50.8,45.44,45.44,36.16,14.63,16.33,12.21,46.69,46.47,37.71,13.82,15.53,11.42
50.9,46.60,46.60,37.89,14.66,16.36,12.24,46.80,46.67,38.00,13.81,15.52,11.40
51.0,47.36,47.36,39.04,14.55,16.25,12.12,46.94,46.88,38.32,13.80,15.51,11.38
51.1,47.88,47.88,39.81,14.33,16.03,11.89,47.10,47.11,38.66,13.79,15.50,11.37
51.2,48.25,48.25,40.37,14.02,15.73,11.59,47.30,47.35,39.03,13.78,15.49,11.35
51.3,48.60,48.60,40.91,13.61,15.32,11.17,47.53,47.60,39.41,13.77,15.49,11.33
51.4,49.08,49.08,41.62,13.16,14.87,10.71,47.79,47.87,39.80,13.75,15.48,11.31
51.5,49.78,49.78,42.67,12.88,14.59,10.43,48.09,48.15,40.22,13.73,15.46,11.29
51.6,50.67,50.67,44.01,12.89,14.61,10.43,48.42,48.45,40.67,13.71,15.44,11.27
51.7,51.58,51.58,45.37,13.11,14.83,10.65,48.78,48.77,41.16,13.68,15.42,11.23
51.8,52.28,52.28,46.43,13.39,15.12,10.93,49.18,49.13,41.69,13.65,15.39,11.20
51.9,52.72,52.72,47.08,13.63,15.36,11.16,49.60,49.52,42.27,13.62,15.35,11.15
52.0,52.97,52.97,47.45,13.75,15.48,11.28,50.06,49.95,42.91,13.57,15.31,11.10
52.1,53.13,53.13,47.69,13.74,15.48,11.26,50.53,50.41,43.60,13.53,15.27,11.05
52.2,53.05,53.05,47.58,13.65,15.39,11.17,50.99,50.90,44.32,13.48,15.22,11.00
52.3,52.41,52.41,46.61,13.56,15.31,11.07,51.44,51.39,45.05,13.43,15.18,10.94
52.4,50.87,50.87,44.30,13.53,15.27,11.03,51.83,51.87,45.74,13.38,15.13,10.89
52.5,48.49,48.49,40.73,13.55,15.30,11.05,52.15,52.29,46.36,13.34,15.09,10.84
52.6,45.90,45.90,36.85,13.62,15.37,11.12,52.39,52.64,46.87,13.29,15.05,10.79
52.7,44.16,44.16,34.24,13.66,15.42,11.15,52.52,52.89,47.23,13.25,15.01,10.75
52.8,44.15,44.15,34.22,13.63,15.39,11.11,52.56,53.04,47.43,13.22,14.98,10.71
52.9,46.11,46.11,37.17,13.50,15.26,10.98,52.49,53.06,47.45,13.19,14.95,10.67
53.0,49.45,49.45,42.17,13.32,15.09,10.80,52.34,52.97,47.30,13.16,14.93,10.64
53.1,53.07,53.07,47.60,13.14,14.91,10.61,52.11,52.78,47.00,13.14,14.91,10.61
53.2,56.06,56.06,52.09,13.00,14.77,10.47,51.81,52.50,46.57,13.12,14.89,10.58
53.3,58.13,58.13,55.19,12.89,14.66,10.35,51.46,52.14,46.04,13.10,14.87,10.55
53.4,59.50,59.50,57.26,12.79,14.57,10.25,51.06,51.73,45.42,13.08,14.84,10.52
53.5,60.60,60.60,58.90,12.71,14.49,10.16,50.61,51.28,44.73,13.06,14.82,10.49
53.6,61.76,61.76,60.64,12.63,14.42,10.08,50.13,50.79,43.99,13.04,14.80,10.47
53.7,63.18,63.18,62.76,12.57,14.36,10.02,49.62,50.27,43.21,13.02,14.79,10.44
53.8,64.77,65.15,64.77,12.53,14.33,9.97,49.10,49.72,42.40,13.00,14.77,10.41
53.9,65.88,66.81,65.88,12.49,14.29,9.93,48.57,49.16,41.55,12.99,14.75,10.39
54.0,65.20,65.80,65.20,12.45,14.25,9.88,48.06,48.59,40.69,12.97,14.74,10.37
54.1,61.41,61.41,60.11,12.48,14.28,9.90,47.56,48.01,39.82,12.95,14.73,10.35
54.2,54.19,54.19,49.28,12.63,14.43,10.05,47.07,47.42,38.95,12.93,14.72,10.33
54.3,44.95,44.95,35.42,12.87,14.68,10.29,46.59,46.84,38.08,12.91,14.71,10.32
54.4,36.27,36.27,22.40,13.13,14.94,10.54,46.10,46.25,37.20,12.89,14.71,10.30
54.5,30.48,30.48,13.73,13.28,15.10,10.69,45.60,45.65,36.29,12.87,14.70,10.29
54.6,28.54,28.54,10.80,13.30,15.12,10.70,45.07,45.01,35.35,12.85,14.69,10.27
54.7,29.82,29.82,12.74,13.23,15.05,10.62,44.51,44.34,34.35,12.83,14.68,10.25
54.8,32.98,32.98,17.48,13.14,14.97,10.53,43.90,43.63,33.29,12.81,14.67,10.23
54.9,36.64,36.64,22.95,13.07,14.90,10.46,43.25,42.89,32.20,12.78,14.65,10.20
55.0,39.74,39.74,27.60,13.02,14.85,10.40,42.58,42.13,31.07,12.76,14.63,10.18
55.1,41.51,41.51,30.26,12.97,14.80,10.34,41.89,41.38,29.95,12.73,14.61,10.15
55.2,41.25,41.25,29.87,12.93,14.77,10.30,41.20,40.64,28.87,12.70,14.58,10.12
55.3,38.75,38.75,26.12,12.91,14.76,10.28,40.54,39.95,27.85,12.67,14.56,10.08
55.4,34.76,34.76,20.14,12.95,14.80,10.31,39.91,39.32,26.92,12.64,14.52,10.04
55.5,30.88,30.88,14.33,13.05,14.90,10.41,39.34,38.77,26.10,12.60,14.49,9.99
55.6,28.99,28.99,11.48,13.12,14.97,10.47,38.84,38.30,25.42,12.56,14.44,9.94
55.7,30.19,30.19,13.29,13.05,14.91,10.40,38.43,37.94,24.89,12.51,14.40,9.89
55.8,34.21,34.21,19.32,12.88,14.74,10.22,38.12,37.69,24.52,12.45,14.34,9.82
55.9,39.81,39.81,27.72,12.58,14.44,9.92,37.92,37.55,24.32,12.39,14.28,9.75
56.0,45.40,45.40,36.09,12.15,14.01,9.48,37.84,37.52,24.28,12.32,14.21,9.68
56.1,49.20,49.20,41.80,11.73,13.60,9.06,37.88,37.60,24.41,12.24,14.14,9.60
56.2,49.75,49.75,42.62,11.48,13.35,8.80,38.03,37.78,24.67,12.16,14.06,9.51
56.3,46.60,46.60,37.90,11.46,13.34,8.78,38.27,38.03,25.05,12.07,13.97,9.41
56.4,40.76,40.76,29.14,11.68,13.56,9.00,38.61,38.35,25.52,11.97,13.88,9.31
56.5,34.69,34.69,20.04,12.01,13.90,9.32,39.01,38.71,26.07,11.87,13.78,9.21
56.6,30.95,30.95,14.42,12.26,14.15,9.56,39.46,39.13,26.69,11.77,13.68,9.10
56.7,30.36,30.36,13.54,12.30,14.19,9.60,39.96,39.58,27.37,11.66,13.57,8.98
56.8,32.09,32.09,16.13,12.15,14.05,9.45,40.50,40.08,28.12,11.55,13.46,8.86
56.9,34.55,34.55,19.83,11.91,13.81,9.20,41.07,40.63,28.95,11.43,13.35,8.74
57.0,36.50,36.50,22.74,11.68,13.58,8.96,41.67,41.23,29.84,11.32,13.23,8.62
57.1,37.62,37.62,24.44,11.48,13.38,8.76,42.29,41.87,30.81,11.20,13.12,8.50
57.2,38.13,38.13,25.20,11.30,13.21,8.58,42.92,42.55,31.82,11.09,13.01,8.38
57.3,38.29,38.29,25.44,11.14,13.05,8.41,43.54,43.23,32.85,10.97,12.89,8.25
57.4,38.48,38.48,25.72,10.97,12.88,8.23,44.15,43.92,33.87,10.86,12.78,8.13
57.5,39.15,39.15,26.72,10.80,12.72,8.06,44.72,44.58,34.86,10.75,12.67,8.01
57.6,40.65,40.65,28.97,10.64,12.56,7.90,45.23,45.19,35.78,10.65,12.56,7.90
57.7,43.05,43.05,32.57,10.47,12.39,7.72,45.69,45.76,36.63,10.55,12.46,7.79
57.8,46.00,46.00,37.01,10.27,12.20,7.52,46.08,46.28,37.40,10.46,12.36,7.68
57.9,48.95,48.95,41.43,10.06,11.99,7.30,46.42,46.75,38.10,10.38,12.26,7.58
58.0,51.38,51.38,45.07,9.87,11.80,7.11,46.71,47.17,38.72,10.30,12.18,7.48
58.1,52.97,52.97,47.45,9.72,11.65,6.95,46.96,47.54,39.27,10.23,12.09,7.39
58.2,53.76,53.76,48.65,9.62,11.56,6.85,47.20,47.87,39.76,10.16,12.02,7.31
58.3,54.23,54.23,49.34,9.56,11.51,6.79,47.43,48.16,40.18,10.10,11.96,7.24
58.4,55.03,55.03,50.54,9.50,11.45,6.72,47.66,48.40,40.53,10.05,11.91,7.18
58.5,56.61,56.61,52.91,9.41,11.36,6.62,47.89,48.61,40.83,10.01,11.87,7.14
58.6,58.78,58.78,56.16,9.28,11.23,6.49,48.13,48.77,41.07,9.98,11.85,7.10
58.7,60.75,60.75,59.10,9.16,11.12,6.37,48.36,48.92,41.27,9.95,11.83,7.08
58.8,61.71,61.71,60.53,9.10,11.06,6.30,48.59,49.04,41.45,9.93,11.82,7.06
58.9,61.25,61.25,59.82,9.12,11.08,6.31,48.81,49.16,41.62,9.92,11.82,7.05
59.0,59.38,59.38,56.98,9.21,11.17,6.40,49.03,49.27,41.77,9.91,11.83,7.05
59.1,56.23,56.23,52.24,9.35,11.32,6.53,49.23,49.38,41.92,9.90,11.84,7.05
59.2,51.99,51.99,45.84,9.54,11.52,6.72,49.42,49.47,42.06,9.91,11.85,7.06
59.3,47.07,47.07,38.42,9.78,11.75,6.95,49.59,49.55,42.18,9.91,11.87,7.07
59.4,42.32,42.32,31.26,10.02,12.00,7.19,49.73,49.61,42.26,9.92,11.89,7.08
59.5,38.58,38.58,25.62,10.25,12.23,7.42,49.86,49.64,42.32,9.94,11.92,7.10
59.6,36.33,36.33,22.20,10.43,12.42,7.59,49.97,49.66,42.35,9.96,11.95,7.13
59.7,35.52,35.52,20.96,10.56,12.55,7.72,50.07,49.66,42.36,9.99,11.98,7.15
59.8,35.88,35.88,21.48,10.64,12.64,7.80,50.17,49.67,42.38,10.02,12.02,7.18
59.9,37.22,37.22,23.48,10.67,12.67,7.82,50.27,49.70,42.42,10.05,12.06,7.21
60.0,39.49,39.49,26.87,10.63,12.63,7.77,50.40,49.76,42.52,10.08,12.10,7.25
60.1,42.53,42.53,31.44,10.52,12.53,7.66,50.56,49.89,42.69,10.12,12.15,7.28
60.2,45.99,45.99,36.64,10.40,12.40,7.53,50.76,50.09,42.97,10.16,12.19,7.31
60.3,49.38,49.38,41.75,10.29,12.30,7.42,51.01,50.39,43.35,10.19,12.23,7.34
60.4,52.25,52.25,46.11,10.20,12.22,7.33,51.31,50.79,43.87,10.22,12.26,7.37
60.5,54.41,54.41,49.40,10.11,12.13,7.23,51.65,51.28,44.52,10.25,12.29,7.39
60.6,55.83,55.83,51.59,10.04,12.06,7.15,52.03,51.87,45.29,10.28,12.32,7.41
60.7,56.53,56.53,52.73,9.98,12.00,7.09,52.43,52.52,46.17,10.31,12.34,7.43
60.8,56.51,56.51,52.80,9.96,11.99,7.06,52.84,53.21,47.11,10.33,12.36,7.44
60.9,55.82,55.82,51.87,10.00,12.03,7.10,53.24,53.91,48.07,10.35,12.37,7.44
61.0,54.70,54.70,50.30,10.10,12.14,7.20,53.63,54.58,49.01,10.37,12.39,7.45
61.1,53.63,53.63,48.82,10.24,12.28,7.33,53.98,55.20,49.88,10.39,12.40,7.46
61.2,53.21,53.21,48.32,10.40,12.44,7.49,54.28,55.72,50.63,10.41,12.42,7.47
61.3,53.88,53.88,49.46,10.53,12.57,7.61,54.53,56.13,51.24,10.43,12.44,7.48
61.4,55.71,55.71,52.35,10.59,12.63,7.66,54.70,56.41,51.68,10.46,12.47,7.50
61.5,58.32,58.32,56.40,10.58,12.63,7.65,54.80,56.56,51.93,10.50,12.51,7.53
61.6,61.08,61.08,60.68,10.53,12.59,7.60,54.81,56.57,52.01,10.53,12.55,7.56
61.7,63.42,64.34,63.42,10.49,12.55,7.55,54.74,56.46,51.91,10.58,12.60,7.60
61.8,65.13,67.05,65.13,10.46,12.52,7.52,54.59,56.24,51.66,10.62,12.65,7.65
61.9,66.36,69.03,66.36,10.45,12.51,7.50,54.35,55.93,51.28,10.67,12.71,7.70
62.0,67.41,70.74,67.41,10.42,12.49,7.47,54.04,55.53,50.79,10.72,12.77,7.75
62.1,68.22,72.08,68.22,10.39,12.46,7.43,53.66,55.07,50.19,10.77,12.83,7.81
62.2,68.10,72.02,68.10,10.38,12.45,7.42,53.23,54.56,49.52,10.83,12.90,7.86
62.3,66.05,69.07,66.05,10.44,12.52,7.47,52.74,53.99,48.78,10.89,12.96,7.91
62.4,61.51,62.37,61.51,10.60,12.68,7.63,52.20,53.39,47.98,10.94,13.02,7.97
62.5,55.01,55.01,52.71,10.85,12.94,7.88,51.64,52.74,47.13,11.00,13.08,8.02
62.6,48.11,48.11,42.46,11.10,13.18,8.12,51.04,52.05,46.21,11.05,13.14,8.07
62.7,42.58,42.58,34.25,11.29,13.38,8.31,50.43,51.33,45.25,11.09,13.20,8.12
62.8,39.36,39.36,29.49,11.47,13.56,8.48,49.81,50.56,44.25,11.14,13.25,8.17
62.9,38.29,38.29,27.96,11.58,13.68,8.58,49.18,49.77,43.22,11.18,13.30,8.21
63.0,38.59,38.59,28.46,11.65,13.75,8.65,48.56,48.95,42.17,11.21,13.34,8.24
63.1,39.45,39.45,29.81,11.72,13.83,8.72,47.96,48.14,41.12,11.24,13.38,8.28
63.2,40.49,40.49,31.41,11.78,13.88,8.77,47.38,47.34,40.12,11.26,13.42,8.30
63.3,41.60,41.60,33.10,11.76,13.87,8.74,46.84,46.59,39.18,11.27,13.44,8.32
63.4,42.68,42.68,34.74,11.64,13.76,8.62,46.36,45.90,38.34,11.28,13.46,8.33
63.5,43.51,43.51,36.00,11.48,13.59,8.45,45.94,45.31,37.63,11.29,13.47,8.33
63.6,43.80,43.80,36.45,11.37,13.49,8.34,45.61,44.83,37.09,11.28,13.47,8.33
63.7,43.36,43.36,35.79,11.42,13.54,8.39,45.38,44.49,36.74,11.27,13.46,8.31
63.8,42.19,42.19,34.03,11.61,13.74,8.57,45.26,44.32,36.59,11.24,13.44,8.28
63.9,40.58,40.58,31.59,11.88,14.01,8.84,45.26,44.30,36.66,11.21,13.41,8.24
64.0,38.93,38.93,29.10,12.11,14.24,9.06,45.36,44.45,36.94,11.16,13.37,8.19
64.1,37.66,37.66,27.16,12.11,14.25,9.06,45.58,44.76,37.41,11.11,13.31,8.13
64.2,37.05,37.05,26.20,11.83,13.97,8.77,45.89,45.19,38.05,11.04,13.25,8.05
64.3,37.23,37.23,26.42,11.39,13.53,8.32,46.28,45.74,38.81,10.95,13.17,7.96
64.4,38.22,38.22,27.84,10.95,13.10,7.89,46.72,46.35,39.67,10.86,13.07,7.86
64.5,39.93,39.93,30.35,10.69,12.84,7.61,47.21,47.00,40.57,10.76,12.97,7.75
64.6,42.24,42.24,33.72,10.62,12.77,7.54,47.71,47.66,41.47,10.66,12.86,7.63
64.7,44.92,44.92,37.67,10.65,12.80,7.57,48.21,48.29,42.34,10.55,12.74,7.50
64.8,47.77,47.77,41.85,10.67,12.83,7.58,48.68,48.89,43.14,10.44,12.62,7.38
64.9,50.54,50.54,45.90,10.65,12.81,7.56,49.12,49.44,43.87,10.33,12.50,7.25
65.0,52.95,52.95,49.39,10.50,12.67,7.40,49.51,49.93,44.51,10.22,12.38,7.12
65.1,54.74,54.74,51.96,10.24,12.41,7.14,49.84,50.37,45.06,10.12,12.27,7.00
65.2,55.93,55.93,53.62,10.02,12.19,6.91,50.11,50.74,45.52,10.02,12.16,6.88
65.3,56.90,56.90,54.94,9.87,12.04,6.76,50.33,51.05,45.88,9.94,12.06,6.77
65.4,58.20,58.20,56.77,9.88,12.06,6.76,50.49,51.30,46.15,9.85,11.96,6.67
65.5,60.06,60.06,59.41,9.74,11.92,6.62,50.60,51.48,46.31,9.78,11.88,6.58
65.6,62.09,62.31,62.09,9.38,11.57,6.26,50.66,51.59,46.37,9.72,11.81,6.50
65.7,63.50,64.28,63.50,8.98,11.17,5.85,50.67,51.63,46.33,9.66,11.76,6.44
65.8,63.65,64.38,63.65,8.58,10.77,5.45,50.65,51.60,46.18,9.61,11.71,6.38
65.9,62.54,62.56,62.54,8.19,10.39,5.06,50.57,51.49,45.92,9.57,11.68,6.34
66.0,60.43,60.43,59.26,7.92,10.12,4.78,50.46,51.31,45.55,9.54,11.65,6.31
66.1,57.63,57.63,54.93,7.83,10.03,4.68,50.31,51.05,45.07,9.52,11.64,6.29
66.2,54.44,54.44,50.01,7.99,10.19,4.84,50.12,50.74,44.50,9.50,11.63,6.27
66.3,51.25,51.25,45.10,8.51,10.72,5.35,49.91,50.36,43.86,9.48,11.63,6.26
66.4,48.66,48.66,41.10,9.10,11.32,5.94,49.68,49.95,43.16,9.47,11.63,6.26
66.5,47.23,47.23,38.86,9.57,11.79,6.41,49.44,49.51,42.44,9.46,11.64,6.26
66.6,46.80,46.80,38.12,9.82,12.04,6.65,49.20,49.08,41.72,9.45,11.65,6.26
66.7,46.49,46.49,37.57,9.83,12.05,6.66,48.98,48.66,41.04,9.44,11.66,6.26
66.8,45.41,45.41,35.89,9.75,11.98,6.57,48.80,48.29,40.43,9.44,11.68,6.27
66.9,43.31,43.31,32.68,9.76,11.99,6.58,48.65,47.98,39.92,9.43,11.69,6.27
67.0,40.71,40.71,28.75,9.89,12.13,6.70,48.55,47.75,39.53,9.41,11.70,6.28
67.1,38.57,38.57,25.50,10.06,12.29,6.86,48.50,47.61,39.26,9.40,11.71,6.27
67.2,37.44,37.44,23.80,10.21,12.45,7.01,48.51,47.57,39.15,9.39,11.71,6.27
67.3,37.29,37.29,23.57,10.28,12.52,7.08,48.55,47.62,39.17,9.37,11.70,6.25
67.4,37.76,37.76,24.28,10.28,12.52,7.07,48.64,47.76,39.32,9.35,11.69,6.23
67.5,38.47,38.47,25.37,10.25,12.50,7.04,48.75,47.97,39.59,9.32,11.67,6.20
67.6,39.23,39.23,26.53,10.22,12.48,7.00,48.90,48.26,39.96,9.29,11.64,6.16
67.7,40.05,40.05,27.79,10.14,12.40,6.92,49.07,48.59,40.41,9.26,11.60,6.12
67.8,41.04,41.04,29.31,9.98,12.24,6.75,49.27,48.96,40.92,9.23,11.55,6.06
67.9,42.45,42.45,31.46,9.78,12.04,6.55,49.50,49.37,41.49,9.19,11.49,6.00
68.0,44.53,44.53,34.62,9.52,11.79,6.29,49.75,49.79,42.08,9.14,11.43,5.93
68.1,47.38,47.38,38.93,9.23,11.50,5.98,50.03,50.22,42.71,9.09,11.37,5.86
68.2,50.81,50.81,44.11,8.93,11.20,5.68,50.32,50.66,43.35,9.03,11.30,5.78
68.3,54.35,54.35,49.45,8.64,10.92,5.39,50.61,51.10,43.99,8.97,11.23,5.71
68.4,57.59,57.59,54.33,8.37,10.65,5.11,50.90,51.52,44.62,8.91,11.17,5.63
68.5,60.39,60.39,58.54,8.15,10.43,4.88,51.18,51.92,45.22,8.85,11.10,5.55
68.6,62.82,62.82,62.20,7.98,10.27,4.72,51.43,52.29,45.78,8.79,11.03,5.48
68.7,65.00,65.49,65.00,7.85,10.14,4.58,51.66,52.62,46.28,8.74,10.97,5.41
68.8,66.82,68.22,66.82,7.73,10.03,4.46,51.86,52.89,46.70,8.69,10.91,5.34
68.9,67.77,69.65,67.77,7.66,9.96,4.38,52.02,53.10,47.02,8.64,10.86,5.28
69.0,67.21,68.81,67.21,7.68,9.98,4.39,52.14,53.23,47.24,8.61,10.82,5.24
69.1,64.66,64.99,64.66,7.81,10.11,4.52,52.22,53.29,47.34,8.58,10.79,5.20
69.2,60.25,60.25,58.37,8.07,10.38,4.77,52.25,53.28,47.32,8.56,10.78,5.18
69.3,54.95,54.95,50.42,8.40,10.71,5.10,52.25,53.18,47.19,8.56,10.78,5.17
69.4,50.21,50.21,43.31,8.69,11.00,5.38,52.20,53.01,46.95,8.56,10.79,5.17
69.5,47.30,47.30,38.95,8.85,11.17,5.54,52.11,52.77,46.61,8.58,10.82,5.19
69.6,46.73,46.73,38.09,8.82,11.14,5.51,51.98,52.47,46.19,8.61,10.86,5.23
69.7,48.02,48.02,40.02,8.61,10.93,5.29,51.83,52.13,45.71,8.65,10.92,5.27
69.8,50.10,50.10,43.14,8.33,10.66,5.00,51.65,51.76,45.19,8.71,10.98,5.33
69.9,51.85,51.85,45.77,8.12,10.45,4.79,51.46,51.38,44.66,8.77,11.06,5.40
70.0,52.43,52.43,46.65,8.07,10.40,4.74,51.27,51.01,44.14,8.83,11.14,5.47
70.1,51.47,51.47,45.20,8.20,10.53,4.86,51.08,50.66,43.66,8.91,11.22,5.55
70.2,49.03,49.03,41.54,8.49,10.83,5.15,50.91,50.36,43.26,8.99,11.31,5.63
70.3,45.65,45.65,36.47,8.86,11.20,5.51,50.77,50.11,42.94,9.07,11.41,5.72
70.4,42.16,42.16,31.24,9.24,11.58,5.89,50.67,49.94,42.72,9.15,11.50,5.80
70.5,39.50,39.50,27.25,9.50,11.85,6.14,50.61,49.84,42.63,9.24,11.59,5.88
70.6,38.31,38.31,25.47,9.66,12.01,6.30,50.61,49.83,42.66,9.32,11.68,5.96
70.7,38.75,38.75,26.13,9.71,12.07,6.35,50.67,49.92,42.82,9.40,11.77,6.04
70.8,40.50,40.50,28.75,9.70,12.06,6.33,50.79,50.10,43.11,9.48,11.85,6.12
70.9,42.95,42.95,32.43,9.69,12.05,6.31,50.98,50.36,43.53,9.56,11.94,6.20
71.0,45.55,45.55,36.32,9.78,12.14,6.40,51.23,50.70,44.05,9.64,12.02,6.28
71.1,47.94,47.94,39.91,9.87,12.24,6.49,51.54,51.11,44.67,9.72,12.11,6.35
71.2,50.04,50.04,43.06,9.99,12.37,6.60,51.91,51.57,45.36,9.79,12.19,6.43
71.3,51.89,51.89,45.83,10.12,12.49,6.72,52.32,52.08,46.11,9.87,12.27,6.50
71.4,53.58,53.58,48.37,10.23,12.61,6.83,52.76,52.61,46.91,9.94,12.35,6.57
71.5,55.18,55.18,50.77,10.31,12.69,6.91,53.23,53.16,47.74,10.00,12.42,6.64
71.6,56.70,56.70,53.05,10.37,12.75,6.96,53.71,53.72,48.58,10.07,12.49,6.70
71.7,58.12,58.12,55.18,10.37,12.76,6.95,54.19,54.30,49.44,10.13,12.56,6.75
71.8,59.37,59.37,57.06,10.34,12.73,6.92,54.68,54.88,50.31,10.19,12.61,6.80
71.9,60.30,60.30,58.45,10.31,12.70,6.88,55.17,55.45,51.18,10.24,12.66,6.84
72.0,60.81,60.81,59.21,10.30,12.70,6.87,55.64,56.02,52.04,10.28,12.71,6.88
72.1,60.91,60.91,59.36,10.32,12.72,6.89,56.11,56.57,52.86,10.33,12.75,6.91
72.2,60.77,60.77,59.16,10.39,12.80,6.95,56.56,57.08,53.62,10.36,12.79,6.94
72.3,60.70,60.70,59.05,10.49,12.90,7.04,56.98,57.54,54.31,10.40,12.82,6.97
72.4,60.86,60.86,59.30,10.56,12.98,7.11,57.37,57.94,54.91,10.43,12.86,6.99
72.5,61.24,61.24,59.86,10.61,13.03,7.16,57.71,58.27,55.40,10.46,12.89,7.02
72.6,61.66,61.66,60.49,10.65,13.07,7.20,58.01,58.53,55.79,10.49,12.92,7.04
72.7,61.89,61.89,60.84,10.65,13.07,7.19,58.25,58.71,56.07,10.52,12.95,7.06
72.8,61.79,61.79,60.69,10.61,13.03,7.14,58.44,58.84,56.26,10.55,12.98,7.08
72.9,61.38,61.38,60.07,10.57,13.00,7.10,58.57,58.90,56.35,10.57,13.00,7.10
73.0,60.78,60.78,59.16,10.54,12.97,7.06,58.67,58.92,56.38,10.60,13.03,7.12
73.1,60.14,60.14,58.21,10.52,12.95,7.03,58.73,58.90,56.35,10.62,13.06,7.14
73.2,59.57,59.57,57.35,10.51,12.95,7.03,58.76,58.86,56.29,10.64,13.08,7.16
73.3,59.06,59.06,56.60,10.54,12.99,7.05,58.78,58.80,56.20,10.65,13.10,7.17
73.4,58.56,58.56,55.84,10.58,13.03,7.09,58.79,58.74,56.11,10.67,13.12,7.18
73.5,58.00,58.00,55.00,10.63,13.08,7.13,58.79,58.69,56.03,10.68,13.14,7.19
73.6,57.39,57.39,54.09,10.69,13.14,7.18,58.78,58.65,55.96,10.68,13.15,7.19
73.7,56.80,56.80,53.20,10.74,13.20,7.23,58.76,58.61,55.90,10.69,13.16,7.20
73.8,56.28,56.28,52.42,10.78,13.24,7.27,58.71,58.58,55.86,10.69,13.17,7.20
73.9,55.88,55.88,51.82,10.83,13.29,7.31,58.64,58.55,55.80,10.69,13.17,7.19
