Age,SLice,SLice max,SLice min,Temperature,Temperature max,Temperature min,SLice (long),SLice max (long),SLice min (long),Temperature (long),Temperature max (long),Temperature min (long)
103.6,50.31,64.87,50.31,11.73,15.19,6.80,48.85,62.96,48.98,12.70,16.06,7.67
103.7,50.15,64.67,50.15,11.96,15.41,7.02,48.69,62.73,48.82,12.77,16.14,7.75
103.8,49.89,64.33,49.89,12.29,15.75,7.35,48.53,62.49,48.64,12.85,16.24,7.84
103.9,49.56,63.86,49.56,12.71,16.17,7.76,48.36,62.24,48.46,12.93,16.35,7.94
104.0,49.17,63.32,49.17,13.14,16.61,8.19,48.19,61.97,48.26,13.03,16.47,8.05
104.1,48.76,62.74,48.76,13.54,17.01,8.59,48.02,61.70,48.07,13.12,16.59,8.16
104.2,48.34,62.15,48.34,13.88,17.35,8.91,47.85,61.43,47.87,13.22,16.72,8.28
104.3,47.93,61.56,47.93,14.11,17.59,9.15,47.68,61.17,47.67,13.32,16.84,8.40
104.4,47.51,60.97,47.51,14.25,17.73,9.28,47.52,60.91,47.48,13.41,16.96,8.51
104.5,47.10,60.38,47.10,14.30,17.79,9.33,47.36,60.67,47.29,13.49,17.07,8.61
104.6,46.68,59.78,46.68,14.28,17.77,9.30,47.22,60.44,47.12,13.56,17.16,8.69
104.7,46.26,59.19,46.26,14.22,17.71,9.24,47.09,60.24,46.96,13.62,17.24,8.77
104.8,45.85,58.60,45.85,14.20,17.69,9.21,46.97,60.05,46.82,13.67,17.30,8.82
104.9,45.44,58.01,45.44,14.25,17.75,9.26,46.87,59.90,46.69,13.71,17.34,8.85
105.0,45.03,57.43,45.03,14.40,17.90,9.40,46.78,59.77,46.59,13.74,17.37,8.87
105.1,44.64,56.88,44.64,14.58,18.08,9.57,46.70,59.68,46.50,13.75,17.38,8.87
105.2,44.32,56.43,44.32,14.73,18.23,9.72,46.65,59.62,46.44,13.75,17.37,8.85
105.3,44.11,56.16,44.11,14.80,18.31,9.79,46.61,59.59,46.39,13.74,17.35,8.82
105.4,44.07,56.13,44.07,14.81,18.33,9.79,46.58,59.59,46.37,13.72,17.31,8.78
105.5,44.20,56.35,44.20,14.80,18.31,9.77,46.57,59.62,46.37,13.69,17.27,8.73
105.6,44.47,56.79,44.47,14.77,18.29,9.74,46.58,59.68,46.39,13.66,17.22,8.67
105.7,44.83,57.37,44.83,14.68,18.21,9.65,46.68,59.77,46.43,13.63,17.17,8.61
105.8,45.24,58.02,45.24,14.12,17.64,9.08,46.77,59.89,46.49,13.59,17.12,8.55
105.9,45.67,58.69,45.67,13.43,16.96,8.38,46.86,60.12,46.62,13.56,17.07,8.49
106.0,46.10,59.37,46.10,12.73,16.27,7.69,46.95,60.34,46.75,13.53,17.02,8.44
106.1,46.53,60.05,46.53,12.17,15.70,7.12,47.04,60.56,46.87,13.51,16.99,8.40
106.2,46.95,60.73,46.95,12.12,15.66,7.06,47.13,60.77,46.99,13.48,16.98,8.38
106.3,47.38,61.40,47.38,12.13,15.67,7.07,47.22,60.98,47.11,13.46,16.96,8.35
106.4,47.80,62.07,47.80,12.22,15.77,7.15,47.32,61.19,47.23,13.43,16.94,8.32
106.5,48.20,62.70,48.20,12.36,15.91,7.29,47.41,61.41,47.35,13.40,16.91,8.29
106.6,48.55,63.25,48.55,12.52,16.07,7.44,47.52,61.63,47.48,13.37,16.89,8.26
106.7,48.81,63.67,48.81,12.64,16.20,7.56,47.62,61.86,47.61,13.33,16.86,8.23
106.8,48.97,63.94,48.97,12.69,16.25,7.60,47.73,62.09,47.74,13.30,16.84,8.20
106.9,49.03,64.06,49.03,12.70,16.26,7.61,47.84,62.32,47.87,13.27,16.82,8.16
107.0,49.01,64.08,49.01,12.75,16.31,7.65,47.95,62.56,48.01,13.24,16.79,8.13
107.1,48.96,64.03,48.96,12.89,16.46,7.79,48.06,62.80,48.15,13.21,16.77,8.10
107.2,48.89,63.95,48.89,13.14,16.71,8.03,48.18,63.04,48.29,13.18,16.75,8.08
107.3,48.81,63.86,48.81,13.44,17.02,8.34,48.30,63.28,48.43,13.15,16.74,8.05
107.4,48.73,63.77,48.73,13.73,17.31,8.61,48.42,63.52,48.57,13.12,16.72,8.03
107.5,48.65,63.68,48.65,13.93,17.51,8.81,48.54,63.77,48.71,13.10,16.71,8.01
107.6,48.57,63.59,48.57,14.02,17.61,8.90,48.67,64.01,48.85,13.08,16.70,7.99
107.7,48.49,63.50,48.49,14.09,17.68,8.96,48.79,64.25,48.99,13.05,16.69,7.97
107.8,48.41,63.40,48.41,13.76,17.35,8.63,48.91,64.50,49.13,13.04,16.69,7.96
107.9,48.33,63.31,48.33,13.35,16.94,8.21,49.04,64.74,49.27,13.02,16.69,7.95
108.0,48.25,63.20,48.25,12.88,16.48,7.74,49.17,64.98,49.41,13.00,16.68,7.94
