Sample,Species,Type,Site,Lat,Lon,Depth,d13C_VPDB,SE_d13C_VPDB,d18O_VPDB,SE_d18O_VPDB,D47_ICDES,SE_D47_ICDES,Tpub,SE_Tpub,Twoa23,SE_Twoa23,Twoa23_500m,SE_Twoa23_500m,Tbottom_woa23,SE_Tbottom_woa23,Tk18,SE_Tk18,Tk18_500m,SE_Tk18_500m,Tiso_species_offset,Tiso_species,SE_Tiso_species,Tiso_species_500m,SE_Tiso_species_500m,Tiso_KON97,SE_Tiso_KON97,Tiso_Mulitza03,SE_Tiso_Mulitza03,Twoa23_vs_Tiso_species,Twoa23_500m_vs_Tiso_species_500m,Ref
0083,Globigerina bulloides,planktic,,22.71,-17.13,(0-300),,,-0.140,0.100,,,,,18.29,1.18,18.29,1.18,,,17.32,2.39,17.32,2.39,Globigerina bulloides,17.93,0.75,17.55,0.86,19.35,0.74,17.37,0.69,,,Waelbroeck et al (2005)
0084,Globigerina bulloides,planktic,,29.02,-11.90,(0-300),,,-0.510,0.100,,,,,18.47,1.27,18.47,1.27,,,16.11,2.21,16.11,2.21,Globigerina bulloides,19.58,0.72,19.49,0.72,21.02,0.71,18.91,0.66,,,Waelbroeck et al (2005)
0085,Globigerina bulloides,planktic,,29.04,-11.92,(0-300),,,-0.430,0.100,,,,,18.46,1.28,18.46,1.28,,,16.11,2.21,16.11,2.21,Globigerina bulloides,19.20,0.72,19.11,0.72,20.63,0.71,18.56,0.66,,,Waelbroeck et al (2005)
0086,Globigerina bulloides,planktic,,29.06,-11.95,(0-300),,,-0.450,0.100,,,,,18.50,1.29,18.50,1.29,,,16.11,2.21,16.11,2.21,Globigerina bulloides,19.30,0.72,19.20,0.72,20.73,0.71,18.65,0.66,,,Waelbroeck et al (2005)
0087,Globigerina bulloides,planktic,,29.08,-11.98,(0-300),,,-0.160,0.100,,,,,18.53,1.26,18.53,1.26,,,16.11,2.21,16.11,2.21,Globigerina bulloides,17.93,0.71,17.83,0.71,19.35,0.71,17.37,0.65,,,Waelbroeck et al (2005)
0088,Globigerina bulloides,planktic,,29.17,-12.09,(0-300),,,-0.680,0.100,,,,,16.77,1.92,15.01,2.52,,,16.37,2.24,16.37,2.24,Globigerina bulloides,20.39,0.73,20.30,0.73,21.84,0.72,19.67,0.66,,,Waelbroeck et al (2005)
0089,Globigerina bulloides,planktic,,29.22,-12.84,(0-300),,,-0.220,0.100,,,,,17.01,1.97,15.13,2.61,,,16.37,2.24,16.37,2.24,Globigerina bulloides,18.21,0.71,18.12,0.71,19.63,0.71,17.63,0.66,,,Waelbroeck et al (2005)
0090,Globigerina bulloides,planktic,,19.62,-17.25,(0-300),,,-0.460,0.100,,,,,14.80,2.96,13.25,2.89,,,17.47,3.42,17.47,3.42,Globigerina bulloides,19.25,0.95,18.63,1.15,20.68,0.94,18.60,0.87,,,Waelbroeck et al (2005)
0091,Globigerina bulloides,planktic,,19.65,-17.23,(0-300),,,-0.380,0.100,,,,,,,,,,,17.47,3.42,17.47,3.42,Globigerina bulloides,18.87,0.94,18.26,1.15,20.30,0.94,18.25,0.87,,,Waelbroeck et al (2005)
0092,Globigerina bulloides,planktic,,19.68,-17.20,(0-300),,,-0.310,0.100,,,,,,,,,,,17.47,3.42,17.47,3.42,Globigerina bulloides,18.54,0.94,17.93,1.14,19.96,0.94,17.94,0.87,,,Waelbroeck et al (2005)
0093,Globigerina bulloides,planktic,,19.69,-17.15,(0-300),,,-0.110,0.100,,,,,,,,,,,17.47,3.42,17.47,3.42,Globigerina bulloides,17.60,0.94,16.99,1.14,19.01,0.93,17.06,0.87,,,Waelbroeck et al (2005)
0094,Globigerina bulloides,planktic,,19.70,-17.14,(0-300),,,-0.120,0.100,,,,,,,,,,,17.47,3.42,17.47,3.42,Globigerina bulloides,17.65,0.94,17.04,1.14,19.06,0.93,17.10,0.87,,,Waelbroeck et al (2005)
0095,Globigerina bulloides,planktic,,19.71,-17.11,(0-300),,,-0.360,0.100,,,,,,,,,,,17.47,3.42,17.47,3.42,Globigerina bulloides,18.78,0.94,18.16,1.15,20.20,0.94,18.16,0.87,,,Waelbroeck et al (2005)
0096,Globigerina bulloides,planktic,,19.75,-17.12,(0-300),,,-0.010,0.100,,,,,,,,,,,17.47,3.42,17.47,3.42,Globigerina bulloides,17.13,0.93,16.52,1.13,18.54,0.93,16.62,0.86,,,Waelbroeck et al (2005)
0097,Globigerina bulloides,planktic,,21.00,-17.58,(0-300),,,-0.420,0.100,,,,,18.65,1.37,18.65,1.37,,,17.30,2.73,17.30,2.73,Globigerina bulloides,19.15,0.83,18.68,0.98,20.59,0.82,18.51,0.76,,,Waelbroeck et al (2005)
0098,Globigerina bulloides,planktic,,21.02,-17.88,(0-300),,,-0.150,0.100,,,,,15.72,2.22,14.04,2.59,,,17.30,2.73,17.30,2.73,Globigerina bulloides,17.88,0.82,17.41,0.97,19.30,0.82,17.32,0.76,,,Waelbroeck et al (2005)
0099,Globigerina bulloides,planktic,,20.99,-18.03,(0-300),,,0.250,0.100,,,,,15.77,2.26,14.07,2.64,,,17.30,2.73,17.30,2.73,Globigerina bulloides,16.01,0.81,15.55,0.96,17.41,0.81,15.57,0.75,,,Waelbroeck et al (2005)
0100,Globigerina bulloides,planktic,,20.98,-17.88,(0-300),,,-0.680,0.100,,,,,15.64,2.21,13.98,2.58,,,17.30,2.73,17.30,2.73,Globigerina bulloides,20.39,0.84,19.92,0.99,21.84,0.83,19.67,0.77,,,Waelbroeck et al (2005)
0101,Globigerina bulloides,planktic,,28.91,-11.70,(0-300),,,-0.490,0.100,,,,,18.61,1.35,18.61,1.35,,,16.03,2.21,16.03,2.21,Globigerina bulloides,19.49,0.72,19.39,0.72,20.92,0.71,18.83,0.66,,,Waelbroeck et al (2005)
0102,Globigerina bulloides,planktic,,21.00,-17.73,(0-300),,,-0.320,0.100,,,,,15.82,2.00,15.82,2.00,,,17.30,2.73,17.30,2.73,Globigerina bulloides,18.68,0.83,18.21,0.98,20.11,0.82,18.07,0.76,,,Waelbroeck et al (2005)
0103,Globigerina bulloides,planktic,,28.26,-13.40,(0-300),,,-0.280,0.100,,,,,16.90,1.88,15.12,2.54,,,16.47,2.21,16.47,2.21,Globigerina bulloides,18.49,0.72,18.35,0.75,19.92,0.71,17.89,0.66,,,Waelbroeck et al (2005)
0104,Globigerina bulloides,planktic,,32.21,-10.45,(0-300),,,-0.730,0.100,,,,,16.58,1.93,14.91,2.43,,,15.92,2.27,15.92,2.27,Globigerina bulloides,20.58,0.73,20.58,0.73,22.03,0.72,19.85,0.67,,,Waelbroeck et al (2005)
0105,Globigerina bulloides,planktic,,34.89,-7.82,(0-300),,,0.240,0.100,,,,,16.06,2.23,14.48,2.48,,,15.36,2.35,15.36,2.35,Globigerina bulloides,16.38,0.78,16.85,0.93,17.79,0.77,15.92,0.71,,,Waelbroeck et al (2005)
0106,Globigerina bulloides,planktic,,34.93,-6.93,(0-300),,,0.130,0.100,,,,,16.00,2.11,14.62,2.37,,,15.36,2.35,15.36,2.35,Globigerina bulloides,16.90,0.78,17.36,0.93,18.31,0.77,16.40,0.72,,,Waelbroeck et al (2005)
0107,Globigerina bulloides,planktic,,34.92,-6.85,(0-300),,,0.020,0.100,,,,,17.46,1.81,17.46,1.81,,,15.36,2.35,15.36,2.35,Globigerina bulloides,17.41,0.78,17.88,0.94,18.82,0.78,16.88,0.72,,,Waelbroeck et al (2005)
0108,Globigerina bulloides,planktic,,34.89,-6.70,(0-300),,,0.130,0.100,,,,,17.45,1.72,17.45,1.72,,,15.36,2.35,15.36,2.35,Globigerina bulloides,16.90,0.78,17.36,0.93,18.31,0.77,16.40,0.72,,,Waelbroeck et al (2005)
0109,Globigerina bulloides,planktic,,34.89,-6.67,(0-300),,,0.180,0.100,,,,,17.47,1.72,17.47,1.72,,,15.36,2.35,15.36,2.35,Globigerina bulloides,16.66,0.78,17.13,0.93,18.07,0.77,16.18,0.72,,,Waelbroeck et al (2005)
0110,Globigerina bulloides,planktic,,34.87,-6.63,(0-300),,,-0.170,0.100,,,,,18.10,1.79,18.10,1.79,,,15.36,2.35,15.36,2.35,Globigerina bulloides,18.30,0.79,18.78,0.94,19.73,0.78,17.72,0.72,,,Waelbroeck et al (2005)
0111,Globigerina bulloides,planktic,,34.87,-6.58,(0-300),,,0.050,0.100,,,,,,,,,,,15.36,2.35,15.36,2.35,Globigerina bulloides,17.27,0.78,17.74,0.94,18.68,0.77,16.75,0.72,,,Waelbroeck et al (2005)
0112,Globigerina bulloides,planktic,,32.37,-9.65,(0-300),,,-0.250,0.100,,,,,19.58,1.56,19.58,1.56,,,15.92,2.27,15.92,2.27,Globigerina bulloides,18.30,0.72,18.30,0.72,19.73,0.71,17.72,0.66,,,Waelbroeck et al (2005)
0113,Globigerina bulloides,planktic,,32.38,-9.77,(0-300),,,-0.540,0.100,,,,,18.34,1.51,18.34,1.51,,,15.92,2.27,15.92,2.27,Globigerina bulloides,19.68,0.72,19.68,0.72,21.11,0.71,19.00,0.66,,,Waelbroeck et al (2005)
0114,Globigerina bulloides,planktic,,32.38,-9.78,(0-300),,,-0.390,0.100,,,,,18.36,1.51,18.36,1.51,,,15.92,2.27,15.92,2.27,Globigerina bulloides,18.97,0.72,18.97,0.72,20.39,0.71,18.34,0.66,,,Waelbroeck et al (2005)
0115,Globigerina bulloides,planktic,,32.39,-9.80,(0-300),,,-0.590,0.100,,,,,18.39,1.50,18.39,1.50,,,15.92,2.27,15.92,2.27,Globigerina bulloides,19.92,0.72,19.92,0.72,21.35,0.71,19.23,0.66,,,Waelbroeck et al (2005)
0116,Globigerina bulloides,planktic,,32.40,-9.81,(0-300),,,-0.650,0.100,,,,,18.43,1.51,18.43,1.51,,,15.92,2.27,15.92,2.27,Globigerina bulloides,20.20,0.72,20.20,0.72,21.64,0.72,19.49,0.66,,,Waelbroeck et al (2005)
0117,Globigerina bulloides,planktic,,32.40,-9.82,(0-300),,,-0.810,0.100,,,,,18.45,1.51,18.45,1.51,,,15.92,2.27,15.92,2.27,Globigerina bulloides,20.97,0.73,20.97,0.73,22.42,0.72,20.21,0.67,,,Waelbroeck et al (2005)
0118,Globigerina bulloides,planktic,,32.41,-9.85,(0-300),,,-0.400,0.100,,,,,18.48,1.50,18.48,1.50,,,15.92,2.27,15.92,2.27,Globigerina bulloides,19.01,0.72,19.01,0.72,20.44,0.71,18.38,0.66,,,Waelbroeck et al (2005)
0119,Globigerina bulloides,planktic,,32.43,-9.87,(0-300),,,-0.400,0.100,,,,,18.53,1.55,18.53,1.55,,,15.92,2.27,15.92,2.27,Globigerina bulloides,19.01,0.72,19.01,0.72,20.44,0.71,18.38,0.66,,,Waelbroeck et al (2005)
0120,Globigerina bulloides,planktic,,32.45,-9.96,(0-300),,,-0.660,0.100,,,,,16.40,1.97,14.76,2.39,,,15.92,2.27,15.92,2.27,Globigerina bulloides,20.25,0.72,20.25,0.72,21.69,0.72,19.54,0.66,,,Waelbroeck et al (2005)
0121,Globigerina bulloides,planktic,,32.49,-10.11,(0-300),,,-0.450,0.100,,,,,16.58,2.05,14.88,2.50,,,15.92,2.27,15.92,2.27,Globigerina bulloides,19.25,0.72,19.25,0.72,20.68,0.71,18.60,0.66,,,Waelbroeck et al (2005)
0122,Globigerina bulloides,planktic,,27.20,-14.66,(0-300),,,-0.860,0.100,,,,,17.20,2.03,15.28,2.72,,,16.63,2.19,16.63,2.19,Globigerina bulloides,21.30,0.73,21.11,0.76,22.76,0.72,20.53,0.67,,,Waelbroeck et al (2005)
0123,Globigerina bulloides,planktic,,35.41,-29.42,(0-300),,,0.700,0.100,,,,,16.77,2.37,15.02,2.68,,,16.04,2.51,16.04,2.51,Globigerina bulloides,13.76,0.66,13.58,0.73,15.14,0.65,13.46,0.61,,,Waelbroeck et al (2005)
0124,Globigerina bulloides,planktic,,20.99,-17.70,(0-300),,,-0.200,0.100,,,,,15.80,2.06,15.80,2.06,,,17.30,2.73,17.30,2.73,Globigerina bulloides,18.12,0.82,17.65,0.98,19.54,0.82,17.54,0.76,,,Waelbroeck et al (2005)
0125,Globigerina bulloides,planktic,,20.99,-17.66,(0-300),,,0.110,0.100,,,,,15.78,2.06,15.78,2.06,,,17.30,2.73,17.30,2.73,Globigerina bulloides,16.66,0.81,16.20,0.97,18.07,0.81,16.18,0.75,,,Waelbroeck et al (2005)
0126,Globigerina bulloides,planktic,,12.54,-17.59,(0-300),,,-1.460,0.100,,,,,20.30,4.17,20.30,4.17,,,16.58,4.83,16.58,4.83,Globigerina bulloides,22.81,0.93,22.47,0.97,24.27,0.93,21.93,0.86,,,Waelbroeck et al (2005)
0127,Globigerina bulloides,planktic,,12.54,-17.56,(0-300),,,-0.960,0.100,,,,,20.22,4.13,20.22,4.13,,,16.58,4.83,16.58,4.83,Globigerina bulloides,20.39,0.91,20.06,0.95,21.84,0.91,19.67,0.84,,,Waelbroeck et al (2005)
0128,Globigerina bulloides,planktic,,15.43,-17.34,(0-300),,,-0.800,0.100,,,,,15.66,3.66,15.66,3.66,,,16.98,4.19,16.98,4.19,Globigerina bulloides,20.20,0.95,19.73,1.03,21.64,0.95,19.49,0.88,,,Waelbroeck et al (2005)
0129,Globigerina bulloides,planktic,,15.40,-17.28,(0-300),,,-0.440,0.100,,,,,15.70,3.70,15.70,3.70,,,16.98,4.19,16.98,4.19,Globigerina bulloides,18.49,0.94,18.02,1.02,19.92,0.94,17.90,0.87,,,Waelbroeck et al (2005)
0130,Globigerina bulloides,planktic,,15.38,-17.25,(0-300),,,-0.160,0.100,,,,,15.82,3.79,15.82,3.79,,,16.98,4.19,16.98,4.19,Globigerina bulloides,17.18,0.93,16.71,1.01,18.59,0.93,16.66,0.86,,,Waelbroeck et al (2005)
0131,Globigerina bulloides,planktic,,15.38,-17.20,(0-300),,,-0.480,0.100,,,,,15.82,3.80,15.82,3.80,,,16.98,4.19,16.98,4.19,Globigerina bulloides,18.68,0.94,18.21,1.02,20.11,0.94,18.07,0.87,,,Waelbroeck et al (2005)
0132,Globigerina bulloides,planktic,,15.35,-17.19,(0-300),,,-0.510,0.100,,,,,19.82,3.78,19.82,3.78,,,16.98,4.19,16.98,4.19,Globigerina bulloides,18.82,0.94,18.35,1.02,20.25,0.94,18.20,0.87,,,Waelbroeck et al (2005)
0133,Globigerina bulloides,planktic,,15.34,-18.18,(0-300),,,-0.770,0.100,,,,,15.34,4.05,13.49,3.76,,,16.98,4.19,16.98,4.19,Globigerina bulloides,20.06,0.95,19.58,1.03,21.50,0.95,19.36,0.88,,,Waelbroeck et al (2005)
0134,Globigerina bulloides,planktic,,15.32,-17.06,(0-300),,,-0.560,0.100,,,,,,,,,,,16.98,4.19,16.98,4.19,Globigerina bulloides,19.06,0.95,18.59,1.02,20.49,0.94,18.43,0.87,,,Waelbroeck et al (2005)
0135,Globigerina bulloides,planktic,,21.15,-18.57,(0-300),,,-0.350,0.100,,,,,16.48,2.45,14.52,2.92,,,17.30,2.73,17.30,2.73,Globigerina bulloides,18.82,0.83,18.35,0.98,20.25,0.82,18.20,0.76,,,Waelbroeck et al (2005)
0136,Globigerina bulloides,planktic,,23.13,-17.74,(0-300),,,-0.540,0.100,,,,,17.36,2.01,15.26,2.92,,,17.40,2.32,17.40,2.32,Globigerina bulloides,19.82,0.76,19.44,0.91,21.26,0.75,19.14,0.70,,,Waelbroeck et al (2005)
0137,Globigerina bulloides,planktic,,23.04,-17.41,(0-300),,,-0.400,0.100,,,,,16.97,1.96,14.92,2.81,,,17.40,2.32,17.40,2.32,Globigerina bulloides,19.15,0.75,18.78,0.90,20.58,0.75,18.51,0.69,,,Waelbroeck et al (2005)
0138,Globigerina bulloides,planktic,,22.99,-17.33,(0-300),,,-0.350,0.100,,,,,17.38,1.66,17.38,1.66,,,17.32,2.39,17.32,2.39,Globigerina bulloides,18.92,0.75,18.54,0.86,20.35,0.75,18.29,0.69,,,Waelbroeck et al (2005)
0139,Globigerina bulloides,planktic,,22.92,-17.22,(0-300),,,-0.160,0.100,,,,,17.12,1.70,17.12,1.70,,,17.32,2.39,17.32,2.39,Globigerina bulloides,18.02,0.75,17.65,0.86,19.44,0.74,17.45,0.69,,,Waelbroeck et al (2005)
0140,Globigerina bulloides,planktic,,22.91,-17.19,(0-300),,,-0.290,0.100,,,,,17.05,1.69,17.05,1.69,,,17.32,2.39,17.32,2.39,Globigerina bulloides,18.63,0.75,18.26,0.86,20.06,0.74,18.03,0.69,,,Waelbroeck et al (2005)
0141,Globigerina bulloides,planktic,,22.90,-17.16,(0-300),,,-0.210,0.100,,,,,16.98,1.72,16.98,1.72,,,17.32,2.39,17.32,2.39,Globigerina bulloides,18.26,0.75,17.88,0.86,19.68,0.74,17.67,0.69,,,Waelbroeck et al (2005)
0142,Globigerina bulloides,planktic,,22.86,-17.15,(0-300),,,-0.170,0.100,,,,,18.38,1.19,18.38,1.19,,,17.32,2.39,17.32,2.39,Globigerina bulloides,18.07,0.75,17.69,0.86,19.49,0.74,17.50,0.69,,,Waelbroeck et al (2005)
0143,Globigerina bulloides,planktic,,12.54,-17.60,(0-300),,,-1.070,0.100,,,,,20.36,4.18,20.36,4.18,,,16.58,4.83,16.58,4.83,Globigerina bulloides,20.92,0.92,20.59,0.96,22.37,0.91,20.17,0.85,,,Waelbroeck et al (2005)
0144,Globigerina bulloides,planktic,,20.99,-17.68,(0-300),,,-0.350,0.100,,,,,15.81,2.08,15.81,2.08,,,17.30,2.73,17.30,2.73,Globigerina bulloides,18.82,0.83,18.35,0.98,20.25,0.82,18.20,0.76,,,Waelbroeck et al (2005)
0145,Globigerina bulloides,planktic,,12.53,-17.62,(0-300),,,-1.240,0.100,,,,,20.35,4.20,20.35,4.20,,,16.58,4.83,16.58,4.83,Globigerina bulloides,21.74,0.92,21.40,0.96,23.20,0.92,20.93,0.85,,,Waelbroeck et al (2005)
0146,Globigerina bulloides,planktic,,14.12,-17.52,(0-300),,,-0.770,0.100,,,,,19.80,4.01,19.80,4.01,,,16.98,4.19,16.98,4.19,Globigerina bulloides,20.06,0.95,19.58,1.03,21.50,0.95,19.36,0.88,,,Waelbroeck et al (2005)
0147,Globigerina bulloides,planktic,,21.00,-17.62,(0-300),,,-0.390,0.100,,,,,18.69,1.30,18.69,1.30,,,17.30,2.73,17.30,2.73,Globigerina bulloides,19.01,0.83,18.54,0.98,20.44,0.82,18.38,0.76,,,Waelbroeck et al (2005)
0148,Globigerina bulloides,planktic,,19.37,-19.93,(0-300),,,-0.620,0.100,,,,,16.23,3.24,14.14,3.47,,,17.41,3.08,17.41,3.08,Globigerina bulloides,20.06,0.87,19.49,1.07,21.50,0.87,19.36,0.80,,,Waelbroeck et al (2005)
0149,Globigerina bulloides,planktic,,18.05,-18.07,(0-300),,,-0.780,0.100,,,,,15.09,3.48,13.29,3.37,,,17.47,3.42,17.47,3.42,Globigerina bulloides,20.78,0.96,20.15,1.16,22.22,0.95,20.03,0.88,,,Waelbroeck et al (2005)
0150,Globigerina bulloides,planktic,,18.08,-18.01,(0-300),,,-0.780,0.100,,,,,15.04,3.44,13.26,3.33,,,17.47,3.42,17.47,3.42,Globigerina bulloides,20.78,0.96,20.15,1.16,22.22,0.95,20.03,0.88,,,Waelbroeck et al (2005)
0151,Globigerina bulloides,planktic,,18.88,-16.74,(0-300),,,-0.160,0.100,,,,,18.81,3.32,18.81,3.32,,,17.47,3.42,17.47,3.42,Globigerina bulloides,17.83,0.94,17.22,1.14,19.25,0.93,17.28,0.87,,,Waelbroeck et al (2005)
0152,Globigerina bulloides,planktic,,18.84,-18.77,(0-300),,,0.150,0.100,,,,,15.20,3.32,13.38,3.29,,,17.47,3.42,17.47,3.42,Globigerina bulloides,16.38,0.93,15.78,1.13,17.79,0.93,15.92,0.86,,,Waelbroeck et al (2005)
0153,Globigerina bulloides,planktic,,18.73,-16.96,(0-300),,,0.140,0.100,,,,,15.00,3.25,13.37,3.14,,,17.47,3.42,17.47,3.42,Globigerina bulloides,16.43,0.93,15.83,1.13,17.84,0.93,15.96,0.86,,,Waelbroeck et al (2005)
0154,Globigerina bulloides,planktic,,18.75,-16.83,(0-300),,,-0.130,0.100,,,,,17.03,3.18,17.03,3.18,,,17.47,3.42,17.47,3.42,Globigerina bulloides,17.69,0.94,17.08,1.14,19.11,0.93,17.15,0.87,,,Waelbroeck et al (2005)
0155,Globigerina bulloides,planktic,,18.75,-16.83,(0-300),,,-0.090,0.100,,,,,17.03,3.18,17.03,3.18,,,17.47,3.42,17.47,3.42,Globigerina bulloides,17.51,0.93,16.90,1.14,18.92,0.93,16.97,0.87,,,Waelbroeck et al (2005)
0156,Globigerina bulloides,planktic,,18.77,-16.89,(0-300),,,-0.200,0.100,,,,,14.91,3.11,13.31,3.03,,,17.47,3.42,17.47,3.42,Globigerina bulloides,18.02,0.94,17.41,1.14,19.44,0.94,17.45,0.87,,,Waelbroeck et al (2005)
0157,Globigerina bulloides,planktic,,14.15,-17.87,(0-300),,,-1.090,0.100,,,,,15.43,3.92,13.54,3.71,,,16.98,4.19,16.98,4.19,Globigerina bulloides,21.59,0.96,21.11,1.04,23.05,0.96,20.80,0.89,,,Waelbroeck et al (2005)
0158,Globigerina bulloides,planktic,,14.14,-17.65,(0-300),,,-0.120,0.100,,,,,15.46,3.84,13.55,3.66,,,16.98,4.19,16.98,4.19,Globigerina bulloides,16.99,0.93,16.53,1.01,18.40,0.93,16.49,0.86,,,Waelbroeck et al (2005)
0159,Globigerina bulloides,planktic,,14.11,-17.60,(0-300),,,-0.470,0.100,,,,,19.65,3.89,19.65,3.89,,,16.98,4.19,16.98,4.19,Globigerina bulloides,18.64,0.94,18.16,1.02,20.06,0.94,18.03,0.87,,,Waelbroeck et al (2005)
0160,Globigerina bulloides,planktic,,14.11,-17.55,(0-300),,,-0.630,0.100,,,,,19.76,4.02,19.76,4.02,,,16.98,4.19,16.98,4.19,Globigerina bulloides,19.39,0.95,18.92,1.03,20.83,0.95,18.74,0.88,,,Waelbroeck et al (2005)
0161,Globigerina bulloides,planktic,,14.12,-17.54,(0-300),,,-1.230,0.100,,,,,19.81,4.02,19.81,4.02,,,16.98,4.19,16.98,4.19,Globigerina bulloides,22.27,0.97,21.79,1.05,23.73,0.96,21.43,0.89,,,Waelbroeck et al (2005)
0162,Globigerina bulloides,planktic,,14.12,-17.53,(0-300),,,-0.990,0.100,,,,,19.80,4.01,19.80,4.01,,,16.98,4.19,16.98,4.19,Globigerina bulloides,21.11,0.96,20.63,1.04,22.56,0.96,20.35,0.89,,,Waelbroeck et al (2005)
0163,Globigerina bulloides,planktic,,14.12,-17.52,(0-300),,,-0.760,0.100,,,,,19.80,4.01,19.80,4.01,,,16.98,4.19,16.98,4.19,Globigerina bulloides,20.01,0.95,19.54,1.03,21.45,0.95,19.32,0.88,,,Waelbroeck et al (2005)
0164,Globigerina bulloides,planktic,,14.13,-17.45,(0-300),,,-1.910,0.100,,,,,19.78,3.99,19.78,3.99,,,16.98,4.19,16.98,4.19,Globigerina bulloides,25.61,0.99,25.11,1.07,27.10,0.99,24.54,0.91,,,Waelbroeck et al (2005)
0165,Globigerina bulloides,planktic,,38.57,-25.03,(0-300),,,0.640,0.100,,,,,15.23,2.10,13.99,2.13,,,14.19,2.72,14.19,2.72,Globigerina bulloides,13.49,0.66,13.40,0.66,14.86,0.65,13.20,0.60,,,Waelbroeck et al (2005)
0166,Globigerina bulloides,planktic,,38.91,-25.02,(0-300),,,0.740,0.100,,,,,15.09,1.98,13.92,2.02,,,14.19,2.72,14.19,2.72,Globigerina bulloides,13.03,0.66,12.94,0.66,14.40,0.65,12.78,0.60,,,Waelbroeck et al (2005)
0167,Globigerina bulloides,planktic,,40.41,-25.75,(0-300),,,0.850,0.100,,,,,14.80,1.97,13.69,1.93,,,13.30,2.39,13.30,2.39,Globigerina bulloides,12.44,0.65,12.35,0.65,13.81,0.65,12.22,0.60,,,Waelbroeck et al (2005)
0168,Globigerina bulloides,planktic,,1.60,96.66,(0-300),,,-2.830,0.100,,,,,19.54,7.28,15.88,7.08,,,19.66,6.23,19.66,6.23,Globigerina bulloides,28.21,0.73,28.16,0.73,29.73,0.72,26.98,0.67,,,Mohtadi et al. (2011)
0169,Globigerina bulloides,planktic,,1.76,96.77,(0-300),,,-3.120,0.100,,,,,19.31,7.19,15.68,6.94,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.69,0.74,29.64,0.74,31.22,0.73,28.35,0.67,,,Mohtadi et al. (2011)
0170,Globigerina bulloides,planktic,,1.99,97.79,(0-300),,,-3.350,0.100,,,,,29.36,0.99,29.36,0.99,,,19.66,6.23,19.66,6.23,Globigerina bulloides,30.86,0.74,30.81,0.74,32.41,0.73,29.45,0.68,,,Mohtadi et al. (2011)
0171,Globigerina bulloides,planktic,,2.05,97.80,(0-300),,,-3.170,0.100,,,,,29.36,1.07,29.36,1.07,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.94,0.74,29.89,0.74,31.48,0.73,28.59,0.67,,,Mohtadi et al. (2011)
0172,Globigerina bulloides,planktic,,2.49,97.12,(0-300),,,-3.170,0.100,,,,,20.60,7.08,20.60,7.08,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.94,0.74,29.89,0.74,31.48,0.73,28.59,0.67,,,Mohtadi et al. (2011)
0173,Globigerina bulloides,planktic,,2.56,96.76,(0-300),,,-3.050,0.100,,,,,24.98,5.25,24.98,5.25,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.33,0.74,29.28,0.74,30.86,0.73,28.02,0.67,,,Mohtadi et al. (2011)
0174,Globigerina bulloides,planktic,,2.56,96.76,(0-300),,,-3.090,0.100,,,,,25.00,5.24,25.00,5.24,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.53,0.74,29.48,0.74,31.07,0.73,28.21,0.67,,,Mohtadi et al. (2011)
0175,Globigerina bulloides,planktic,,2.78,96.42,(0-300),,,-3.240,0.100,,,,,28.31,2.17,28.31,2.17,,,19.66,6.23,19.66,6.23,Globigerina bulloides,30.30,0.74,30.25,0.74,31.84,0.73,28.92,0.67,,,Mohtadi et al. (2011)
0176,Globigerina bulloides,planktic,,2.82,96.61,(0-300),,,-3.150,0.100,,,,,28.24,2.35,28.24,2.35,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.84,0.74,29.79,0.74,31.38,0.73,28.49,0.67,,,Mohtadi et al. (2011)
0177,Globigerina bulloides,planktic,,2.83,96.39,(0-300),,,-3.030,0.100,,,,,28.22,2.26,28.22,2.26,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.23,0.74,29.18,0.73,30.76,0.73,27.92,0.67,,,Mohtadi et al. (2011)
0178,Globigerina bulloides,planktic,,2.99,96.22,(0-300),,,-3.210,0.100,,,,,19.15,7.18,16.58,7.06,,,19.66,6.23,19.66,6.23,Globigerina bulloides,30.15,0.74,30.10,0.74,31.69,0.73,28.78,0.67,,,Mohtadi et al. (2011)
0179,Globigerina bulloides,planktic,,3.01,96.25,(0-300),,,-2.330,0.100,,,,,19.05,7.17,16.48,7.02,,,19.66,6.23,19.66,6.23,Globigerina bulloides,25.71,0.72,25.66,0.72,27.21,0.71,24.64,0.65,,,Mohtadi et al. (2011)
0180,Globigerina bulloides,planktic,,3.20,96.78,(0-300),,,-3.130,0.100,,,,,19.56,7.33,19.56,7.33,,,19.66,6.23,19.66,6.23,Globigerina bulloides,29.74,0.74,29.69,0.74,31.27,0.73,28.40,0.67,,,Mohtadi et al. (2011)
0181,Globigerina bulloides,planktic,,3.27,96.15,(0-300),,,-3.160,0.100,,,,,19.47,7.31,15.80,7.08,,,19.56,5.90,19.56,5.90,Globigerina bulloides,29.99,0.74,29.89,0.74,31.53,0.73,28.63,0.67,,,Mohtadi et al. (2011)
