Sample,Species,Site,Lat,Lon,Depth,Twoa23,SD_Twoa23,Discordant
0043,Globigerina bulloides,,67.75,11.18,(0-300),7.81,1.34,
0044,Globigerina bulloides,,67.69,11.03,(0-300),7.78,1.29,
0045,Globigerina bulloides,,47.62,-20.92,(0-300),12.73,1.16,
0046,Globigerina bulloides,,44.00,-20.02,(0-300),13.45,1.34,
0047,Globigerina bulloides,,45.00,-24.66,(0-300),13.74,1.33,
0048,Globigerina bulloides,,45.35,-27.15,(0-300),13.76,1.32,
0049,Globigerina bulloides,,46.21,-23.72,(0-300),13.18,1.15,
0050,Globigerina bulloides,,46.29,-23.60,(0-300),13.14,1.09,discordant
0051,Globigerina bulloides,,45.99,-23.85,(0-300),13.30,1.17,
0052,Globigerina bulloides,,47.17,-21.39,(0-300),12.89,1.19,
0053,Globigerina bulloides,,47.67,-20.81,(0-300),12.69,1.12,
0054,Globigerina bulloides,,53.06,-20.80,(0-300),10.68,1.06,
0055,Globigerina bulloides,,58.50,-20.49,(0-300),9.33,0.75,discordant
0056,Globigerina bulloides,,31.31,-30.48,(0-300),18.73,1.99,discordant
0057,Globigerina bulloides,,33.75,-32.16,(0-300),18.13,2.08,discordant
0058,Globigerina bulloides,,33.85,-30.09,(0-300),17.76,2.09,discordant
0059,Globigerina bulloides,,68.23,12.47,(0-300),7.58,1.46,
0060,Globigerina bulloides,,22.48,-17.15,(0-300),18.78,0.97,
0061,Globigerina bulloides,,68.19,12.30,(0-300),7.45,1.36,
0062,Globigerina bulloides,,36.50,24.33,(0-300),16.61,2.28,
0063,Globigerina bulloides,,-17.16,11.01,(0-300),13.58,2.46,
0064,Globigerina bulloides,,-6.58,10.32,(0-300),16.13,3.83,
0065,Globigerina bulloides,,-56.00,-115.00,(0-300),5.18,0.71,discordant
0066,Globigerina bulloides,,36.69,12.28,(0-300),17.05,2.69,
0067,Globigerina bulloides,,43.50,-29.87,(0-300),14.83,1.63,
0068,Globigerina bulloides,,45.75,-3.95,(0-300),12.55,1.53,discordant
0069,Globigerina bulloides,,52.71,-36.09,(0-300),6.42,1.49,
0070,Globigerina bulloides,,54.64,-16.36,(0-300),10.84,0.89,
0071,Globigerina bulloides,,41.76,-47.35,(0-300),13.17,2.30,
0072,Globigerina bulloides,,52.50,-22.07,(0-300),10.55,0.98,
0073,Globigerina bulloides,,50.69,-21.87,(0-300),11.19,0.86,
0074,Globigerina bulloides,,58.00,-16.51,(0-300),9.76,0.73,
0075,Globigerina bulloides,,33.01,-119.06,(0-300),10.11,2.38,
0076,Globigerina bulloides,,31.87,-118.12,(0-300),10.52,2.73,
0077,Globigerina bulloides,,31.47,-118.42,(0-300),10.70,2.90,
0078,Globigerina bulloides,,32.80,-119.86,(0-300),10.20,2.47,
0079,Globigerina bulloides,,-45.52,174.95,(0-300),8.62,1.64,discordant
0080,Globigerina bulloides,,70.00,3.99,(0-300),5.97,1.00,
0081,Globigerina bulloides,,22.50,-17.22,(0-300),18.99,1.04,
0082,Globigerina bulloides,,22.71,-17.16,(0-300),18.31,1.19,
0083,Globigerina bulloides,,22.71,-17.13,(0-300),18.29,1.18,
0084,Globigerina bulloides,,29.02,-11.90,(0-300),18.47,1.27,
0085,Globigerina bulloides,,29.04,-11.92,(0-300),18.46,1.28,
0086,Globigerina bulloides,,29.06,-11.95,(0-300),18.50,1.29,
0087,Globigerina bulloides,,29.08,-11.98,(0-300),18.53,1.26,
0088,Globigerina bulloides,,29.17,-12.09,(0-300),16.77,1.92,
0089,Globigerina bulloides,,29.22,-12.84,(0-300),17.01,1.97,
0090,Globigerina bulloides,,19.62,-17.25,(0-300),14.80,2.96,
0097,Globigerina bulloides,,21.00,-17.58,(0-300),18.65,1.37,
0098,Globigerina bulloides,,21.02,-17.88,(0-300),15.72,2.22,
0099,Globigerina bulloides,,20.99,-18.03,(0-300),15.77,2.26,
0100,Globigerina bulloides,,20.98,-17.88,(0-300),15.64,2.21,
0101,Globigerina bulloides,,28.91,-11.70,(0-300),18.61,1.35,
0102,Globigerina bulloides,,21.00,-17.73,(0-300),15.82,2.00,
0103,Globigerina bulloides,,28.26,-13.40,(0-300),16.90,1.88,
0104,Globigerina bulloides,,32.21,-10.45,(0-300),16.58,1.93,
0105,Globigerina bulloides,,34.89,-7.82,(0-300),16.06,2.23,
0106,Globigerina bulloides,,34.93,-6.93,(0-300),16.00,2.11,
0107,Globigerina bulloides,,34.92,-6.85,(0-300),17.46,1.81,
0108,Globigerina bulloides,,34.89,-6.70,(0-300),17.45,1.72,
0109,Globigerina bulloides,,34.89,-6.67,(0-300),17.47,1.72,
0110,Globigerina bulloides,,34.87,-6.63,(0-300),18.10,1.79,
0112,Globigerina bulloides,,32.37,-9.65,(0-300),19.58,1.56,
0113,Globigerina bulloides,,32.38,-9.77,(0-300),18.34,1.51,
0114,Globigerina bulloides,,32.38,-9.78,(0-300),18.36,1.51,
0115,Globigerina bulloides,,32.39,-9.80,(0-300),18.39,1.50,
0116,Globigerina bulloides,,32.40,-9.81,(0-300),18.43,1.51,
0117,Globigerina bulloides,,32.40,-9.82,(0-300),18.45,1.51,
0118,Globigerina bulloides,,32.41,-9.85,(0-300),18.48,1.50,
0119,Globigerina bulloides,,32.43,-9.87,(0-300),18.53,1.55,
0120,Globigerina bulloides,,32.45,-9.96,(0-300),16.40,1.97,
0121,Globigerina bulloides,,32.49,-10.11,(0-300),16.58,2.05,
0122,Globigerina bulloides,,27.20,-14.66,(0-300),17.20,2.03,
0123,Globigerina bulloides,,35.41,-29.42,(0-300),16.77,2.37,
0124,Globigerina bulloides,,20.99,-17.70,(0-300),15.80,2.06,
0125,Globigerina bulloides,,20.99,-17.66,(0-300),15.78,2.06,
0126,Globigerina bulloides,,12.54,-17.59,(0-300),20.30,4.17,
0127,Globigerina bulloides,,12.54,-17.56,(0-300),20.22,4.13,
0128,Globigerina bulloides,,15.43,-17.34,(0-300),15.66,3.66,
0129,Globigerina bulloides,,15.40,-17.28,(0-300),15.70,3.70,
0130,Globigerina bulloides,,15.38,-17.25,(0-300),15.82,3.79,
0131,Globigerina bulloides,,15.38,-17.20,(0-300),15.82,3.80,
0132,Globigerina bulloides,,15.35,-17.19,(0-300),19.82,3.78,
0133,Globigerina bulloides,,15.34,-18.18,(0-300),15.34,4.05,
0135,Globigerina bulloides,,21.15,-18.57,(0-300),16.48,2.45,
0136,Globigerina bulloides,,23.13,-17.74,(0-300),17.36,2.01,
0137,Globigerina bulloides,,23.04,-17.41,(0-300),16.97,1.96,
0138,Globigerina bulloides,,22.99,-17.33,(0-300),17.38,1.66,
0139,Globigerina bulloides,,22.92,-17.22,(0-300),17.12,1.70,
0140,Globigerina bulloides,,22.91,-17.19,(0-300),17.05,1.69,
0141,Globigerina bulloides,,22.90,-17.16,(0-300),16.98,1.72,
0142,Globigerina bulloides,,22.86,-17.15,(0-300),18.38,1.19,
0143,Globigerina bulloides,,12.54,-17.60,(0-300),20.36,4.18,
0144,Globigerina bulloides,,20.99,-17.68,(0-300),15.81,2.08,
0145,Globigerina bulloides,,12.53,-17.62,(0-300),20.35,4.20,
0146,Globigerina bulloides,,14.12,-17.52,(0-300),19.80,4.01,
0147,Globigerina bulloides,,21.00,-17.62,(0-300),18.69,1.30,
0148,Globigerina bulloides,,19.37,-19.93,(0-300),16.23,3.24,
0149,Globigerina bulloides,,18.05,-18.07,(0-300),15.09,3.48,
0150,Globigerina bulloides,,18.08,-18.01,(0-300),15.04,3.44,
0151,Globigerina bulloides,,18.88,-16.74,(0-300),18.81,3.32,
0152,Globigerina bulloides,,18.84,-18.77,(0-300),15.20,3.32,
0153,Globigerina bulloides,,18.73,-16.96,(0-300),15.00,3.25,
0154,Globigerina bulloides,,18.75,-16.83,(0-300),17.03,3.18,
0155,Globigerina bulloides,,18.75,-16.83,(0-300),17.03,3.18,
0156,Globigerina bulloides,,18.77,-16.89,(0-300),14.91,3.11,
0157,Globigerina bulloides,,14.15,-17.87,(0-300),15.43,3.92,
0158,Globigerina bulloides,,14.14,-17.65,(0-300),15.46,3.84,
0159,Globigerina bulloides,,14.11,-17.60,(0-300),19.65,3.89,
0160,Globigerina bulloides,,14.11,-17.55,(0-300),19.76,4.02,
0161,Globigerina bulloides,,14.12,-17.54,(0-300),19.81,4.02,
0162,Globigerina bulloides,,14.12,-17.53,(0-300),19.80,4.01,
0163,Globigerina bulloides,,14.12,-17.52,(0-300),19.80,4.01,
0164,Globigerina bulloides,,14.13,-17.45,(0-300),19.78,3.99,
0165,Globigerina bulloides,,38.57,-25.03,(0-300),15.23,2.10,
0166,Globigerina bulloides,,38.91,-25.02,(0-300),15.09,1.98,
0167,Globigerina bulloides,,40.41,-25.75,(0-300),14.80,1.97,
0168,Globigerina bulloides,,1.60,96.66,(0-300),19.54,7.28,
0169,Globigerina bulloides,,1.76,96.77,(0-300),19.31,7.19,
0170,Globigerina bulloides,,1.99,97.79,(0-300),29.36,0.99,
0171,Globigerina bulloides,,2.05,97.80,(0-300),29.36,1.07,
0172,Globigerina bulloides,,2.49,97.12,(0-300),20.60,7.08,
0173,Globigerina bulloides,,2.56,96.76,(0-300),24.98,5.25,
0174,Globigerina bulloides,,2.56,96.76,(0-300),25.00,5.24,
0175,Globigerina bulloides,,2.78,96.42,(0-300),28.31,2.17,
0176,Globigerina bulloides,,2.82,96.61,(0-300),28.24,2.35,
0177,Globigerina bulloides,,2.83,96.39,(0-300),28.22,2.26,
0178,Globigerina bulloides,,2.99,96.22,(0-300),19.15,7.18,
0179,Globigerina bulloides,,3.01,96.25,(0-300),19.05,7.17,
0180,Globigerina bulloides,,3.20,96.78,(0-300),19.56,7.33,
0181,Globigerina bulloides,,3.27,96.15,(0-300),19.47,7.31,
0182,Globigerina bulloides,,3.52,96.31,(0-300),28.81,1.58,
0183,Globigerina bulloides,,3.87,96.01,(0-300),29.29,0.51,
0184,Globigerina bulloides,,1.45,98.05,(0-300),29.20,0.92,
0185,Globigerina bulloides,,44.00,-20.02,(0-300),13.44,1.34,
0187,Globigerina bulloides,,0.95,98.13,(0-300),29.29,1.10,
0188,Globigerina bulloides,,-1.62,100.00,(0-300),19.87,7.43,
0189,Globigerina bulloides,,-1.56,99.95,(0-300),19.82,7.42,
0190,Globigerina bulloides,,-1.50,100.13,(0-300),28.83,1.83,
0191,Globigerina bulloides,,-1.46,100.23,(0-300),28.70,2.33,
0192,Globigerina bulloides,,-1.30,99.72,(0-300),19.81,7.42,
0193,Globigerina bulloides,,-1.18,97.98,(0-300),19.59,7.15,
0194,Globigerina bulloides,,-0.95,98.26,(0-300),19.36,7.08,
0195,Globigerina bulloides,,-0.94,99.52,(0-300),19.67,7.37,
0196,Globigerina bulloides,,-0.87,99.80,(0-300),25.41,5.29,
0197,Globigerina bulloides,,-0.81,99.65,(0-300),24.70,5.62,
0199,Globigerina bulloides,,-0.77,99.27,(0-300),19.84,7.37,
0200,Globigerina bulloides,,-0.70,99.76,(0-300),25.05,5.45,
0202,Globigerina bulloides,,-0.67,99.12,(0-300),29.02,1.37,
0203,Globigerina bulloides,,-0.50,98.85,(0-300),29.31,1.02,
0204,Globigerina bulloides,,0.34,98.13,(0-300),29.37,0.99,
0206,Globigerina bulloides,,-1.67,99.68,(0-300),19.49,7.39,
0207,Globigerina bulloides,,45.00,-24.66,(0-300),13.74,1.33,
0208,Globigerina bulloides,,40.33,13.21,(0-300),15.24,2.35,
0209,Globigerina bulloides,,38.49,14.30,(0-300),15.56,2.59,
0210,Globigerina bulloides,,39.41,13.34,(0-300),15.89,2.86,
0211,Globigerina bulloides,,40.35,11.43,(0-300),14.73,1.91,
0212,Globigerina bulloides,,42.04,4.15,(0-300),13.71,1.53,
0213,Globigerina bulloides,,34.91,-7.58,(0-300),16.03,2.20,
0215,Globigerina bulloides,,-4.16,101.64,(0-300),19.97,7.45,
0216,Globigerina bulloides,,53.40,-27.48,(0-300),8.39,1.51,
0217,Globigerina bulloides,,62.09,-17.82,(0-300),8.62,0.74,
0218,Globigerina bulloides,,-45.53,174.93,(0-300),8.61,1.65,discordant
0219,Globigerina bulloides,,-43.52,79.87,(0-300),11.15,1.01,discordant
0220,Globigerina bulloides,,57.93,-29.13,(0-300),8.23,1.02,
0221,Globigerina bulloides,,57.03,-10.06,(0-300),10.36,0.86,
0222,Globigerina bulloides,,56.36,-27.81,(0-300),8.24,1.21,
0223,Globigerina bulloides,,55.50,-14.50,(0-300),10.46,0.78,
0224,Globigerina bulloides,,52.70,-35.94,(0-300),6.45,1.49,
0225,Globigerina bulloides,,41.76,-47.35,(0-300),13.17,2.30,
0226,Globigerina bulloides,,40.58,-10.33,(0-300),13.71,1.65,
0227,Globigerina bulloides,,40.50,-32.00,(0-300),16.04,1.71,
0228,Globigerina bulloides,,-35.97,80.93,(0-300),13.28,1.59,
0229,Globigerina bulloides,,-37.32,78.48,(0-300),13.12,1.27,
0230,Globigerina bulloides,,-38.51,-54.20,(0-300),8.93,2.55,
0231,Globigerina bulloides,,-41.54,-57.06,(0-300),5.49,2.11,
0232,Globigerina bulloides,,-43.50,79.84,(0-300),11.16,0.98,
0233,Globigerina bulloides,,50.15,-27.03,(0-300),11.09,1.07,
0234,Globigerina bulloides,,-43.67,-59.33,(0-300),5.49,1.87,discordant
0235,Globigerina bulloides,,46.88,-25.35,(0-300),12.83,1.07,
0236,Globigerina bulloides,,42.25,-25.67,(0-300),14.39,1.74,
0237,Globigerina bulloides,,42.87,-25.26,(0-300),14.20,1.65,
0238,Globigerina bulloides,,44.14,-24.92,(0-300),14.12,1.46,
0239,Globigerina bulloides,,45.40,-25.43,(0-300),13.62,1.22,
0240,Globigerina bulloides,,48.39,-25.13,(0-300),12.26,1.04,
0241,Globigerina bulloides,,50.54,-26.55,(0-300),10.96,1.26,
0242,Globigerina bulloides,,51.41,-25.76,(0-300),10.43,1.24,
0243,Globigerina bulloides,,53.59,-27.12,(0-300),8.62,1.52,
0244,Globigerina bulloides,,55.01,-28.27,(0-300),8.00,1.58,
0245,Globigerina bulloides,,56.44,-27.80,(0-300),8.28,1.21,
0246,Globigerina bulloides,,57.90,-25.96,(0-300),8.48,0.90,
0247,Globigerina bulloides,,59.71,-27.36,(0-300),8.17,0.86,
0248,Globigerina bulloides,,30.48,-36.95,(0-300),19.35,2.10,
0249,Globigerina bulloides,,31.43,-36.25,(0-300),19.12,2.10,discordant
0250,Globigerina bulloides,,32.77,-34.70,(0-300),18.59,1.97,discordant
0251,Globigerina bulloides,,35.57,-32.55,(0-300),17.07,2.29,
0252,Globigerina bulloides,,37.12,-30.03,(0-300),16.30,2.22,
0253,Globigerina bulloides,,40.80,-27.45,(0-300),14.92,1.90,
0254,Globigerina bulloides,,43.92,-24.97,(0-300),14.08,1.46,
0255,Globigerina bulloides,,-3.83,101.23,(0-300),20.04,7.37,
0256,Globigerina bulloides,,-44.15,-14.23,(0-300),6.94,1.40,
0257,Globigerina bulloides,,-45.58,86.53,(0-300),9.64,0.78,discordant
0258,Globigerina bulloides,,-9.65,118.15,(0-300),18.19,6.31,
0259,Globigerina bulloides,,-9.54,118.30,(0-300),17.81,6.27,
0260,Globigerina bulloides,,-9.22,118.89,(0-300),18.37,6.32,
0261,Globigerina bulloides,,-9.73,113.02,(0-300),17.41,6.40,
0262,Globigerina bulloides,,-8.78,110.50,(0-300),16.79,6.26,
0263,Globigerina bulloides,,-8.78,110.50,(0-300),16.79,6.26,
0264,Globigerina bulloides,,-8.68,112.87,(0-300),16.99,6.69,
0265,Globigerina bulloides,,-8.68,112.64,(0-300),17.02,6.58,
0266,Globigerina bulloides,,-7.11,104.64,(0-300),18.01,6.83,
0267,Globigerina bulloides,,-6.48,102.86,(0-300),18.20,7.00,
0268,Globigerina bulloides,,-6.27,103.01,(0-300),18.14,7.01,
0269,Globigerina bulloides,,-5.94,103.25,(0-300),18.52,7.09,
0270,Globigerina bulloides,,-5.87,103.29,(0-300),18.56,7.06,
0271,Globigerina bulloides,,-5.48,103.01,(0-300),18.74,7.17,
0273,Globigerina bulloides,,-4.70,101.96,(0-300),19.65,7.29,
0274,Globigerina bulloides,,-4.16,101.50,(0-300),27.59,3.03,
0275,Globigerina bulloides,,-9.60,120.92,(0-300),18.15,6.29,
0276,Globigerina bulloides,,-44.68,80.39,(0-300),9.61,1.03,discordant
0277,Globigerina bulloides,,-9.60,121.15,(0-300),18.17,6.30,
0278,Globigerina bulloides,,42.00,-32.67,(0-300),15.62,1.56,
0279,Globigerina bulloides,,-46.03,96.48,(0-300),7.18,0.99,
0280,Globigerina bulloides,,-46.37,7.04,(0-300),4.88,0.95,
0281,Globigerina bulloides,,-46.47,88.02,(0-300),8.69,0.66,discordant
0282,Globigerina bulloides,,-48.39,-56.93,(0-300),4.99,1.37,discordant
0283,Globigerina bulloides,,-48.88,115.67,(0-300),6.82,0.64,
0284,Globigerina bulloides,,-48.89,65.96,(0-300),3.14,1.16,
0285,Globigerina bulloides,,-48.96,65.93,(0-300),3.06,1.06,discordant
0286,Globigerina bulloides,,-53.22,-50.10,(0-300),4.37,0.71,
0287,Globigerina bulloides,,-54.25,-40.48,(0-300),1.86,0.80,discordant
0288,Globigerina bulloides,,47.45,-8.53,(0-300),12.22,1.17,
0289,Globigerina bulloides,,55.06,-20.44,(0-300),10.33,0.88,
0290,Globigerina bulloides,,54.38,-16.21,(0-300),10.88,0.91,
0291,Globigerina bulloides,,55.60,-14.48,(0-300),10.43,0.84,
0292,Globigerina bulloides,,58.08,-10.72,(0-300),10.15,0.76,
0293,Globigerina bulloides,,53.02,-33.31,(0-300),6.87,1.62,
0294,Globigerina bulloides,,52.28,-35.25,(0-300),6.78,1.58,
0295,Globigerina bulloides,,43.83,-30.58,(0-300),14.71,1.45,
0296,Globigerina bulloides,,40.57,-30.95,(0-300),15.73,1.80,
0297,Globigerina bulloides,,33.47,-12.76,(0-300),16.98,2.13,
0298,Globigerina bulloides,,25.40,-16.25,(0-300),17.85,1.99,
0299,Globigerina bulloides,,66.90,8.04,(0-300),7.69,1.05,
0300,Globigerina bulloides,,-45.77,-57.94,(0-300),5.69,2.48,
0301,Globigerina bulloides,,-45.77,-57.94,(0-300),5.69,2.48,
0302,Globigerina bulloides,,-45.77,-57.94,(0-300),5.69,2.48,
0303,Globigerina bulloides,,-45.77,-57.94,(0-300),5.69,2.48,discordant
0304,Globigerina bulloides,,-50.00,0.06,(0-300),2.75,0.80,discordant
0305,Globigerina bulloides,,-50.00,0.06,(0-300),2.75,0.80,discordant
0306,Globigerina bulloides,,-50.00,0.06,(0-300),2.75,0.80,discordant
0307,Globigerina bulloides,,-50.00,0.06,(0-300),2.75,0.80,discordant
0308,Globigerina bulloides,,-47.40,0.29,(0-300),4.60,0.89,
0309,Globigerina bulloides,,-47.40,0.29,(0-300),4.60,0.89,
0310,Globigerina bulloides,,-47.40,0.29,(0-300),4.60,0.89,
0311,Globigerina bulloides,,-47.40,0.29,(0-300),4.60,0.89,discordant
0312,Globigerina bulloides,,-46.77,0.63,(0-300),4.91,1.14,
0313,Globigerina bulloides,,-46.77,0.63,(0-300),4.91,1.14,
0314,Globigerina bulloides,,-46.77,0.63,(0-300),4.91,1.14,
0315,Globigerina bulloides,,-45.50,1.25,(0-300),6.00,1.12,discordant
0316,Globigerina bulloides,,-45.50,1.25,(0-300),6.00,1.12,
0317,Globigerina bulloides,,-45.77,-57.94,(0-300),5.69,2.48,
0318,Globigerina bulloides,,-45.50,1.25,(0-300),6.00,1.12,discordant
0319,Globigerina bulloides,,-57.15,-53.99,(0-300),1.92,0.94,
0320,Globigerina bulloides,,-56.03,-56.94,(0-300),4.24,0.70,
0321,Globigerina bulloides,,-53.74,-58.90,(0-300),5.45,0.97,discordant
0322,Globigerina bulloides,,-53.76,-58.89,(0-300),5.40,0.96,
0323,Globigerina bulloides,,-53.76,-58.89,(0-300),5.40,0.96,
0324,Globigerina bulloides,,-53.76,-58.89,(0-300),5.40,0.96,
0325,Globigerina bulloides,,-53.76,-58.89,(0-300),5.40,0.96,discordant
0326,Globigerina bulloides,,-55.16,-58.09,(0-300),5.17,0.75,
0327,Globigerina bulloides,,-55.16,-58.09,(0-300),5.17,0.75,
0328,Globigerina bulloides,,-55.16,-58.09,(0-300),5.17,0.75,
0329,Globigerina bulloides,,-55.16,-58.09,(0-300),5.17,0.75,discordant
0330,Globigerina bulloides,,-55.16,-58.09,(0-300),5.17,0.75,discordant
0331,Globigerina bulloides,,-55.26,-57.98,(0-300),5.10,0.78,
0332,Globigerina bulloides,,-55.26,-57.98,(0-300),5.10,0.78,discordant
0333,Globigerina bulloides,,-55.26,-57.98,(0-300),5.10,0.78,discordant
0334,Globigerina bulloides,,-55.26,-57.98,(0-300),5.10,0.78,discordant
0335,Globigerina bulloides,,-55.62,-57.63,(0-300),4.70,0.63,discordant
0336,Globigerina bulloides,,-55.62,-57.63,(0-300),4.70,0.63,discordant
0337,Globigerina bulloides,,-55.62,-57.63,(0-300),4.70,0.63,discordant
0338,Globigerina bulloides,,-56.03,-56.94,(0-300),4.24,0.70,
0339,Globigerina bulloides,,-53.74,-58.90,(0-300),5.45,0.97,
0340,Globigerina bulloides,,-45.50,1.25,(0-300),6.00,1.12,discordant
0341,Globigerina bulloides,,-44.90,1.54,(0-300),7.39,1.18,
0342,Globigerina bulloides,,-41.85,0.09,(0-300),9.73,1.15,discordant
0343,Globigerina bulloides,,-41.85,0.09,(0-300),9.73,1.15,discordant
0344,Globigerina bulloides,,-41.85,0.09,(0-300),9.73,1.15,discordant
0345,Globigerina bulloides,,-41.85,0.09,(0-300),9.73,1.15,discordant
0346,Globigerina bulloides,,-48.69,-2.85,(0-300),3.72,1.18,discordant
0347,Globigerina bulloides,,-48.69,-2.85,(0-300),3.72,1.18,discordant
0348,Globigerina bulloides,,-48.69,-2.85,(0-300),3.72,1.18,discordant
0349,Globigerina bulloides,,-48.69,-2.85,(0-300),3.72,1.18,discordant
0350,Globigerina bulloides,,-48.69,-2.85,(0-300),3.72,1.18,discordant
0351,Globigerina bulloides,,-50.74,-3.21,(0-300),1.85,0.60,discordant
0352,Globigerina bulloides,,-50.74,-3.21,(0-300),1.85,0.60,discordant
0353,Globigerina bulloides,,-51.33,-3.32,(0-300),1.50,0.54,
0354,Globigerina bulloides,,-51.33,-3.32,(0-300),1.50,0.54,
0355,Globigerina bulloides,,-51.33,-3.32,(0-300),1.50,0.54,
0356,Globigerina bulloides,,-49.13,6.71,(0-300),2.95,0.77,discordant
0357,Globigerina bulloides,,-49.13,6.71,(0-300),2.95,0.77,discordant
0358,Globigerina bulloides,,-49.13,6.71,(0-300),2.95,0.77,discordant
0359,Globigerina bulloides,,-41.85,0.09,(0-300),9.73,1.15,discordant
0360,Globigerina bulloides,,-44.90,1.54,(0-300),7.39,1.18,
0361,Globigerina bulloides,,-20.12,8.97,(0-300),14.08,3.31,
0362,Globigerina bulloides,,-20.12,8.97,(0-300),14.08,3.31,
0363,Globigerina bulloides,,-44.90,1.54,(0-300),7.39,1.18,
0364,Globigerina bulloides,,-44.25,1.84,(0-300),8.61,0.97,discordant
0365,Globigerina bulloides,,-44.25,1.84,(0-300),8.61,0.97,discordant
0366,Globigerina bulloides,,-44.25,1.84,(0-300),8.61,0.97,discordant
0367,Globigerina bulloides,,-44.25,1.84,(0-300),8.61,0.97,discordant
0368,Globigerina bulloides,,-42.24,5.22,(0-300),9.07,1.05,discordant
0369,Globigerina bulloides,,-37.52,14.11,(0-300),14.62,2.18,discordant
0370,Globigerina bulloides,,-37.52,14.11,(0-300),14.62,2.18,
0371,Globigerina bulloides,,-35.61,16.36,(0-300),14.91,2.71,
0372,Globigerina bulloides,,-35.61,16.36,(0-300),14.91,2.71,discordant
0373,Globigerina bulloides,,-35.61,16.36,(0-300),14.91,2.71,discordant
0374,Globigerina bulloides,,-35.61,16.36,(0-300),14.91,2.71,discordant
0375,Globigerina bulloides,,-35.61,16.36,(0-300),14.91,2.71,discordant
0376,Globigerina bulloides,,-34.75,17.36,(0-300),13.54,2.77,
0377,Globigerina bulloides,,-34.75,17.36,(0-300),13.54,2.77,
0378,Globigerina bulloides,,-34.75,17.36,(0-300),13.54,2.77,
0379,Globigerina bulloides,,-20.12,8.97,(0-300),14.08,3.31,
0380,Globigerina bulloides,,-20.12,8.97,(0-300),14.08,3.31,
0381,Globigerina bulloides,,-49.13,6.71,(0-300),2.95,0.77,discordant
0382,Globigerina bulloides,,-53.74,-58.90,(0-300),5.45,0.97,
0383,Globigerina bulloides,,-53.61,-58.98,(0-300),5.46,0.85,discordant
0384,Globigerina bulloides,,60.57,-22.09,(0-300),8.74,0.85,
0385,Globigerina bulloides,,36.77,-9.85,(0-300),15.28,1.99,
0386,Globigerina bulloides,,38.20,18.03,(0-300),15.69,2.36,
0387,Globigerina bulloides,,-40.93,9.90,(0-300),10.17,1.30,discordant
0388,Globigerina bulloides,,65.85,-4.07,(0-300),4.09,1.84,
0389,Globigerina bulloides,,-40.62,25.61,(0-300),12.72,1.85,discordant
0390,Globigerina bulloides,,-40.62,25.61,(0-300),12.72,1.85,discordant
0391,Globigerina bulloides,,-40.62,25.61,(0-300),12.72,1.85,discordant
0392,Globigerina bulloides,,-40.62,25.61,(0-300),12.72,1.85,discordant
0393,Globigerina bulloides,,-46.51,-15.33,(0-300),5.64,1.64,
0394,Globigerina bulloides,,-46.51,-15.33,(0-300),5.64,1.64,discordant
0395,Globigerina bulloides,,-46.51,-15.33,(0-300),5.64,1.64,discordant
0396,Globigerina bulloides,,-41.29,-14.50,(0-300),11.30,1.25,
0397,Globigerina bulloides,,-41.29,-14.50,(0-300),11.30,1.25,
0398,Globigerina bulloides,,-41.29,-14.50,(0-300),11.30,1.25,
0399,Globigerina bulloides,,-41.29,-14.50,(0-300),11.30,1.25,discordant
0400,Globigerina bulloides,,-41.69,-12.34,(0-300),11.08,1.20,
0401,Globigerina bulloides,,37.10,-9.48,(0-300),15.01,1.82,
0402,Globigerina bulloides,,-41.69,-12.34,(0-300),11.08,1.20,
0403,Globigerina bulloides,,37.97,0.83,(0-300),13.99,1.89,
0404,Globigerina bulloides,,37.77,-10.18,(0-300),14.91,1.84,
0405,Globigerina bulloides,,36.77,-9.85,(0-300),15.28,1.99,
0406,Globigerina bulloides,,55.50,-14.70,(0-300),10.43,0.80,
0407,Globigerina bulloides,,-43.82,51.32,(0-300),5.29,1.81,
0408,Globigerina bulloides,,58.76,-25.96,(0-300),8.54,1.07,
0409,Globigerina bulloides,,41.52,17.98,(0-300),14.34,1.61,
0411,Globigerina bulloides,,29.02,-12.47,(0-300),16.78,1.92,
0412,Globigerina bulloides,,52.71,-36.09,(0-300),6.42,1.49,
0413,Globigerina bulloides,,54.64,-16.36,(0-300),10.84,0.89,
0414,Globigerina bulloides,,41.76,-47.35,(0-300),13.17,2.30,
0415,Globigerina bulloides,,50.69,-21.87,(0-300),11.19,0.86,
0416,Globigerina bulloides,,-47.00,172.00,(0-300),8.25,1.24,
0417,Globigerina bulloides,,-51.00,164.00,(0-300),8.57,0.52,
0418,Globigerina bulloides,,35.92,27.30,(0-300),16.61,1.95,
0419,Globigerina bulloides,,36.08,26.83,(0-300),16.75,1.85,
0420,Globigerina bulloides,,-41.13,7.82,(0-300),9.75,1.37,discordant
0421,Globigerina bulloides,,-17.20,-78.11,(0-300),13.97,3.10,
0422,Globigerina bulloides,,36.02,-7.67,(0-300),15.75,2.05,
0423,Globigerina bulloides,,-53.74,-58.90,(0-300),5.45,0.97,discordant
0424,Globigerina bulloides,,-41.69,-12.34,(0-300),11.08,1.20,
0425,Globigerina bulloides,,-42.89,-6.02,(0-300),9.48,1.18,discordant
0426,Globigerina bulloides,,-46.87,-5.72,(0-300),3.54,1.12,discordant
0427,Globigerina bulloides,,-46.87,-5.72,(0-300),3.54,1.12,discordant
