Sample,Species,Site,Lat,Lon,Depth,Twoa23,SD_Twoa23,Discordant
0750,Globigerinoides ruber white,,-2.17,-10.07,(0-500),13.04,4.84,
0751,Globigerinoides ruber white,,-6.93,9.00,(0-500),13.18,4.51,
0752,Globigerinoides ruber white,,-28.84,-31.08,(0-500),15.73,3.55,
0753,Globigerinoides ruber white,,-31.66,-30.03,(0-500),15.43,2.97,
0754,Globigerinoides ruber white,,-31.66,-29.66,(0-500),15.34,2.91,
0755,Globigerinoides ruber white,,-31.51,-29.10,(0-500),15.41,3.04,
0756,Globigerinoides ruber white,,-31.59,-28.90,(0-500),15.29,3.01,
0757,Globigerinoides ruber white,,-31.67,-28.66,(0-500),15.35,3.04,
0758,Globigerinoides ruber white,,-32.79,-27.75,(0-500),14.87,2.94,
0759,Globigerinoides ruber white,,-24.03,5.31,(0-500),13.33,4.02,
0760,Globigerinoides ruber white,,-24.60,6.86,(0-500),12.84,3.75,
0761,Globigerinoides ruber white,,-25.05,5.50,(0-500),13.17,3.81,
0762,Globigerinoides ruber white,,-26.55,5.02,(0-500),13.26,3.73,
0763,Globigerinoides ruber white,,20.84,-19.74,(0-500),15.05,3.40,
0764,Globigerinoides ruber white,,-6.01,-7.75,(0-500),12.91,5.68,
0765,Globigerinoides ruber white,,32.77,-34.70,(0-500),17.38,2.38,
0766,Globigerinoides ruber white,,20.99,-18.03,(0-500),14.07,2.64,
0767,Globigerinoides ruber white,,21.00,-17.58,(0-500),18.65,1.37,discordant
0768,Globigerinoides ruber white,,21.23,-74.35,(0-500),20.95,3.97,
0769,Globigerinoides ruber white,,21.25,-74.35,(0-500),20.97,3.97,
0770,Globigerinoides ruber white,,16.76,-71.49,(0-500),19.88,5.63,
0771,Globigerinoides ruber white,,16.10,-70.50,(0-500),19.19,5.88,
0772,Globigerinoides ruber white,,15.40,-68.20,(0-500),18.90,6.12,
0773,Globigerinoides ruber white,,15.57,-65.13,(0-500),18.42,6.10,
0774,Globigerinoides ruber white,,14.20,-63.42,(0-500),17.16,6.53,
0775,Globigerinoides ruber white,,21.32,-74.15,(0-500),20.94,3.93,
0776,Globigerinoides ruber white,,15.95,-60.92,(0-500),22.27,4.38,
0777,Globigerinoides ruber white,,15.35,-59.28,(0-500),18.27,6.13,
0778,Globigerinoides ruber white,,4.81,4.45,(0-500),13.64,5.43,
0779,Globigerinoides ruber white,,0.60,-9.26,(0-500),13.29,5.24,
0780,Globigerinoides ruber white,,-1.16,-10.71,(0-500),13.36,5.26,
0781,Globigerinoides ruber white,,-1.67,-12.43,(0-500),13.33,5.22,
0782,Globigerinoides ruber white,,-1.76,-12.55,(0-500),13.30,5.16,
0783,Globigerinoides ruber white,,-2.17,-9.87,(0-500),12.94,4.78,
0784,Globigerinoides ruber white,,-5.84,-8.65,(0-500),12.86,5.65,
0785,Globigerinoides ruber white,,-5.78,-10.74,(0-500),13.08,5.98,
0786,Globigerinoides ruber white,,-5.75,-11.04,(0-500),12.88,5.84,
0787,Globigerinoides ruber white,,-5.28,-10.20,(0-500),13.16,5.83,
0788,Globigerinoides ruber white,,-3.56,-12.58,(0-500),13.32,5.04,
0789,Globigerinoides ruber white,,-3.62,-13.19,(0-500),13.06,4.79,
0790,Globigerinoides ruber white,,-3.82,-14.90,(0-500),13.39,5.23,
0791,Globigerinoides ruber white,,-15.53,-14.89,(0-500),14.91,5.84,
0792,Globigerinoides ruber white,,2.31,-30.65,(0-500),14.38,6.45,
0793,Globigerinoides ruber white,,2.29,-31.29,(0-500),14.42,6.52,
0794,Globigerinoides ruber white,,2.27,-33.01,(0-500),14.29,6.42,
0795,Globigerinoides ruber white,,2.21,-35.18,(0-500),14.56,6.75,
0796,Globigerinoides ruber white,,5.33,-34.02,(0-500),13.43,6.41,
0797,Globigerinoides ruber white,,21.32,-74.15,(0-500),20.94,3.93,
0798,Globigerinoides ruber white,,3.18,-46.34,(0-500),15.44,7.37,
0799,Globigerinoides ruber white,,17.27,-71.65,(0-500),20.16,5.40,
0800,Globigerinoides ruber white,,15.30,-72.78,(0-500),19.21,5.97,
0801,Globigerinoides ruber white,,12.09,-61.24,(0-500),16.94,6.24,
0802,Globigerinoides ruber white,,-11.92,13.40,(0-500),20.70,3.66,
0803,Globigerinoides ruber white,,14.41,-61.66,(0-500),17.16,6.51,
0804,Globigerinoides ruber white,,15.45,-62.23,(0-500),18.07,6.24,
0805,Globigerinoides ruber white,,16.42,-62.45,(0-500),19.01,5.91,
0806,Globigerinoides ruber white,,12.09,-61.24,(0-500),16.92,6.22,
0807,Globigerinoides ruber white,,18.03,-64.16,(0-500),19.98,5.13,
0808,Globigerinoides ruber white,,18.93,-64.09,(0-500),20.14,4.68,
0809,Globigerinoides ruber white,,18.30,-63.63,(0-500),19.98,5.11,
0810,Globigerinoides ruber white,,17.43,-77.66,(0-500),23.07,4.40,
0811,Globigerinoides ruber white,,18.32,-63.45,(0-500),19.95,5.08,
0812,Globigerinoides ruber white,,17.84,-63.74,(0-500),19.65,5.42,
0813,Globigerinoides ruber white,,17.99,-63.45,(0-500),19.79,5.35,
0814,Globigerinoides ruber white,,17.57,-65.37,(0-500),19.98,5.31,
0815,Globigerinoides ruber white,,17.67,-65.48,(0-500),20.06,5.23,
0817,Globigerinoides ruber white,,17.60,-65.68,(0-500),20.00,5.26,
0818,Globigerinoides ruber white,,17.60,-65.68,(0-500),20.00,5.26,
0819,Globigerinoides ruber white,,17.04,-66.00,(0-500),19.47,5.60,
0820,Globigerinoides ruber white,,17.51,-67.04,(0-500),19.75,5.34,
0822,Globigerinoides ruber white,,16.59,-78.61,(0-500),20.56,5.64,
0824,Globigerinoides ruber white,,16.89,-79.13,(0-500),20.85,5.74,
0825,Globigerinoides ruber white,,16.92,-79.42,(0-500),20.72,5.76,
0826,Globigerinoides ruber white,,16.91,-79.39,(0-500),20.77,5.75,
0827,Globigerinoides ruber white,,17.26,-79.23,(0-500),21.02,5.50,
0828,Globigerinoides ruber white,,17.93,-79.14,(0-500),21.16,5.42,
0829,Globigerinoides ruber white,,13.84,-74.15,(0-500),17.87,6.11,
0830,Globigerinoides ruber white,,16.54,-72.21,(0-500),20.09,5.74,
0831,Globigerinoides ruber white,,21.02,-17.88,(0-500),14.04,2.59,
0832,Globigerinoides ruber white,,5.90,-48.04,(0-500),15.04,7.73,
0833,Globigerinoides ruber white,,5.14,-46.58,(0-500),14.98,7.75,
0834,Globigerinoides ruber white,,34.92,-6.85,(0-500),17.46,1.81,
0835,Globigerinoides ruber white,,34.90,-6.79,(0-500),17.41,1.75,
0836,Globigerinoides ruber white,,34.89,-6.84,(0-500),17.43,1.81,
0837,Globigerinoides ruber white,,34.89,-6.67,(0-500),17.47,1.72,
0839,Globigerinoides ruber white,,32.38,-9.77,(0-500),18.34,1.51,
0840,Globigerinoides ruber white,,32.38,-9.78,(0-500),18.36,1.51,
0841,Globigerinoides ruber white,,32.39,-9.80,(0-500),18.39,1.50,
0842,Globigerinoides ruber white,,32.40,-9.81,(0-500),18.43,1.51,
0843,Globigerinoides ruber white,,32.40,-9.82,(0-500),18.45,1.51,
0844,Globigerinoides ruber white,,32.43,-9.87,(0-500),18.53,1.55,
0845,Globigerinoides ruber white,,32.45,-9.96,(0-500),14.76,2.39,
0846,Globigerinoides ruber white,,32.49,-10.11,(0-500),14.88,2.50,
0847,Globigerinoides ruber white,,32.21,-10.45,(0-500),14.91,2.43,
0848,Globigerinoides ruber white,,27.20,-14.66,(0-500),15.28,2.72,
0849,Globigerinoides ruber white,,28.26,-13.40,(0-500),15.12,2.54,
0850,Globigerinoides ruber white,,28.91,-11.70,(0-500),18.61,1.35,
0851,Globigerinoides ruber white,,29.02,-11.90,(0-500),18.47,1.27,
0852,Globigerinoides ruber white,,29.04,-11.92,(0-500),18.46,1.28,
0853,Globigerinoides ruber white,,29.06,-11.95,(0-500),18.50,1.29,
0854,Globigerinoides ruber white,,29.08,-11.98,(0-500),18.53,1.26,
0855,Globigerinoides ruber white,,29.17,-12.09,(0-500),15.01,2.52,
0856,Globigerinoides ruber white,,29.22,-12.84,(0-500),15.13,2.61,
0857,Globigerinoides ruber white,,19.62,-17.25,(0-500),13.25,2.89,
0863,Globigerinoides ruber white,,34.93,-6.93,(0-500),14.62,2.37,
0864,Globigerinoides ruber white,,5.43,-46.93,(0-500),15.09,7.79,
0865,Globigerinoides ruber white,,34.96,-7.12,(0-500),14.59,2.38,
0866,Globigerinoides ruber white,,34.89,-7.82,(0-500),14.48,2.48,
0867,Globigerinoides ruber white,,4.24,-43.66,(0-500),14.80,7.71,
0868,Globigerinoides ruber white,,3.81,-41.62,(0-500),14.50,7.50,
0869,Globigerinoides ruber white,,-8.20,-34.46,(0-500),27.32,0.87,discordant
0870,Globigerinoides ruber white,,-8.20,-34.26,(0-500),16.42,7.12,
0871,Globigerinoides ruber white,,-8.53,-34.02,(0-500),16.06,7.27,
0872,Globigerinoides ruber white,,8.57,-40.44,(0-500),13.37,6.53,
0873,Globigerinoides ruber white,,8.50,-39.99,(0-500),13.38,6.56,
0874,Globigerinoides ruber white,,2.50,9.39,(0-500),23.88,4.04,
0875,Globigerinoides ruber white,,2.50,9.38,(0-500),23.81,4.02,
0876,Globigerinoides ruber white,,-11.92,13.40,(0-500),20.70,3.66,
0877,Globigerinoides ruber white,,16.54,-76.64,(0-500),20.45,5.54,
0878,Globigerinoides ruber white,,16.54,-76.87,(0-500),20.44,5.51,
0879,Globigerinoides ruber white,,16.57,-77.69,(0-500),20.68,5.59,
0881,Globigerinoides ruber white,,16.71,-78.63,(0-500),25.85,2.37,
0884,Globigerinoides ruber white,,16.42,-62.45,(0-500),19.02,5.91,
0885,Globigerinoides ruber white,,12.09,-61.24,(0-500),16.92,6.22,
0886,Globigerinoides ruber white,,16.65,-46.13,(0-500),17.59,5.27,
0887,Globigerinoides ruber white,,-10.03,-13.38,(0-500),13.71,6.26,
0888,Globigerinoides ruber white,,-5.45,-15.97,(0-500),13.61,6.52,
0889,Globigerinoides ruber white,,4.25,-21.92,(0-500),14.16,6.10,
0890,Globigerinoides ruber white,,6.95,-26.45,(0-500),13.56,5.73,
0891,Globigerinoides ruber white,,34.10,-10.83,(0-500),14.90,2.59,
0892,Globigerinoides ruber white,,34.76,-8.85,(0-500),14.51,2.52,
0893,Globigerinoides ruber white,,34.80,-8.40,(0-500),14.51,2.50,
0894,Globigerinoides ruber white,,34.86,-8.13,(0-500),14.51,2.50,
0895,Globigerinoides ruber white,,34.91,-7.58,(0-500),14.45,2.46,
0896,Globigerinoides ruber white,,34.99,-7.28,(0-500),14.43,2.39,
0897,Globigerinoides ruber white,,35.57,-32.55,(0-500),15.32,2.69,
0898,Globigerinoides ruber white,,12.03,-61.18,(0-500),16.92,6.22,
0899,Globigerinoides ruber white,,29.04,-11.92,(0-500),18.46,1.28,
0900,Globigerinoides ruber white,,20.96,65.56,(0-500),18.40,4.62,
0901,Globigerinoides ruber white,,27.20,-14.66,(0-500),15.28,2.72,
0902,Globigerinoides ruber white,,27.01,-18.99,(0-500),16.40,3.07,
0903,Globigerinoides ruber white,,17.07,69.05,(0-500),17.28,5.20,
0904,Globigerinoides ruber white,,32.21,-10.45,(0-500),14.91,2.43,
0905,Globigerinoides ruber white,,-8.18,-10.12,(0-500),13.40,6.05,
0906,Globigerinoides ruber white,,15.52,68.76,(0-500),17.52,5.68,
0907,Globigerinoides ruber white,,32.49,-10.11,(0-500),14.88,2.50,
0908,Globigerinoides ruber white,,-8.77,-14.28,(0-500),13.50,6.33,
0909,Globigerinoides ruber white,,1.90,67.34,(0-500),15.76,6.48,
0910,Globigerinoides ruber white,,32.45,-9.96,(0-500),14.76,2.39,
0911,Globigerinoides ruber white,,-9.13,-10.60,(0-500),13.42,6.07,
0912,Globigerinoides ruber white,,5.39,60.25,(0-500),16.15,6.43,
0913,Globigerinoides ruber white,,32.43,-9.87,(0-500),18.53,1.55,
0914,Globigerinoides ruber white,,-10.07,-12.82,(0-500),13.62,6.21,
0915,Globigerinoides ruber white,,-7.14,39.84,(0-500),27.43,1.28,
0916,Globigerinoides ruber white,,32.41,-9.85,(0-500),18.48,1.50,
0917,Globigerinoides ruber white,,-12.70,-13.40,(0-500),14.19,6.04,
0918,Globigerinoides ruber white,,-10.59,125.39,(0-500),15.54,7.25,
0919,Globigerinoides ruber white,,32.40,-9.82,(0-500),18.45,1.51,
0920,Globigerinoides ruber white,,-4.69,117.90,(0-500),14.94,7.51,
0921,Globigerinoides ruber white,,32.40,-9.81,(0-500),18.43,1.51,
0922,Globigerinoides ruber white,,-9.60,121.15,(0-500),14.48,6.72,
0923,Globigerinoides ruber white,,32.39,-9.80,(0-500),18.39,1.50,
0924,Globigerinoides ruber white,,-9.60,120.92,(0-500),14.39,6.67,
0925,Globigerinoides ruber white,,32.38,-9.78,(0-500),18.36,1.51,
0926,Globigerinoides ruber white,,-9.65,118.15,(0-500),14.44,6.65,
0927,Globigerinoides ruber white,,28.26,-13.40,(0-500),15.12,2.54,
0928,Globigerinoides ruber white,,32.38,-9.77,(0-500),18.34,1.51,
0929,Globigerinoides ruber white,,20.91,63.12,(0-500),18.39,4.21,
0930,Globigerinoides ruber white,,28.91,-11.70,(0-500),18.61,1.35,
0931,Globigerinoides ruber white,,-2.18,-11.25,(0-500),13.29,5.10,
0932,Globigerinoides ruber white,,10.98,75.00,(0-500),26.08,3.40,
0934,Globigerinoides ruber white,,-3.73,-10.88,(0-500),13.01,4.68,
0935,Globigerinoides ruber white,,11.96,44.30,(0-500),18.35,4.09,
0937,Globigerinoides ruber white,,-4.10,-10.87,(0-500),13.15,5.02,
0938,Globigerinoides ruber white,,19.50,58.47,(0-500),23.70,2.12,
0940,Globigerinoides ruber white,,17.38,58.80,(0-500),17.56,4.47,
0941,Globigerinoides ruber white,,19.62,-17.25,(0-500),13.25,2.89,
0942,Globigerinoides ruber white,,1.25,44.78,(0-500),16.73,6.21,
0943,Globigerinoides ruber white,,23.10,66.48,(0-500),19.82,4.14,
0944,Globigerinoides ruber white,,29.17,-12.09,(0-500),15.01,2.52,
0945,Globigerinoides ruber white,,23.54,65.32,(0-500),18.48,4.25,
0946,Globigerinoides ruber white,,29.08,-11.98,(0-500),18.53,1.26,
0947,Globigerinoides ruber white,,-4.88,-15.73,(0-500),13.44,6.01,
0948,Globigerinoides ruber white,,24.88,63.03,(0-500),27.21,2.04,
0949,Globigerinoides ruber white,,29.06,-11.95,(0-500),18.50,1.29,
0950,Globigerinoides ruber white,,-5.03,-10.18,(0-500),12.86,5.43,
0951,Globigerinoides ruber white,,24.83,65.92,(0-500),24.38,2.19,
0952,Globigerinoides ruber white,,4.79,-43.04,(0-500),14.04,7.41,
0953,Globigerinoides ruber white,,-5.05,-10.18,(0-500),12.77,5.39,
0954,Globigerinoides ruber white,,10.50,57.74,(0-500),17.09,5.63,
0955,Globigerinoides ruber white,,29.02,-11.90,(0-500),18.47,1.27,
0956,Globigerinoides ruber white,,-5.28,-33.43,(0-500),14.54,7.48,
0957,Globigerinoides ruber white,,14.32,57.35,(0-500),17.27,4.95,
0958,Globigerinoides ruber white,,-7.02,-10.00,(0-500),12.74,5.63,
0960,Globigerinoides ruber white,,-9.54,118.30,(0-500),14.28,6.52,
0961,Globigerinoides ruber white,,-16.25,-5.73,(0-500),13.55,5.14,
0962,Globigerinoides ruber white,,-24.30,-14.70,(0-500),15.79,4.55,
0963,Globigerinoides ruber white,,-8.50,109.02,(0-500),14.28,6.42,
0964,Globigerinoides ruber white,,33.47,-12.76,(0-500),15.17,2.58,
0965,Globigerinoides ruber white,,-25.15,-12.77,(0-500),15.36,4.22,
0966,Globigerinoides ruber white,,29.98,-10.65,(0-500),14.65,2.30,
0967,Globigerinoides ruber white,,29.25,-11.50,(0-500),16.46,2.00,
0968,Globigerinoides ruber white,,-7.11,104.64,(0-500),14.73,6.57,
0969,Globigerinoides ruber white,,25.40,-16.25,(0-500),15.80,2.93,
0970,Globigerinoides ruber white,,-30.88,-37.80,(0-500),15.73,3.19,
0971,Globigerinoides ruber white,,21.24,-18.06,(0-500),14.29,2.62,
0972,Globigerinoides ruber white,,14.42,-20.57,(0-500),13.36,3.85,
0973,Globigerinoides ruber white,,5.39,-21.72,(0-500),14.13,6.04,
0974,Globigerinoides ruber white,,-1.34,-11.97,(0-500),13.18,5.12,
0975,Globigerinoides ruber white,,-0.97,-9.44,(0-500),13.18,5.12,
0976,Globigerinoides ruber white,,5.36,1.29,(0-500),13.75,5.45,
0977,Globigerinoides ruber white,,5.51,3.78,(0-500),13.70,5.48,
0978,Globigerinoides ruber white,,6.02,3.61,(0-500),16.96,5.06,
0979,Globigerinoides ruber white,,3.55,6.49,(0-500),14.60,5.43,
0980,Globigerinoides ruber white,,3.15,6.29,(0-500),13.76,5.53,
0981,Globigerinoides ruber white,,2.67,6.05,(0-500),13.61,5.39,
0982,Globigerinoides ruber white,,2.00,5.72,(0-500),13.70,5.46,
0983,Globigerinoides ruber white,,-2.20,5.10,(0-500),13.39,5.02,
0984,Globigerinoides ruber white,,-0.21,6.01,(0-500),13.68,5.34,
0985,Globigerinoides ruber white,,0.21,5.97,(0-500),13.71,5.39,
0986,Globigerinoides ruber white,,-0.73,6.93,(0-500),13.72,5.31,
0987,Globigerinoides ruber white,,-0.35,8.04,(0-500),13.61,5.12,
0988,Globigerinoides ruber white,,-6.48,102.86,(0-500),14.86,6.74,
0989,Globigerinoides ruber white,,34.10,-10.83,(0-500),14.90,2.59,
0990,Globigerinoides ruber white,,32.37,-9.65,(0-500),19.58,1.56,
0991,Globigerinoides ruber white,,34.76,-8.85,(0-500),14.51,2.52,
0992,Globigerinoides ruber white,,34.86,-8.13,(0-500),14.51,2.50,
0993,Globigerinoides ruber white,,-17.65,-15.10,(0-500),15.32,5.62,
0994,Globigerinoides ruber white,,33.19,-9.83,(0-500),14.79,2.48,
0995,Globigerinoides ruber white,,-9.22,118.89,(0-500),15.94,6.81,
0998,Globigerinoides ruber white,,34.87,-6.63,(0-500),18.10,1.79,
0999,Globigerinoides ruber white,,-9.73,113.02,(0-500),14.06,6.41,
1000,Globigerinoides ruber white,,34.89,-6.67,(0-500),17.47,1.72,
1001,Globigerinoides ruber white,,-8.78,110.50,(0-500),13.73,6.07,
1002,Globigerinoides ruber white,,34.89,-6.70,(0-500),17.45,1.72,
1003,Globigerinoides ruber white,,-19.37,-11.43,(0-500),14.85,5.21,
1004,Globigerinoides ruber white,,34.89,-6.84,(0-500),17.43,1.81,
1005,Globigerinoides ruber white,,-21.33,-8.95,(0-500),14.93,4.78,
1006,Globigerinoides ruber white,,34.90,-6.79,(0-500),17.41,1.75,
1007,Globigerinoides ruber white,,-24.07,-15.12,(0-500),15.77,4.53,
1008,Globigerinoides ruber white,,-9.31,109.02,(0-500),14.30,6.35,
1009,Globigerinoides ruber white,,34.92,-6.85,(0-500),17.46,1.81,
1010,Globigerinoides ruber white,,34.92,-6.84,(0-500),17.44,1.79,
1011,Globigerinoides ruber white,,-8.78,110.50,(0-500),13.73,6.07,
1012,Globigerinoides ruber white,,34.93,-6.93,(0-500),14.62,2.37,
1013,Globigerinoides ruber white,,34.96,-7.12,(0-500),14.59,2.38,
1014,Globigerinoides ruber white,,34.96,-7.12,(0-500),14.59,2.38,
1015,Globigerinoides ruber white,,34.99,-7.28,(0-500),14.43,2.39,
1016,Globigerinoides ruber white,,-8.68,112.87,(0-500),13.93,6.45,
1017,Globigerinoides ruber white,,34.89,-7.82,(0-500),14.47,2.48,
1018,Globigerinoides ruber white,,-8.68,112.64,(0-500),13.86,6.37,
1019,Globigerinoides ruber white,,34.91,-7.58,(0-500),14.45,2.46,
1020,Globigerinoides ruber white,,34.80,-8.40,(0-500),14.51,2.50,
1021,Globigerinoides ruber white,,1.42,146.24,(0-500),16.66,7.98,
1022,Globigerinoides ruber white,,-1.95,-39.03,(0-500),15.49,7.54,
1024,Globigerinoides ruber white,,19.37,-19.93,(0-500),14.14,3.47,
1025,Globigerinoides ruber white,,16.40,-45.77,(0-500),17.38,5.32,
1026,Globigerinoides ruber white,,16.54,-72.21,(0-500),20.09,5.74,
1027,Globigerinoides ruber white,,15.40,-43.40,(0-500),16.99,5.84,
1028,Globigerinoides ruber white,,14.13,-17.45,(0-500),19.78,3.99,
1029,Globigerinoides ruber white,,14.40,-21.15,(0-500),13.31,3.86,
1030,Globigerinoides ruber white,,15.30,-72.78,(0-500),19.21,5.97,
1031,Globigerinoides ruber white,,11.50,-45.15,(0-500),14.25,6.30,
1032,Globigerinoides ruber white,,14.12,-17.52,(0-500),19.80,4.01,
1033,Globigerinoides ruber white,,11.28,-42.50,(0-500),14.12,6.27,
1034,Globigerinoides ruber white,,13.84,-74.15,(0-500),17.87,6.11,
1035,Globigerinoides ruber white,,9.35,-39.87,(0-500),13.02,6.10,
1036,Globigerinoides ruber white,,14.12,-17.52,(0-500),19.80,4.01,
1037,Globigerinoides ruber white,,17.93,-79.14,(0-500),21.16,5.42,
1038,Globigerinoides ruber white,,5.32,-33.03,(0-500),13.48,6.40,
1039,Globigerinoides ruber white,,14.12,-17.53,(0-500),19.80,4.01,
1040,Globigerinoides ruber white,,3.30,-34.80,(0-500),14.75,6.81,
1041,Globigerinoides ruber white,,17.26,-79.23,(0-500),21.02,5.50,
1042,Globigerinoides ruber white,,3.25,-34.25,(0-500),14.87,6.81,
1043,Globigerinoides ruber white,,14.12,-17.54,(0-500),19.81,4.02,
1044,Globigerinoides ruber white,,2.01,-35.93,(0-500),14.67,6.91,
1045,Globigerinoides ruber white,,16.91,-79.39,(0-500),20.77,5.75,
1046,Globigerinoides ruber white,,1.85,-30.00,(0-500),14.26,6.45,
1047,Globigerinoides ruber white,,14.11,-17.55,(0-500),19.76,4.02,
1048,Globigerinoides ruber white,,1.85,-32.47,(0-500),13.90,6.22,
1049,Globigerinoides ruber white,,16.92,-79.42,(0-500),20.72,5.76,
1050,Globigerinoides ruber white,,1.80,-33.70,(0-500),14.21,6.54,
1051,Globigerinoides ruber white,,17.27,-48.42,(0-500),18.43,5.33,
1052,Globigerinoides ruber white,,14.11,-17.60,(0-500),19.65,3.89,
1053,Globigerinoides ruber white,,12.53,-17.64,(0-500),14.09,4.10,
1054,Globigerinoides ruber white,,20.72,-49.43,(0-500),19.37,4.18,
1055,Globigerinoides ruber white,,16.10,-70.50,(0-500),19.19,5.88,
1056,Globigerinoides ruber white,,15.40,-17.28,(0-500),15.70,3.70,
1057,Globigerinoides ruber white,,16.76,-71.49,(0-500),19.88,5.63,
1058,Globigerinoides ruber white,,35.02,-40.92,(0-500),17.05,2.26,
1059,Globigerinoides ruber white,,15.43,-17.34,(0-500),15.66,3.66,
1060,Globigerinoides ruber white,,15.48,-17.36,(0-500),15.71,3.73,
1061,Globigerinoides ruber white,,15.47,-17.36,(0-500),15.68,3.69,
1062,Globigerinoides ruber white,,33.58,-13.97,(0-500),15.21,2.58,
1063,Globigerinoides ruber white,,15.83,-17.85,(0-500),13.52,3.72,
1064,Globigerinoides ruber white,,32.75,-41.90,(0-500),17.96,2.13,
1065,Globigerinoides ruber white,,15.83,-17.85,(0-500),13.52,3.72,
1066,Globigerinoides ruber white,,23.13,-17.75,(0-500),15.27,2.93,
1067,Globigerinoides ruber white,,25.17,-16.85,(0-500),15.81,3.02,
1068,Globigerinoides ruber white,,21.25,-74.35,(0-500),20.97,3.97,
1069,Globigerinoides ruber white,,31.37,-35.98,(0-500),17.89,2.50,
1070,Globigerinoides ruber white,,12.54,-17.56,(0-500),20.22,4.13,
1071,Globigerinoides ruber white,,29.02,-41.40,(0-500),18.54,2.59,
1072,Globigerinoides ruber white,,27.92,-43.63,(0-500),18.85,2.79,
1073,Globigerinoides ruber white,,12.54,-17.58,(0-500),20.32,4.17,
1074,Globigerinoides ruber white,,21.23,-74.35,(0-500),20.95,3.97,
1075,Globigerinoides ruber white,,12.54,-17.59,(0-500),20.30,4.17,
1076,Globigerinoides ruber white,,26.00,-48.27,(0-500),19.34,3.09,
1077,Globigerinoides ruber white,,21.32,-74.15,(0-500),20.94,3.93,
1078,Globigerinoides ruber white,,24.20,-47.47,(0-500),19.45,3.34,
1079,Globigerinoides ruber white,,12.54,-17.60,(0-500),20.36,4.18,
1080,Globigerinoides ruber white,,23.33,-46.48,(0-500),19.41,3.61,
1081,Globigerinoides ruber white,,17.27,-71.65,(0-500),20.16,5.40,
1082,Globigerinoides ruber white,,12.53,-17.62,(0-500),20.35,4.20,
1083,Globigerinoides ruber white,,1.78,-25.43,(0-500),14.03,6.12,
1084,Globigerinoides ruber white,,16.89,-79.13,(0-500),20.85,5.74,
1085,Globigerinoides ruber white,,1.37,-33.48,(0-500),14.43,6.67,
1086,Globigerinoides ruber white,,-34.75,17.36,(0-500),11.71,3.25,
1087,Globigerinoides ruber white,,21.00,-17.62,(0-500),18.69,1.30,discordant
1088,Globigerinoides ruber white,,-34.75,17.36,(0-500),11.71,3.25,
1089,Globigerinoides ruber white,,18.32,-63.45,(0-500),19.95,5.08,
1090,Globigerinoides ruber white,,20.99,-17.66,(0-500),15.78,2.06,discordant
1091,Globigerinoides ruber white,,18.30,-63.63,(0-500),19.98,5.11,
1092,Globigerinoides ruber white,,-1.34,-11.90,(0-500),13.13,5.08,
1093,Globigerinoides ruber white,,20.99,-17.68,(0-500),15.81,2.08,
1094,Globigerinoides ruber white,,-1.47,-32.72,(0-500),14.35,6.62,
1095,Globigerinoides ruber white,,18.93,-64.09,(0-500),20.14,4.68,
1096,Globigerinoides ruber white,,-1.55,-34.65,(0-500),14.27,6.72,
1097,Globigerinoides ruber white,,20.99,-17.70,(0-500),15.80,2.06,
1098,Globigerinoides ruber white,,18.03,-64.16,(0-500),19.98,5.13,
1099,Globigerinoides ruber white,,21.00,-17.73,(0-500),15.82,2.00,
1100,Globigerinoides ruber white,,16.42,-62.45,(0-500),19.01,5.91,
1101,Globigerinoides ruber white,,20.98,-17.88,(0-500),13.98,2.58,discordant
1102,Globigerinoides ruber white,,-20.12,8.97,(0-500),12.00,3.86,
1103,Globigerinoides ruber white,,15.45,-62.23,(0-500),18.07,6.24,
1104,Globigerinoides ruber white,,-20.12,8.97,(0-500),12.00,3.86,
1105,Globigerinoides ruber white,,20.99,-18.03,(0-500),14.07,2.64,
1106,Globigerinoides ruber white,,-20.12,8.97,(0-500),12.00,3.86,
1107,Globigerinoides ruber white,,14.41,-61.66,(0-500),17.16,6.51,
1108,Globigerinoides ruber white,,-20.12,8.97,(0-500),12.00,3.86,
1109,Globigerinoides ruber white,,-20.12,8.97,(0-500),12.00,3.86,
1110,Globigerinoides ruber white,,12.09,-61.24,(0-500),16.94,6.24,
1111,Globigerinoides ruber white,,12.03,-61.18,(0-500),16.92,6.22,
1113,Globigerinoides ruber white,,17.84,-63.74,(0-500),19.65,5.42,
1114,Globigerinoides ruber white,,17.99,-63.45,(0-500),19.79,5.35,
1115,Globigerinoides ruber white,,18.12,-18.08,(0-500),13.25,3.33,
1116,Globigerinoides ruber white,,-34.75,17.36,(0-500),11.71,3.25,
1117,Globigerinoides ruber white,,14.14,-17.65,(0-500),13.55,3.66,
1118,Globigerinoides ruber white,,0.90,-31.80,(0-500),14.22,6.40,
1120,Globigerinoides ruber white,,0.85,-32.85,(0-500),14.40,6.53,
1121,Globigerinoides ruber white,,14.15,-17.87,(0-500),13.54,3.71,
1122,Globigerinoides ruber white,,0.55,-13.65,(0-500),13.51,5.50,
1123,Globigerinoides ruber white,,16.59,-78.61,(0-500),20.56,5.64,
1124,Globigerinoides ruber white,,0.55,-13.68,(0-500),13.52,5.50,
1125,Globigerinoides ruber white,,18.77,-16.89,(0-500),13.31,3.03,
1126,Globigerinoides ruber white,,0.22,-23.07,(0-500),13.89,5.90,
