Sample,Species,Site,Lat,Lon,Depth,Twoa23,SD_Twoa23,Discordant
0381,Globigerina bulloides,,-49.13,6.71,(0-500),2.83,0.67,discordant
0382,Globigerina bulloides,,-53.74,-58.90,(0-500),5.45,0.97,
0383,Globigerina bulloides,,-53.61,-58.98,(0-500),5.13,0.75,discordant
0384,Globigerina bulloides,,60.57,-22.09,(0-500),8.42,0.84,
0385,Globigerina bulloides,,36.77,-9.85,(0-500),13.93,2.13,
0386,Globigerina bulloides,,38.20,18.03,(0-500),15.18,2.01,
0387,Globigerina bulloides,,-40.93,9.90,(0-500),9.18,1.85,
0388,Globigerina bulloides,,65.85,-4.07,(0-500),3.29,2.01,
0389,Globigerina bulloides,,-40.62,25.61,(0-500),11.31,2.32,
0390,Globigerina bulloides,,-40.62,25.61,(0-500),11.31,2.32,discordant
0391,Globigerina bulloides,,-40.62,25.61,(0-500),11.31,2.32,discordant
0392,Globigerina bulloides,,-40.62,25.61,(0-500),11.31,2.32,discordant
0393,Globigerina bulloides,,-46.51,-15.33,(0-500),5.14,1.68,
0394,Globigerina bulloides,,-46.51,-15.33,(0-500),5.14,1.68,
0395,Globigerina bulloides,,-46.51,-15.33,(0-500),5.14,1.68,discordant
0396,Globigerina bulloides,,-41.29,-14.50,(0-500),10.12,1.91,
0397,Globigerina bulloides,,-41.29,-14.50,(0-500),10.12,1.91,
0398,Globigerina bulloides,,-41.29,-14.50,(0-500),10.12,1.91,
0399,Globigerina bulloides,,-41.29,-14.50,(0-500),10.12,1.91,
0400,Globigerina bulloides,,-41.69,-12.34,(0-500),10.02,1.83,
0401,Globigerina bulloides,,37.10,-9.48,(0-500),13.77,1.96,
0402,Globigerina bulloides,,-41.69,-12.34,(0-500),10.02,1.83,
0403,Globigerina bulloides,,37.97,0.83,(0-500),13.64,1.42,
0404,Globigerina bulloides,,37.77,-10.18,(0-500),13.67,1.96,
0405,Globigerina bulloides,,36.77,-9.85,(0-500),13.93,2.13,
0406,Globigerina bulloides,,55.50,-14.70,(0-500),10.19,0.71,
0407,Globigerina bulloides,,-43.82,51.32,(0-500),4.35,1.76,
0408,Globigerina bulloides,,58.76,-25.96,(0-500),8.09,1.07,
0409,Globigerina bulloides,,41.52,17.98,(0-500),14.08,1.24,
0411,Globigerina bulloides,,29.02,-12.47,(0-500),15.38,2.45,
0412,Globigerina bulloides,,52.71,-36.09,(0-500),5.69,1.41,
0413,Globigerina bulloides,,54.64,-16.36,(0-500),10.42,0.87,
0414,Globigerina bulloides,,41.76,-47.35,(0-500),11.59,2.76,
0415,Globigerina bulloides,,50.69,-21.87,(0-500),10.52,1.12,
0416,Globigerina bulloides,,-47.00,172.00,(0-500),7.67,1.21,
0417,Globigerina bulloides,,-51.00,164.00,(0-500),8.43,0.50,
0418,Globigerina bulloides,,35.92,27.30,(0-500),15.93,1.89,
0419,Globigerina bulloides,,36.08,26.83,(0-500),16.10,1.77,
0420,Globigerina bulloides,,-41.13,7.82,(0-500),8.79,1.85,
0421,Globigerina bulloides,,-17.20,-78.11,(0-500),12.05,3.43,
0422,Globigerina bulloides,,36.02,-7.67,(0-500),14.31,2.30,
0423,Globigerina bulloides,,-53.74,-58.90,(0-500),5.45,0.97,discordant
0424,Globigerina bulloides,,-41.69,-12.34,(0-500),10.02,1.83,
0425,Globigerina bulloides,,-42.89,-6.02,(0-500),8.32,1.92,
0426,Globigerina bulloides,,-46.87,-5.72,(0-500),3.16,0.93,discordant
0427,Globigerina bulloides,,-46.87,-5.72,(0-500),3.16,0.93,discordant
0428,Globigerina bulloides,,-46.87,-5.72,(0-500),3.16,0.93,discordant
0429,Globigerina bulloides,,-49.13,-6.00,(0-500),2.36,0.48,
0430,Globigerina bulloides,,-49.13,-6.00,(0-500),2.36,0.48,discordant
0431,Globigerina bulloides,,-49.13,-6.00,(0-500),2.36,0.48,discordant
0432,Globigerina bulloides,,-48.06,-6.00,(0-500),2.66,0.89,discordant
0433,Globigerina bulloides,,-48.06,-6.00,(0-500),2.66,0.89,discordant
0434,Globigerina bulloides,,-48.06,-6.00,(0-500),2.66,0.89,discordant
0435,Globigerina bulloides,,-53.33,-59.10,(0-500),5.03,0.83,
0436,Globigerina bulloides,,-53.33,-59.10,(0-500),5.03,0.83,
0437,Globigerina bulloides,,-53.33,-59.10,(0-500),5.03,0.83,
0438,Globigerina bulloides,,-53.33,-59.10,(0-500),5.03,0.83,discordant
0439,Globigerina bulloides,,-53.33,-59.10,(0-500),5.03,0.83,discordant
0440,Globigerina bulloides,,-53.61,-58.98,(0-500),5.13,0.75,
0441,Globigerina bulloides,,-53.61,-58.98,(0-500),5.13,0.75,
0442,Globigerina bulloides,,-53.61,-58.98,(0-500),5.13,0.75,discordant
0443,Globigerina bulloides,,-46.87,-5.72,(0-500),3.16,0.93,discordant
0444,Globigerina bulloides,,-41.69,-12.34,(0-500),10.02,1.83,
0445,Globigerina bulloides,,-48.57,-6.00,(0-500),2.49,0.66,discordant
0446,Globigerina bulloides,,-48.57,-6.00,(0-500),2.49,0.66,
0447,Globigerina bulloides,,-42.89,-6.02,(0-500),8.32,1.92,
0448,Globigerina bulloides,,-42.89,-6.02,(0-500),8.32,1.92,
0449,Globigerina bulloides,,-42.89,-6.02,(0-500),8.32,1.92,
0450,Globigerina bulloides,,-43.17,-4.05,(0-500),7.94,1.95,
0451,Globigerina bulloides,,-43.17,-4.05,(0-500),7.94,1.95,
0452,Globigerina bulloides,,-43.17,-4.05,(0-500),7.94,1.95,
0453,Globigerina bulloides,,-43.17,-4.05,(0-500),7.94,1.95,
0454,Globigerina bulloides,,-44.95,5.97,(0-500),5.46,1.27,
0455,Globigerina bulloides,,-44.95,5.97,(0-500),5.46,1.27,
0456,Globigerina bulloides,,-44.95,5.97,(0-500),5.46,1.27,
0457,Globigerina bulloides,,-44.95,5.97,(0-500),5.46,1.27,discordant
0458,Globigerina bulloides,,-42.88,8.97,(0-500),7.82,1.68,
0459,Globigerina bulloides,,-42.88,8.97,(0-500),7.82,1.68,
0460,Globigerina bulloides,,-42.88,8.97,(0-500),7.82,1.68,
0461,Globigerina bulloides,,-42.88,8.97,(0-500),7.82,1.68,
0462,Globigerina bulloides,,-35.82,18.10,(0-500),12.13,3.43,
0463,Globigerina bulloides,,-35.82,18.10,(0-500),12.13,3.43,
0464,Globigerina bulloides,,-48.57,-6.00,(0-500),2.49,0.66,discordant
0465,Globigerina bulloides,,42.00,4.84,(0-500),13.49,1.15,
0466,Globigerina bulloides,,-48.32,7.76,(0-500),3.25,0.80,
0467,Globigerina bulloides,,-48.32,7.76,(0-500),3.25,0.80,discordant
0468,Globigerina bulloides,,64.00,-12.10,(0-500),6.97,1.03,
0469,Globigerina bulloides,,63.35,-13.31,(0-500),8.16,0.67,
0470,Globigerina bulloides,,63.05,-13.84,(0-500),8.41,0.63,
0471,Globigerina bulloides,,61.63,-16.50,(0-500),8.49,0.72,
0472,Globigerina bulloides,,60.40,-12.42,(0-500),9.38,0.86,
0473,Globigerina bulloides,,59.67,-9.30,(0-500),9.33,0.61,
0474,Globigerina bulloides,,60.10,-7.14,(0-500),8.80,0.91,
0475,Globigerina bulloides,,61.36,-3.21,(0-500),6.87,2.16,
0476,Globigerina bulloides,,62.78,3.90,(0-500),8.77,1.20,
0477,Globigerina bulloides,,63.08,2.99,(0-500),7.14,1.94,
0478,Globigerina bulloides,,63.25,2.60,(0-500),6.83,2.10,
0479,Globigerina bulloides,,63.76,1.39,(0-500),5.93,2.32,
0480,Globigerina bulloides,,64.01,-0.73,(0-500),4.34,2.40,
0481,Globigerina bulloides,,64.57,-0.72,(0-500),4.51,2.49,
0482,Globigerina bulloides,,65.10,-2.42,(0-500),3.32,2.07,
0483,Globigerina bulloides,,63.46,3.04,(0-500),6.89,2.01,
0484,Globigerina bulloides,,66.61,2.66,(0-500),5.82,2.02,
0485,Globigerina bulloides,,65.51,-7.18,(0-500),1.95,1.61,
0486,Globigerina bulloides,,66.61,1.55,(0-500),5.23,2.15,
0487,Globigerina bulloides,,67.04,-6.59,(0-500),2.68,1.55,
0488,Globigerina bulloides,,62.89,1.37,(0-500),6.80,2.24,
0489,Globigerina bulloides,,37.09,-32.03,(0-500),14.93,2.30,
0490,Globigerina bulloides,,58.76,-25.96,(0-500),8.09,1.07,
0491,Globigerina bulloides,,37.74,-10.17,(0-500),13.67,1.96,
0492,Globigerina bulloides,,-54.19,144.78,(0-500),2.42,0.69,
0493,Globigerina bulloides,,-50.59,147.15,(0-500),8.28,0.69,discordant
0494,Globigerina bulloides,,-49.02,128.77,(0-500),8.79,0.44,discordant
0495,Globigerina bulloides,,-52.94,109.92,(0-500),2.19,0.30,discordant
0496,Globigerina bulloides,,-46.07,90.11,(0-500),8.15,0.85,
0497,Globigerina bulloides,,-45.75,82.93,(0-500),7.77,1.18,
0498,Globigerina bulloides,,36.79,11.82,(0-500),15.94,2.34,
0499,Globigerina bulloides,,39.16,15.08,(0-500),15.11,2.22,discordant
0500,Globigerina bulloides,,39.67,13.57,(0-500),15.14,2.36,
0501,Globigerina bulloides,,41.52,17.98,(0-500),14.08,1.24,
0502,Globigerina bulloides,,40.55,13.35,(0-500),14.85,1.86,
0503,Globigerina bulloides,,50.42,167.73,(0-500),4.06,1.29,
0504,Globigerina bulloides,,-22.45,12.36,(0-500),11.19,2.91,
0505,Globigerina bulloides,,62.89,1.38,(0-500),6.79,2.24,
0506,Globigerina bulloides,,67.00,-6.21,(0-500),2.68,1.51,
0507,Globigerina bulloides,,41.10,4.84,(0-500),13.61,1.50,
0508,Globigerina bulloides,,66.34,-0.36,(0-500),4.37,2.27,
0509,Globigerina bulloides,,65.39,-4.74,(0-500),3.06,1.90,
0510,Globigerina bulloides,,51.57,-20.00,(0-500),10.45,1.10,
0511,Globigerina bulloides,,53.18,-19.14,(0-500),10.30,1.03,
0512,Globigerina bulloides,,53.54,-20.29,(0-500),10.11,1.14,
0513,Globigerina bulloides,,66.94,7.74,(0-500),6.69,1.67,
0514,Globigerina bulloides,,67.50,8.36,(0-500),6.42,1.62,
0515,Globigerina bulloides,,70.99,16.40,(0-500),6.06,1.06,
0516,Globigerina bulloides,,71.10,15.28,(0-500),6.02,1.11,
0517,Globigerina bulloides,,66.77,4.92,(0-500),6.28,1.80,
0518,Globigerina bulloides,,67.08,2.91,(0-500),5.87,1.88,
0519,Globigerina bulloides,,67.83,1.50,(0-500),5.18,1.97,
0520,Globigerina bulloides,,68.24,1.00,(0-500),4.91,1.92,
0521,Globigerina bulloides,,68.50,0.83,(0-500),4.92,1.84,
0522,Globigerina bulloides,,68.73,0.16,(0-500),4.70,1.68,
0523,Globigerina bulloides,,70.00,-2.99,(0-500),4.19,1.69,
0524,Globigerina bulloides,,68.42,4.01,(0-500),5.67,1.53,
0525,Globigerina bulloides,,65.51,-0.12,(0-500),4.44,2.45,
0526,Globigerina bulloides,,66.54,6.69,(0-500),7.57,1.12,
0527,Globigerina bulloides,,52.55,-20.33,(0-500),10.11,1.13,
0528,Globigerina bulloides,,65.42,-3.23,(0-500),3.32,2.20,
0529,Globigerina bulloides,,70.03,-0.07,(0-500),5.19,1.16,
0530,Globigerina bulloides,,64.54,-28.20,(0-500),6.96,0.75,
0531,Globigerina bulloides,,63.06,0.79,(0-500),6.47,2.28,
0532,Globigerina bulloides,,65.03,-28.28,(0-500),6.62,0.74,
0533,Globigerina bulloides,,67.35,8.31,(0-500),6.50,1.66,
0534,Globigerina bulloides,,67.58,7.22,(0-500),6.16,1.72,
0535,Globigerina bulloides,,67.68,7.08,(0-500),6.09,1.70,
0536,Globigerina bulloides,,67.62,5.77,(0-500),5.89,1.81,
0537,Globigerina bulloides,,62.01,-2.17,(0-500),6.72,2.17,
0538,Globigerina bulloides,,62.05,-2.51,(0-500),6.35,2.31,
0539,Globigerina bulloides,,63.74,-25.74,(0-500),7.46,0.99,
0540,Globigerina bulloides,,63.16,-28.84,(0-500),6.69,0.85,
0541,Globigerina bulloides,,62.79,-29.89,(0-500),6.23,0.82,
0542,Globigerina bulloides,,63.40,-28.06,(0-500),6.92,0.85,
0543,Globigerina bulloides,,63.25,-27.60,(0-500),7.03,0.72,
0544,Globigerina bulloides,,63.00,-29.91,(0-500),6.23,0.83,
0545,Globigerina bulloides,,62.25,-30.22,(0-500),6.22,0.88,
0546,Globigerina bulloides,,63.76,-28.66,(0-500),6.77,0.78,
0547,Globigerina bulloides,,64.80,-29.60,(0-500),6.59,0.80,
0548,Globigerina bulloides,,64.69,-29.09,(0-500),6.76,0.87,
0549,Globigerina bulloides,,-48.32,7.76,(0-500),3.25,0.80,
0550,Globigerina bulloides,,42.04,4.15,(0-500),13.52,1.19,
0551,Globigerina bulloides,,-43.82,51.32,(0-500),4.35,1.76,
0552,Globigerina bulloides,,-41.72,13.05,(0-500),9.82,1.94,discordant
0553,Globigerina bulloides,,-41.13,13.48,(0-500),10.36,2.06,
0554,Globigerina bulloides,,-41.13,13.48,(0-500),10.36,2.06,
0555,Globigerina bulloides,,-41.13,13.48,(0-500),10.36,2.06,discordant
0556,Globigerina bulloides,,-41.13,13.48,(0-500),10.36,2.06,discordant
0557,Globigerina bulloides,,-41.13,13.48,(0-500),10.36,2.06,discordant
0558,Globigerina bulloides,,-40.81,13.72,(0-500),10.62,2.10,
0559,Globigerina bulloides,,-40.81,13.72,(0-500),10.62,2.10,
0560,Globigerina bulloides,,-40.81,13.72,(0-500),10.62,2.10,discordant
0561,Globigerina bulloides,,-40.81,13.72,(0-500),10.62,2.10,discordant
0562,Globigerina bulloides,,-40.81,13.72,(0-500),10.62,2.10,discordant
0563,Globigerina bulloides,,-50.40,-14.08,(0-500),2.59,0.79,discordant
0564,Globigerina bulloides,,-50.40,-14.08,(0-500),2.59,0.79,discordant
0565,Globigerina bulloides,,-50.40,-14.08,(0-500),2.59,0.79,discordant
0566,Globigerina bulloides,,-49.01,-12.70,(0-500),3.10,0.78,
0567,Globigerina bulloides,,-49.01,-12.70,(0-500),3.10,0.78,discordant
0568,Globigerina bulloides,,-49.01,-12.70,(0-500),3.10,0.78,discordant
0569,Globigerina bulloides,,-41.72,13.05,(0-500),9.82,1.94,discordant
0570,Globigerina bulloides,,-49.01,-12.70,(0-500),3.10,0.78,discordant
0571,Globigerina bulloides,,-41.72,13.05,(0-500),9.82,1.94,discordant
0572,Globigerina bulloides,,-43.22,11.76,(0-500),8.06,1.84,
0573,Globigerina bulloides,,-48.32,7.76,(0-500),3.25,0.80,discordant
0574,Globigerina bulloides,,-48.32,7.76,(0-500),3.25,0.80,discordant
0575,Globigerina bulloides,,-47.75,8.00,(0-500),3.52,0.89,
0576,Globigerina bulloides,,-47.75,8.00,(0-500),3.52,0.89,
0577,Globigerina bulloides,,-47.75,8.00,(0-500),3.52,0.89,
0578,Globigerina bulloides,,-47.75,8.00,(0-500),3.52,0.89,discordant
0579,Globigerina bulloides,,-47.75,8.00,(0-500),3.52,0.89,discordant
0580,Globigerina bulloides,,-47.02,7.96,(0-500),4.27,0.97,
0581,Globigerina bulloides,,-47.02,7.96,(0-500),4.27,0.97,
0582,Globigerina bulloides,,-47.02,7.96,(0-500),4.27,0.97,
0583,Globigerina bulloides,,-47.02,7.96,(0-500),4.27,0.97,discordant
0584,Globigerina bulloides,,-47.02,7.96,(0-500),4.27,0.97,discordant
0585,Globigerina bulloides,,-46.37,7.04,(0-500),4.36,1.09,
0586,Globigerina bulloides,,-46.37,7.04,(0-500),4.36,1.09,
0587,Globigerina bulloides,,-46.37,7.04,(0-500),4.36,1.09,
0588,Globigerina bulloides,,-46.37,7.04,(0-500),4.36,1.09,
0589,Globigerina bulloides,,-46.37,7.04,(0-500),4.36,1.09,discordant
0590,Globigerina bulloides,,-42.69,12.19,(0-500),8.64,1.78,discordant
0591,Globigerina bulloides,,38.88,143.32,(0-500),7.15,3.54,
0592,Globigerina bulloides,,-49.01,-12.70,(0-500),3.10,0.78,discordant
0593,Globigerina bulloides,,-48.23,-11.03,(0-500),3.01,0.71,discordant
0594,Globigerina bulloides,,-42.70,12.18,(0-500),8.65,1.79,
0595,Globigerina bulloides,,-42.70,12.18,(0-500),8.65,1.79,
0596,Globigerina bulloides,,-42.70,12.18,(0-500),8.65,1.79,discordant
0597,Globigerina bulloides,,-50.16,5.77,(0-500),2.38,0.43,discordant
0598,Globigerina bulloides,,-50.16,5.77,(0-500),2.38,0.43,discordant
0599,Globigerina bulloides,,-50.16,5.77,(0-500),2.38,0.43,discordant
0600,Globigerina bulloides,,54.36,-148.47,(0-500),4.68,1.55,
0601,Globigerina bulloides,,54.29,-149.61,(0-500),4.67,1.50,discordant
0602,Globigerina bulloides,,54.42,-149.43,(0-500),4.61,1.42,
0603,Globigerina bulloides,,42.63,-10.17,(0-500),12.42,1.32,
0605,Globigerina bulloides,,34.53,-120.89,(0-500),9.72,2.04,
0606,Globigerina bulloides,,32.83,-119.98,(0-500),9.14,2.58,
0607,Globigerina bulloides,,40.55,-10.44,(0-500),12.92,1.63,
0608,Globigerina bulloides,,10.76,51.95,(0-500),15.91,4.95,
0609,Globigerina bulloides,,55.50,-14.70,(0-500),10.19,0.71,
0610,Globigerina bulloides,,41.28,17.62,(0-500),15.26,2.50,
0611,Globigerina bulloides,,-42.70,12.18,(0-500),8.65,1.79,
0612,Globigerina bulloides,,-48.23,-11.03,(0-500),3.01,0.71,
0613,Globigerina bulloides,,-45.62,9.61,(0-500),5.63,1.36,
0614,Globigerina bulloides,,-45.62,9.61,(0-500),5.63,1.36,
0615,Globigerina bulloides,,-48.23,-11.03,(0-500),3.01,0.71,discordant
0616,Globigerina bulloides,,-48.23,-11.03,(0-500),3.01,0.71,discordant
0617,Globigerina bulloides,,-50.95,-7.50,(0-500),2.06,0.42,discordant
0618,Globigerina bulloides,,-50.95,-7.50,(0-500),2.06,0.42,discordant
0619,Globigerina bulloides,,-50.16,5.75,(0-500),2.37,0.42,discordant
0620,Globigerina bulloides,,-50.16,5.75,(0-500),2.37,0.42,discordant
0621,Globigerina bulloides,,-48.90,6.73,(0-500),3.02,0.70,discordant
0622,Globigerina bulloides,,-48.90,6.73,(0-500),3.02,0.70,discordant
0623,Globigerina bulloides,,-48.90,6.73,(0-500),3.02,0.70,discordant
0624,Globigerina bulloides,,-48.90,6.73,(0-500),3.02,0.70,
0625,Globigerina bulloides,,-46.77,7.59,(0-500),4.40,1.10,
0626,Globigerina bulloides,,-46.77,7.59,(0-500),4.40,1.10,
0627,Globigerina bulloides,,-46.77,7.59,(0-500),4.40,1.10,discordant
0628,Globigerina bulloides,,-46.77,7.59,(0-500),4.40,1.10,discordant
0629,Globigerina bulloides,,-45.62,9.61,(0-500),5.63,1.36,discordant
0630,Globigerina bulloides,,-45.62,9.61,(0-500),5.63,1.36,discordant
0631,Globigerina bulloides,,-45.62,9.61,(0-500),5.63,1.36,discordant
0632,Globigerina bulloides,,-45.62,9.61,(0-500),5.63,1.36,
0633,Globigerina bulloides,,39.95,1.59,(0-500),13.60,1.52,
0634,Globigerina bulloides,,37.77,-10.18,(0-500),13.67,1.96,
0635,Globigerinoides ruber white,,33.19,-9.83,(0-500),14.79,2.48,
0636,Globigerinoides ruber white,,15.40,-17.28,(0-500),15.70,3.70,
0637,Globigerinoides ruber white,,15.38,-17.25,(0-500),15.82,3.79,
0638,Globigerinoides ruber white,,15.38,-17.20,(0-500),15.82,3.80,
0639,Globigerinoides ruber white,,15.35,-17.19,(0-500),19.82,3.78,
0640,Globigerinoides ruber white,,15.34,-18.18,(0-500),13.49,3.76,
0642,Globigerinoides ruber white,,21.15,-18.57,(0-500),14.52,2.92,
0643,Globigerinoides ruber white,,23.13,-17.74,(0-500),15.26,2.92,
0644,Globigerinoides ruber white,,23.04,-17.41,(0-500),14.92,2.81,
0645,Globigerinoides ruber white,,22.99,-17.33,(0-500),17.38,1.66,
0646,Globigerinoides ruber white,,22.92,-17.22,(0-500),17.12,1.70,
0647,Globigerinoides ruber white,,22.91,-17.19,(0-500),17.05,1.69,
0648,Globigerinoides ruber white,,22.90,-17.16,(0-500),16.98,1.72,
0649,Globigerinoides ruber white,,23.50,-18.72,(0-500),15.96,3.18,
0650,Globigerinoides ruber white,,26.84,-15.11,(0-500),15.57,2.85,
0651,Globigerinoides ruber white,,26.65,-15.05,(0-500),15.57,2.86,
0652,Globigerinoides ruber white,,26.41,-14.96,(0-500),15.49,2.84,
0653,Globigerinoides ruber white,,26.49,-14.93,(0-500),15.48,2.85,
0654,Globigerinoides ruber white,,26.29,-14.86,(0-500),19.94,1.45,
0655,Globigerinoides ruber white,,26.23,-14.81,(0-500),19.78,1.44,
0656,Globigerinoides ruber white,,26.20,-14.79,(0-500),19.73,1.42,
0657,Globigerinoides ruber white,,26.00,-14.67,(0-500),20.10,1.60,
0658,Globigerinoides ruber white,,27.05,-15.05,(0-500),15.58,2.88,
0659,Globigerinoides ruber white,,0.96,8.88,(0-500),25.37,2.82,
0660,Globigerinoides ruber white,,-21.62,-39.98,(0-500),20.84,3.40,
0661,Globigerinoides ruber white,,0.01,-23.49,(0-500),13.90,5.85,
0662,Globigerinoides ruber white,,-8.92,-33.70,(0-500),15.84,7.49,
0663,Globigerinoides ruber white,,-8.73,-34.13,(0-500),16.12,7.26,
0664,Globigerinoides ruber white,,-8.56,-34.48,(0-500),22.51,4.30,
0665,Globigerinoides ruber white,,15.43,-17.34,(0-500),15.66,3.66,
0666,Globigerinoides ruber white,,-8.57,-34.34,(0-500),16.37,7.10,
0667,Globigerinoides ruber white,,15.48,-17.36,(0-500),15.71,3.73,
0668,Globigerinoides ruber white,,15.83,-17.85,(0-500),13.52,3.72,
0669,Globigerinoides ruber white,,21.00,-17.73,(0-500),15.82,2.00,discordant
0670,Globigerinoides ruber white,,20.99,-17.70,(0-500),15.80,2.06,discordant
0671,Globigerinoides ruber white,,20.99,-17.68,(0-500),15.81,2.08,discordant
0672,Globigerinoides ruber white,,20.99,-17.66,(0-500),15.78,2.06,discordant
0673,Globigerinoides ruber white,,21.00,-17.62,(0-500),18.69,1.30,discordant
0674,Globigerinoides ruber white,,18.05,-18.07,(0-500),13.29,3.37,
0675,Globigerinoides ruber white,,18.08,-18.01,(0-500),13.26,3.33,
0676,Globigerinoides ruber white,,18.88,-16.74,(0-500),18.81,3.32,
0677,Globigerinoides ruber white,,18.84,-18.77,(0-500),13.38,3.29,
0678,Globigerinoides ruber white,,18.73,-16.96,(0-500),13.37,3.14,
0679,Globigerinoides ruber white,,18.75,-16.83,(0-500),17.03,3.18,
0680,Globigerinoides ruber white,,18.75,-16.83,(0-500),17.03,3.18,
0681,Globigerinoides ruber white,,18.77,-16.89,(0-500),13.31,3.03,
0682,Globigerinoides ruber white,,14.15,-17.87,(0-500),13.54,3.71,
0683,Globigerinoides ruber white,,14.14,-17.65,(0-500),13.55,3.66,
0684,Globigerinoides ruber white,,14.11,-17.60,(0-500),19.65,3.89,
0685,Globigerinoides ruber white,,14.11,-17.55,(0-500),19.76,4.02,
0686,Globigerinoides ruber white,,14.12,-17.54,(0-500),19.81,4.02,
0687,Globigerinoides ruber white,,14.12,-17.53,(0-500),19.80,4.01,
0688,Globigerinoides ruber white,,14.12,-17.52,(0-500),19.80,4.01,
0689,Globigerinoides ruber white,,14.12,-17.52,(0-500),19.80,4.01,
0690,Globigerinoides ruber white,,14.13,-17.45,(0-500),19.78,3.99,
0691,Globigerinoides ruber white,,19.37,-19.93,(0-500),14.14,3.47,
0692,Globigerinoides ruber white,,12.53,-17.64,(0-500),14.09,4.10,
0693,Globigerinoides ruber white,,12.53,-17.62,(0-500),20.35,4.20,
0694,Globigerinoides ruber white,,12.54,-17.60,(0-500),20.36,4.18,
0695,Globigerinoides ruber white,,12.54,-17.59,(0-500),20.30,4.17,
0696,Globigerinoides ruber white,,12.54,-17.58,(0-500),20.32,4.17,
0697,Globigerinoides ruber white,,12.54,-17.56,(0-500),20.22,4.13,
0698,Globigerinoides ruber white,,15.57,-17.55,(0-500),13.56,3.62,
0699,Globigerinoides ruber white,,20.98,-17.88,(0-500),13.98,2.58,discordant
0700,Globigerinoides ruber white,,-21.27,-38.93,(0-500),17.38,5.21,
0701,Globigerinoides ruber white,,-20.96,-39.56,(0-500),16.90,5.26,
0702,Globigerinoides ruber white,,7.34,-20.47,(0-500),13.59,5.00,
0703,Globigerinoides ruber white,,-3.48,-7.59,(0-500),13.29,4.97,
0704,Globigerinoides ruber white,,-5.54,-1.77,(0-500),12.90,5.03,
0705,Globigerinoides ruber white,,-6.21,0.88,(0-500),12.76,4.59,
0706,Globigerinoides ruber white,,-21.60,5.03,(0-500),12.99,4.31,
0707,Globigerinoides ruber white,,-21.72,5.43,(0-500),12.82,4.17,
0708,Globigerinoides ruber white,,-22.06,5.54,(0-500),12.84,4.16,
0709,Globigerinoides ruber white,,-21.06,8.23,(0-500),12.35,4.04,
0710,Globigerinoides ruber white,,-17.17,11.55,(0-500),16.09,1.74,
0712,Globigerinoides ruber white,,-11.74,10.55,(0-500),12.80,4.11,
0713,Globigerinoides ruber white,,-11.77,11.68,(0-500),12.88,4.22,
0714,Globigerinoides ruber white,,-11.59,11.70,(0-500),12.96,4.27,
0715,Globigerinoides ruber white,,-11.78,12.85,(0-500),13.01,4.27,
0716,Globigerinoides ruber white,,-11.79,13.30,(0-500),14.74,4.26,
0717,Globigerinoides ruber white,,-11.80,13.45,(0-500),20.85,3.62,
0719,Globigerinoides ruber white,,-6.58,10.32,(0-500),13.30,4.58,
0720,Globigerinoides ruber white,,-6.40,10.94,(0-500),13.37,4.62,
0721,Globigerinoides ruber white,,-6.29,11.30,(0-500),13.89,4.60,
0722,Globigerinoides ruber white,,-6.24,11.50,(0-500),19.07,3.44,
0723,Globigerinoides ruber white,,-5.87,11.97,(0-500),25.59,2.25,
0724,Globigerinoides ruber white,,-5.70,11.71,(0-500),22.06,3.17,
0725,Globigerinoides ruber white,,17.43,-77.66,(0-500),23.07,4.40,
0726,Globigerinoides ruber white,,31.31,-30.48,(0-500),17.35,2.58,
0727,Globigerinoides ruber white,,33.75,-32.16,(0-500),16.68,2.61,
0728,Globigerinoides ruber white,,33.85,-30.09,(0-500),16.17,2.63,
0729,Globigerinoides ruber white,,35.41,-29.42,(0-500),15.02,2.68,
0730,Globigerinoides ruber white,,38.57,-25.03,(0-500),13.99,2.13,
0731,Globigerinoides ruber white,,20.92,-19.72,(0-500),15.04,3.34,
0732,Globigerinoides ruber white,,-20.82,-39.86,(0-500),16.95,4.96,
0733,Globigerinoides ruber white,,1.66,-10.98,(0-500),13.53,5.63,
0734,Globigerinoides ruber white,,-5.94,-8.14,(0-500),12.77,5.59,
0735,Globigerinoides ruber white,,-29.11,-45.22,(0-500),16.60,3.87,
0736,Globigerinoides ruber white,,-27.91,-45.88,(0-500),17.01,4.34,
0737,Globigerinoides ruber white,,-26.74,-46.74,(0-500),20.88,2.41,
0738,Globigerinoides ruber white,,-6.57,10.32,(0-500),13.33,4.61,
0739,Globigerinoides ruber white,,1.95,3.55,(0-500),13.59,5.53,
0740,Globigerinoides ruber white,,4.03,-41.68,(0-500),14.46,7.49,
0741,Globigerinoides ruber white,,3.68,-32.01,(0-500),14.28,6.25,
0742,Globigerinoides ruber white,,-15.54,-17.07,(0-500),15.02,5.91,
0743,Globigerinoides ruber white,,-20.37,-12.71,(0-500),15.43,5.20,
0744,Globigerinoides ruber white,,-15.53,-11.58,(0-500),13.95,5.52,
0745,Globigerinoides ruber white,,-15.53,-10.73,(0-500),14.24,5.66,
0746,Globigerinoides ruber white,,-15.68,-9.46,(0-500),13.87,5.44,
0747,Globigerinoides ruber white,,-4.33,-10.26,(0-500),13.04,5.10,
0748,Globigerinoides ruber white,,-0.08,-10.78,(0-500),13.41,5.34,
0749,Globigerinoides ruber white,,-1.20,-11.71,(0-500),13.29,5.22,
