Sample,Ref,d18Osw,sd18Osw,T,sT
1709,Waelbroeck et al (2005),-0.22,0.10,10.14,1.98
1710,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1711,Waelbroeck et al (2005),0.48,0.15,16.36,2.91
1712,Waelbroeck et al (2005),0.38,0.12,14.80,2.37
1713,Waelbroeck et al (2005),-0.21,0.10,10.35,2.06
1714,Waelbroeck et al (2005),-0.12,0.10,12.01,2.65
1715,Waelbroeck et al (2005),-0.21,0.10,10.31,2.00
1716,Waelbroeck et al (2005),0.39,0.12,15.34,2.09
1717,Waelbroeck et al (2005),-0.21,0.10,10.31,2.00
1718,Waelbroeck et al (2005),-0.21,0.10,10.31,2.00
1719,Waelbroeck et al (2005),0.03,0.10,14.01,3.37
1720,Waelbroeck et al (2005),0.03,0.10,14.01,3.37
1721,Waelbroeck et al (2005),-0.05,0.10,12.40,2.58
1722,Waelbroeck et al (2005),0.48,0.15,16.36,2.91
1723,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
1724,Waelbroeck et al (2005),-0.29,0.13,5.03,1.14
1725,Waelbroeck et al (2005),0.39,0.12,15.34,2.09
1726,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1727,Waelbroeck et al (2005),-0.31,0.14,3.93,1.21
1728,Waelbroeck et al (2005),0.32,0.11,9.91,1.34
1729,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1730,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
1731,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1732,Waelbroeck et al (2005),-0.05,0.12,10.14,1.21
1733,Waelbroeck et al (2005),0.03,0.10,14.01,3.37
1734,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1735,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1736,Waelbroeck et al (2005),0.37,0.12,14.59,2.46
1737,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1738,Waelbroeck et al (2005),-0.02,0.10,12.44,2.48
1739,Waelbroeck et al (2005),-0.31,0.12,3.30,1.16
1740,Waelbroeck et al (2005),0.02,0.12,10.58,1.16
1741,Waelbroeck et al (2005),0.02,0.12,10.58,1.16
1742,Waelbroeck et al (2005),0.07,0.12,10.83,1.25
1743,Waelbroeck et al (2005),0.09,0.15,5.59,2.40
1744,Waelbroeck et al (2005),0.01,0.15,5.38,2.32
1745,Waelbroeck et al (2005),-0.23,0.10,9.64,2.02
1746,Waelbroeck et al (2005),0.48,0.15,16.36,2.91
1747,Waelbroeck et al (2005),0.14,0.15,8.40,1.54
1748,Waelbroeck et al (2005),0.06,0.15,5.30,2.21
1749,Waelbroeck et al (2005),-0.23,0.10,9.47,2.06
1750,Waelbroeck et al (2005),-0.12,0.10,12.01,2.65
1751,Waelbroeck et al (2005),0.36,0.10,15.89,1.41
1752,Waelbroeck et al (2005),0.36,0.10,15.89,1.41
1753,Waelbroeck et al (2005),-0.12,0.10,12.01,2.65
1754,Waelbroeck et al (2005),-0.12,0.10,12.01,2.65
1755,Waelbroeck et al (2005),0.03,0.10,14.01,3.37
1756,Waelbroeck et al (2005),0.35,0.10,9.14,1.40
1757,Waelbroeck et al (2005),0.73,0.10,15.90,2.55
1758,Waelbroeck et al (2005),-0.31,0.13,2.34,1.18
1759,Waelbroeck et al (2005),-0.24,0.10,9.86,1.90
1760,Waelbroeck et al (2005),-0.22,0.10,10.14,1.98
1761,Waelbroeck et al (2005),-0.31,0.12,3.30,1.16
1762,Waelbroeck et al (2005),0.12,0.10,13.60,1.27
1763,Waelbroeck et al (2005),0.03,0.10,14.01,3.37
1764,Waelbroeck et al (2005),0.74,0.10,14.75,1.88
1765,Waelbroeck et al (2005),-0.12,0.10,12.01,2.65
1766,Waelbroeck et al (2005),0.38,0.12,14.80,2.37
1767,Waelbroeck et al (2005),-0.00,0.10,13.33,2.91
1768,Waelbroeck et al (2005),0.85,0.10,15.58,2.20
1769,Waelbroeck et al (2005),-0.27,0.12,2.46,1.09
1770,Elderfield and Ganssen (2000),0.21,0.14,8.92,1.18
1771,Waelbroeck et al (2005),-0.27,0.12,2.49,1.07
1772,Waelbroeck et al (2005),-0.27,0.12,3.09,1.09
1773,Waelbroeck et al (2005),-0.20,0.11,5.19,1.07
1774,Waelbroeck et al (2005),-0.04,0.11,8.77,1.36
1775,Waelbroeck et al (2005),-0.26,0.12,3.76,1.16
1776,Waelbroeck et al (2005),-0.27,0.12,2.46,1.09
1777,Elderfield and Ganssen (2000),0.22,0.13,8.91,1.12
1778,Waelbroeck et al (2005),-0.27,0.12,2.49,1.07
1779,Elderfield and Ganssen (2000),0.84,0.10,16.61,1.90
1780,Waelbroeck et al (2005),-0.27,0.12,2.49,1.07
1781,Waelbroeck et al (2005),-0.19,0.11,5.85,1.05
1782,Waelbroeck et al (2005),0.13,0.10,12.88,1.48
1783,Elderfield and Ganssen (2000),0.20,0.12,8.41,1.19
1784,Waelbroeck et al (2005),-0.32,0.11,3.61,3.10
1785,Waelbroeck et al (2005),-0.27,0.12,2.49,1.07
1786,Waelbroeck et al (2005),0.21,0.12,5.82,1.11
1787,Elderfield and Ganssen (2000),0.22,0.12,8.92,1.13
1788,Waelbroeck et al (2005),-0.27,0.12,3.09,1.09
1789,Waelbroeck et al (2005),0.41,0.10,6.00,1.31
1790,Waelbroeck et al (2005),0.36,0.10,7.52,1.21
1791,Waelbroeck et al (2005),-0.08,0.15,-0.72,1.34
1792,Waelbroeck et al (2005),-0.26,0.12,3.76,1.16
1793,Waelbroeck et al (2005),0.44,0.13,7.37,1.39
1794,Waelbroeck et al (2005),-0.22,0.13,5.71,1.13
1795,Waelbroeck et al (2005),-0.22,0.13,5.71,1.13
1796,Waelbroeck et al (2005),0.31,0.10,5.40,1.17
1797,Waelbroeck et al (2005),-0.26,0.12,2.95,1.08
1798,Waelbroeck et al (2005),0.31,0.10,5.65,1.13
1799,Waelbroeck et al (2005),0.31,0.10,5.40,1.17
1800,Waelbroeck et al (2005),0.27,0.10,4.37,1.13
1801,Waelbroeck et al (2005),0.30,0.10,5.21,1.14
1802,Waelbroeck et al (2005),0.17,0.11,0.55,1.27
1803,Waelbroeck et al (2005),-0.26,0.12,2.95,1.08
1804,Waelbroeck et al (2005),0.29,0.10,4.56,1.13
1805,Waelbroeck et al (2005),0.39,0.11,7.37,1.26
1806,Waelbroeck et al (2005),0.17,0.13,6.80,1.61
1807,Waelbroeck et al (2005),-0.26,0.12,2.95,1.08
1808,Waelbroeck et al (2005),0.01,0.18,4.68,1.16
1809,Waelbroeck et al (2005),0.61,0.13,13.25,1.91
1810,Waelbroeck et al (2005),-0.26,0.12,3.31,1.11
1811,Waelbroeck et al (2005),0.45,0.16,10.48,1.81
1812,Waelbroeck et al (2005),0.32,0.10,3.09,1.16
1813,Waelbroeck et al (2005),-0.26,0.12,3.76,1.16
1814,Waelbroeck et al (2005),0.23,0.10,2.01,1.12
1815,Waelbroeck et al (2005),-0.22,0.13,5.71,1.13
1816,Waelbroeck et al (2005),0.27,0.10,4.37,1.13
1817,Waelbroeck et al (2005),-0.26,0.12,3.31,1.11
1818,Waelbroeck et al (2005),0.18,0.11,0.92,1.22
1819,Waelbroeck et al (2005),-0.61,0.12,0.62,1.52
1820,Waelbroeck et al (2005),0.34,0.10,7.31,1.23
1821,Waelbroeck et al (2005),0.44,0.11,10.77,1.30
1822,Waelbroeck et al (2005),0.26,0.10,3.19,1.11
1823,Waelbroeck et al (2005),0.16,0.11,1.10,1.33
1824,Waelbroeck et al (2005),-0.26,0.12,3.31,1.11
1825,Waelbroeck et al (2005),0.31,0.10,3.05,1.15
1826,Waelbroeck et al (2005),0.43,0.13,7.38,1.36
1827,Waelbroeck et al (2005),0.11,0.10,10.26,1.09
1828,Waelbroeck et al (2005),-0.46,0.14,2.99,1.32
1829,Waelbroeck et al (2005),0.11,0.11,-0.28,1.25
1830,Waelbroeck et al (2005),0.14,0.11,0.69,1.30
1831,Waelbroeck et al (2005),0.36,0.11,10.39,1.21
1832,Waelbroeck et al (2005),-0.06,0.14,-0.56,1.32
1833,Waelbroeck et al (2005),-0.08,0.13,-0.67,1.26
1834,Waelbroeck et al (2005),0.61,0.13,13.25,1.91
1835,Waelbroeck et al (2005),-0.59,0.12,0.74,1.55
1836,Waelbroeck et al (2005),-0.24,0.13,4.84,1.11
1837,Waelbroeck et al (2005),0.35,0.10,7.47,1.20
1838,Waelbroeck et al (2005),0.21,0.10,1.43,1.16
1839,Waelbroeck et al (2005),0.18,0.11,1.04,1.23
1840,Waelbroeck et al (2005),0.18,0.11,1.04,1.23
1841,Waelbroeck et al (2005),0.14,0.11,0.42,1.32
1842,Waelbroeck et al (2005),0.14,0.11,0.42,1.32
1843,Waelbroeck et al (2005),-0.24,0.13,4.84,1.11
1844,Waelbroeck et al (2005),0.14,0.11,0.85,1.28
1845,Waelbroeck et al (2005),0.14,0.11,0.24,1.25
1846,Waelbroeck et al (2005),0.14,0.11,0.24,1.25
1847,Waelbroeck et al (2005),0.13,0.11,0.29,1.26
1848,Waelbroeck et al (2005),0.44,0.11,10.77,1.30
1849,Waelbroeck et al (2005),0.12,0.11,-0.08,1.24
1850,Waelbroeck et al (2005),0.41,0.10,6.00,1.31
1851,Waelbroeck et al (2005),0.39,0.11,7.44,1.26
1852,Waelbroeck et al (2005),0.32,0.10,3.86,1.20
1853,Waelbroeck et al (2005),0.21,0.10,1.90,1.11
1854,Waelbroeck et al (2005),0.45,0.16,10.48,1.81
1855,Waelbroeck et al (2005),-0.04,0.11,8.77,1.36
1856,Waelbroeck et al (2005),0.42,0.10,5.95,1.36
1857,Waelbroeck et al (2005),0.42,0.10,5.95,1.36
1858,Waelbroeck et al (2005),-0.24,0.13,4.84,1.11
1859,Waelbroeck et al (2005),0.41,0.10,6.00,1.31
1860,Waelbroeck et al (2005),0.07,0.14,4.78,1.76
1861,Waelbroeck et al (2005),0.13,0.11,0.13,1.24
1862,Waelbroeck et al (2005),0.42,0.10,-0.58,1.29
1863,Waelbroeck et al (2005),0.11,0.13,4.71,1.68
1864,Waelbroeck et al (2005),-0.46,0.14,3.03,1.29
1865,Waelbroeck et al (2005),0.42,0.10,5.95,1.36
1866,Waelbroeck et al (2005),-0.24,0.13,4.84,1.11
1867,Waelbroeck et al (2005),0.42,0.10,5.95,1.36
1868,Waelbroeck et al (2005),-0.24,0.13,4.84,1.11
1869,Waelbroeck et al (2005),-0.05,0.11,-0.53,1.03
1870,Waelbroeck et al (2005),-0.03,0.16,-0.36,1.44
1871,Waelbroeck et al (2005),-0.11,0.15,-0.79,1.31
1872,Waelbroeck et al (2005),-0.24,0.13,4.84,1.11
1873,Waelbroeck et al (2005),-0.26,0.13,3.98,1.10
1874,Waelbroeck et al (2005),0.22,0.10,1.11,1.15
1875,Waelbroeck et al (2005),0.14,0.13,1.29,1.22
1876,Waelbroeck et al (2005),-0.22,0.10,2.51,1.08
1877,Waelbroeck et al (2005),-0.18,0.10,4.67,1.10
1878,Waelbroeck et al (2005),-0.27,0.12,2.46,1.09
1879,Waelbroeck et al (2005),-0.05,0.11,8.11,1.05
1880,Waelbroeck et al (2005),-0.27,0.12,2.46,1.09
1881,Waelbroeck et al (2005),-0.27,0.12,2.46,1.09
1882,Waelbroeck et al (2005),-0.21,0.11,4.65,1.10
1883,Waelbroeck et al (2005),0.07,0.11,11.76,1.38
1884,Waelbroeck et al (2005),0.42,0.10,5.55,1.27
1885,Waelbroeck et al (2005),-0.65,0.11,0.22,1.52
1886,Waelbroeck et al (2005),0.07,0.11,11.76,1.38
1887,Waelbroeck et al (2005),-0.09,0.15,-0.76,1.33
1888,Waelbroeck et al (2005),0.38,0.10,4.40,1.26
1889,Waelbroeck et al (2005),-0.59,0.12,0.74,1.55
1890,Waelbroeck et al (2005),-0.58,0.11,1.12,1.41
1891,Waelbroeck et al (2005),-0.50,0.13,2.53,1.31
1892,Waelbroeck et al (2005),-0.22,0.13,5.71,1.13
1893,Waelbroeck et al (2005),-0.22,0.13,5.71,1.13
1894,Waelbroeck et al (2005),-0.24,0.13,4.84,1.11
1895,Elderfield and Ganssen (2000),0.78,0.10,15.39,1.88
1896,Elderfield and Ganssen (2000),0.68,0.10,13.41,1.83
1897,Waelbroeck et al (2005),0.33,0.10,6.96,1.10
1898,Waelbroeck et al (2005),-0.57,0.27,4.87,1.37
1899,Waelbroeck et al (2005),0.17,0.13,6.80,1.61
1900,Meland et al. (2006),0.18,0.11,1.04,1.23
1901,Waelbroeck et al (2005),-0.20,0.12,10.39,2.49
1902,Meland et al. (2006),0.21,0.10,1.43,1.16
1903,Waelbroeck et al (2005),-0.46,0.14,3.03,1.29
1904,Elderfield and Ganssen (2000),0.21,0.15,9.44,1.26
1905,Waelbroeck et al (2005),0.35,0.10,7.85,1.14
1906,Waelbroeck et al (2005),-0.50,0.12,2.71,1.25
1907,Elderfield and Ganssen (2000),0.39,0.11,10.79,1.27
1908,Waelbroeck et al (2005),0.28,0.10,2.30,1.13
1909,Waelbroeck et al (2005),0.19,0.12,8.44,1.17
1910,Elderfield and Ganssen (2000),0.56,0.10,11.76,1.37
1911,Waelbroeck et al (2005),-0.26,0.12,3.98,1.10
1912,Waelbroeck et al (2005),-0.59,0.26,4.87,1.34
1913,Elderfield and Ganssen (2000),0.59,0.10,11.83,1.60
1914,Waelbroeck et al (2005),-0.26,0.12,3.98,1.10
1915,Waelbroeck et al (2005),0.42,0.10,5.55,1.27
1916,Waelbroeck et al (2005),-0.59,0.26,4.87,1.34
1917,Elderfield and Ganssen (2000),0.62,0.10,12.32,1.68
1918,Waelbroeck et al (2005),-0.26,0.12,3.98,1.10
1919,Waelbroeck et al (2005),0.18,0.13,7.22,1.58
1920,Meland et al. (2006),0.14,0.11,0.42,1.32
1921,Waelbroeck et al (2005),0.20,0.11,6.32,1.13
1922,Waelbroeck et al (2005),0.36,0.10,7.97,1.12
1923,Meland et al. (2006),0.27,0.10,1.82,1.12
1924,Elderfield and Ganssen (2000),0.86,0.10,17.17,2.04
1925,Meland et al. (2006),0.18,0.11,0.92,1.22
1926,Meland et al. (2006),0.31,0.10,4.53,1.22
1927,Elderfield and Ganssen (2000),0.79,0.10,15.83,2.14
1928,Meland et al. (2006),0.29,0.10,3.16,1.18
1929,Meland et al. (2006),0.35,0.10,3.65,1.25
1930,Meland et al. (2006),0.29,0.10,3.33,1.13
1931,Elderfield and Ganssen (2000),0.67,0.10,13.94,2.32
1932,Meland et al. (2006),0.17,0.11,0.71,1.27
1933,Meland et al. (2006),0.30,0.10,5.21,1.14
1934,Meland et al. (2006),0.42,0.12,7.39,1.32
1935,Elderfield and Ganssen (2000),0.67,0.10,13.94,2.32
1936,Meland et al. (2006),0.42,0.12,7.39,1.32
1937,Meland et al. (2006),0.27,0.10,2.21,1.12
1938,Waelbroeck et al (2005),-0.26,0.12,1.74,1.08
1939,Meland et al. (2006),0.33,0.10,3.19,1.19
1940,Elderfield and Ganssen (2000),0.34,0.12,10.24,1.21
1941,Waelbroeck et al (2005),-0.27,0.12,2.33,1.08
1942,Vazquez Riverios et al 2016,-0.25,0.12,1.05,1.07
1943,Kozdon et al. (2009),-0.03,0.15,-0.40,1.41
1944,Waelbroeck et al (2005),-0.27,0.12,2.33,1.08
1945,Vazquez Riverios et al 2016,-0.26,0.12,1.27,1.07
1946,Waelbroeck et al (2005),-0.27,0.12,2.33,1.08
1947,Waelbroeck et al (2005),-0.26,0.13,3.71,1.13
1948,Meland et al. (2006),0.18,0.11,2.00,1.23
1949,Waelbroeck et al (2005),-0.26,0.12,1.74,1.08
1950,Vazquez Riverios et al 2016,-0.25,0.12,1.15,1.09
1951,Waelbroeck et al (2005),-0.26,0.12,1.74,1.08
1952,Meland et al. (2006),0.23,0.10,1.90,1.11
1953,Waelbroeck et al (2005),-0.24,0.11,0.86,1.12
1954,Waelbroeck et al (2005),-0.25,0.11,1.03,1.12
1955,Elderfield and Ganssen (2000),0.64,0.10,13.06,2.02
1956,Waelbroeck et al (2005),-0.24,0.11,0.86,1.12
1957,Elderfield and Ganssen (2000),0.21,0.15,9.44,1.26
1958,Meland et al. (2006),0.42,0.12,7.35,1.32
1959,Meland et al. (2006),0.38,0.10,7.32,1.25
1960,Meland et al. (2006),0.35,0.10,7.29,1.22
1961,Meland et al. (2006),0.37,0.11,7.46,1.22
1962,Waelbroeck et al (2005),-0.20,0.11,5.43,1.36
1963,Waelbroeck et al (2005),-0.27,0.12,3.20,1.10
1964,Waelbroeck et al (2005),0.35,0.10,7.85,1.14
1965,Waelbroeck et al (2005),0.20,0.11,3.34,1.18
1966,Waelbroeck et al (2005),0.18,0.11,2.03,1.25
1967,Waelbroeck et al (2005),0.18,0.11,2.03,1.25
1968,Waelbroeck et al (2005),0.18,0.11,2.03,1.25
1969,Waelbroeck et al (2005),0.35,0.10,7.47,1.20
1970,Waelbroeck et al (2005),0.06,0.14,0.46,1.34
1971,Waelbroeck et al (2005),0.26,0.10,2.26,1.10
1972,Meland et al. (2006),0.34,0.10,6.22,1.20
1973,Elderfield and Ganssen (2000),0.37,0.11,10.51,1.22
1974,Waelbroeck et al (2005),-0.27,0.12,3.20,1.10
1975,Meland et al. (2006),0.31,0.10,5.48,1.15
1976,Elderfield and Ganssen (2000),0.62,0.10,12.32,1.68
1977,Meland et al. (2006),0.31,0.10,5.57,1.14
1978,Waelbroeck et al (2005),-0.24,0.11,0.86,1.12
1979,Meland et al. (2006),0.30,0.10,5.21,1.14
1980,Elderfield and Ganssen (2000),0.58,0.10,11.72,1.51
1981,Meland et al. (2006),0.17,0.11,0.55,1.27
1982,Meland et al. (2006),0.33,0.10,6.22,1.21
1983,Elderfield and Ganssen (2000),0.58,0.10,11.86,1.41
1984,Meland et al. (2006),0.35,0.10,7.47,1.20
1985,Elderfield and Ganssen (2000),0.51,0.11,11.62,1.30
1986,Meland et al. (2006),0.35,0.10,7.72,1.15
1987,Waelbroeck et al (2005),-0.27,0.12,3.20,1.10
1988,Elderfield and Ganssen (2000),0.41,0.11,10.88,1.25
1989,Meland et al. (2006),0.36,0.10,7.97,1.12
1990,Meland et al. (2006),0.31,0.10,5.19,1.20
1991,Waelbroeck et al (2005),0.42,0.10,6.10,1.33
1992,Vazquez Riverios et al 2016,-0.21,0.11,0.27,1.16
1993,Waelbroeck et al (2005),-0.27,0.12,2.33,1.08
1994,Waelbroeck et al (2005),-0.20,0.10,5.18,1.08
1995,Waelbroeck et al (2005),-0.22,0.10,5.46,1.14
1996,Waelbroeck et al (2005),-0.22,0.10,5.46,1.14
1997,Waelbroeck et al (2005),-0.22,0.10,5.46,1.14
1998,Waelbroeck et al (2005),-0.22,0.10,5.46,1.14
1999,Waelbroeck et al (2005),-0.22,0.10,5.46,1.14
2000,Waelbroeck et al (2005),-0.17,0.13,6.76,1.23
2001,Waelbroeck et al (2005),-0.22,0.10,5.46,1.14
2002,Sorensen et al 2014 Werner et al 2013,0.07,0.14,0.36,1.39
2003,Moffa-Sanchez et al,-0.08,0.21,4.44,1.20
2004,Riethdorf et al 2013,-0.48,0.13,2.91,1.25
2005,Riethdorf et al 2013,-0.57,0.11,1.12,1.44
2006,Vazquez Riverios et al 2016,-0.11,0.11,7.30,1.45
2007,Waelbroeck et al (2005),0.05,0.12,10.10,1.25
2008,Kozdon et al. (2009),0.37,0.12,8.79,1.05
2009,Waelbroeck et al (2005),-0.20,0.10,5.18,1.08
2010,Waelbroeck et al (2005),-0.20,0.10,5.18,1.08
2011,Waelbroeck et al (2005),-0.25,0.13,4.75,1.18
2012,Waelbroeck et al (2005),-0.20,0.10,2.22,1.11
2013,Waelbroeck et al (2005),-0.20,0.10,2.22,1.11
2014,Waelbroeck et al (2005),-0.20,0.10,3.90,1.09
2015,Waelbroeck et al (2005),-0.20,0.10,2.22,1.11
2016,Waelbroeck et al (2005),-0.20,0.10,3.90,1.09
2017,Waelbroeck et al (2005),-0.22,0.11,1.68,1.08
2018,Waelbroeck et al (2005),-0.20,0.10,3.90,1.09
2019,Waelbroeck et al (2005),-0.19,0.10,5.07,1.45
2020,Waelbroeck et al (2005),-0.20,0.10,4.91,1.08
2021,Waelbroeck et al (2005),-0.27,0.12,3.03,1.09
2022,Waelbroeck et al (2005),-0.27,0.12,3.03,1.09
2023,Waelbroeck et al (2005),-0.20,0.10,4.91,1.08
2024,Waelbroeck et al (2005),-0.25,0.13,4.75,1.18
2025,Waelbroeck et al (2005),-0.25,0.13,4.75,1.18
2026,Waelbroeck et al (2005),-0.20,0.10,4.91,1.08
2027,Vazquez Riverios et al 2016,0.16,0.10,11.03,1.11
2028,Waelbroeck et al (2005),-0.25,0.11,1.03,1.12
2029,Waelbroeck et al (2005),0.05,0.12,10.10,1.25
2030,Vazquez Riverios et al 2016,-0.22,0.13,5.71,1.13
2031,Meland et al. (2006),0.13,0.11,0.13,1.24
2032,Meland et al. (2006),0.41,0.10,6.00,1.31
2033,Vazquez Riverios et al 2016,-0.33,0.12,2.14,1.07
2034,Waelbroeck et al (2005),-0.27,0.13,3.03,1.09
2035,Waelbroeck et al (2005),-0.27,0.13,3.03,1.09
2036,Meland et al. (2006),0.13,0.11,0.13,1.24
2037,Vazquez Riverios et al 2016,-0.20,0.10,2.77,1.16
2038,Waelbroeck et al (2005),-0.22,0.12,5.52,1.29
2039,Waelbroeck et al (2005),-0.25,0.11,1.03,1.12
2040,Vazquez Riverios et al 2016,-0.21,0.11,0.27,1.16
2041,Waelbroeck et al (2005),-0.25,0.11,1.03,1.12
2042,Vazquez Riverios et al 2016,-0.33,0.12,2.38,1.08
2043,Waelbroeck et al (2005),-0.26,0.12,1.84,1.07
2044,Waelbroeck et al (2005),-0.26,0.12,1.84,1.07
2045,Vazquez Riverios et al 2016,-0.32,0.12,3.19,1.09
2046,Vazquez Riverios et al 2016,-0.19,0.10,4.68,1.32
2047,Vazquez Riverios et al 2016,-0.27,0.11,4.26,1.10
2048,Vazquez Riverios et al 2016,-0.31,0.12,3.29,1.09
2049,Waelbroeck et al (2005),-0.26,0.13,3.75,1.12
2050,Vazquez Riverios et al 2016,-0.28,0.11,4.11,1.10
2051,Waelbroeck et al (2005),-0.26,0.13,3.75,1.12
2052,Waelbroeck et al (2005),-0.23,0.10,5.69,1.16
2053,Meland et al. (2006),0.14,0.11,0.42,1.32
2054,Vazquez Riverios et al 2016,-0.31,0.12,3.29,1.09
2055,Meland et al. (2006),0.14,0.11,0.85,1.28
2056,Meland et al. (2006),0.13,0.11,0.29,1.26
2057,Waelbroeck et al (2005),-0.26,0.13,3.72,1.13
2058,Vazquez Riverios et al 2016,-0.33,0.12,2.38,1.08
2059,Waelbroeck et al (2005),-0.26,0.12,1.84,1.07
2060,Vazquez Riverios et al 2016,0.05,0.10,9.04,1.06
2061,Waelbroeck et al (2005),0.41,0.10,6.00,1.31
2062,Meland et al. (2006),0.35,0.10,7.84,1.16
2063,Waelbroeck et al (2005),0.41,0.10,5.90,1.33
2064,Waelbroeck et al (2005),0.22,0.11,6.31,1.11
2065,Waelbroeck et al (2005),0.22,0.11,6.26,1.11
2066,Waelbroeck et al (2005),0.23,0.11,6.30,1.10
2067,Waelbroeck et al (2005),0.22,0.11,6.31,1.11
2068,Waelbroeck et al (2005),0.22,0.11,6.51,1.13
2069,Waelbroeck et al (2005),0.22,0.11,6.31,1.11
2070,Waelbroeck et al (2005),0.21,0.12,5.82,1.11
2071,Waelbroeck et al (2005),0.25,0.12,7.18,1.10
2072,Waelbroeck et al (2005),0.36,0.10,7.45,1.21
2073,Waelbroeck et al (2005),0.36,0.10,7.45,1.21
2074,Waelbroeck et al (2005),0.36,0.10,7.45,1.21
2075,Waelbroeck et al (2005),0.36,0.10,5.50,1.26
2076,Waelbroeck et al (2005),0.38,0.10,5.70,1.29
2077,Waelbroeck et al (2005),0.38,0.10,5.70,1.29
2078,Waelbroeck et al (2005),0.36,0.10,7.45,1.21
2079,Waelbroeck et al (2005),0.40,0.10,5.80,1.31
2080,Waelbroeck et al (2005),0.21,0.12,5.82,1.10
2081,Waelbroeck et al (2005),0.20,0.12,4.37,1.12
2082,Waelbroeck et al (2005),0.18,0.11,1.04,1.23
2083,Waelbroeck et al (2005),0.21,0.10,1.43,1.16
2084,Waelbroeck et al (2005),0.22,0.10,1.28,1.16
2085,Waelbroeck et al (2005),0.37,0.11,7.31,1.20
2086,Waelbroeck et al (2005),0.34,0.12,10.24,1.21
2087,Waelbroeck et al (2005),0.36,0.11,10.28,1.20
2088,Waelbroeck et al (2005),0.41,0.10,5.90,1.33
2089,Waelbroeck et al (2005),0.40,0.11,10.58,1.28
2090,Waelbroeck et al (2005),0.30,0.10,2.88,1.16
2091,Waelbroeck et al (2005),0.22,0.10,1.28,1.16
2092,Waelbroeck et al (2005),0.13,0.11,0.51,1.22
2093,Waelbroeck et al (2005),0.13,0.11,0.51,1.22
2094,Waelbroeck et al (2005),0.12,0.11,-0.08,1.24
2095,Waelbroeck et al (2005),0.20,0.12,4.37,1.12
2096,Waelbroeck et al (2005),0.37,0.12,10.48,1.23
2097,Waelbroeck et al (2005),0.33,0.10,4.57,1.22
2098,Waelbroeck et al (2005),0.15,0.10,1.07,1.15
2099,Waelbroeck et al (2005),0.19,0.11,2.46,1.37
2100,Waelbroeck et al (2005),0.42,0.12,7.35,1.32
2101,Waelbroeck et al (2005),0.42,0.12,7.35,1.32
2102,Waelbroeck et al (2005),0.44,0.13,7.37,1.39
2103,Waelbroeck et al (2005),0.37,0.10,7.55,1.22
2104,Waelbroeck et al (2005),0.36,0.10,8.12,1.26
2105,Waelbroeck et al (2005),-0.46,0.14,2.99,1.32
2106,Waelbroeck et al (2005),-0.26,0.11,1.72,1.10
2107,Waelbroeck et al (2005),-0.46,0.15,3.48,1.26
2108,Waelbroeck et al (2005),-0.15,0.13,-1.07,1.17
2109,Waelbroeck et al (2005),-0.15,0.13,-1.05,1.18
2110,Waelbroeck et al (2005),0.37,0.12,8.79,1.05
2111,Waelbroeck et al (2005),0.37,0.12,8.79,1.05
2112,Waelbroeck et al (2005),0.37,0.10,8.49,1.11
2113,Waelbroeck et al (2005),0.36,0.11,8.50,1.10
2114,Waelbroeck et al (2005),0.34,0.11,8.75,1.10
2115,Waelbroeck et al (2005),0.41,0.12,7.35,1.32
2116,Waelbroeck et al (2005),0.38,0.10,7.32,1.25
2117,Waelbroeck et al (2005),0.38,0.10,7.32,1.25
2118,Waelbroeck et al (2005),0.16,0.11,1.10,1.33
2119,Waelbroeck et al (2005),0.18,0.11,1.73,1.30
2120,Waelbroeck et al (2005),0.20,0.12,5.33,1.11
2121,Waelbroeck et al (2005),0.40,0.11,7.36,1.29
2122,Waelbroeck et al (2005),0.35,0.10,7.47,1.20
2123,Waelbroeck et al (2005),0.34,0.10,7.31,1.23
2124,Waelbroeck et al (2005),0.34,0.10,6.22,1.20
2125,Waelbroeck et al (2005),0.63,0.11,13.75,1.47
2126,Waelbroeck et al (2005),0.35,0.10,6.30,1.20
2127,Waelbroeck et al (2005),0.35,0.10,6.42,1.20
2128,Waelbroeck et al (2005),0.44,0.13,7.37,1.39
2129,Waelbroeck et al (2005),0.44,0.13,7.37,1.39
2130,Waelbroeck et al (2005),0.35,0.10,8.02,1.14
2131,Waelbroeck et al (2005),0.32,0.15,10.12,1.73
2132,Waelbroeck et al (2005),0.35,0.10,7.29,1.22
2133,Waelbroeck et al (2005),0.18,0.11,1.04,1.23
2134,Waelbroeck et al (2005),0.14,0.11,0.42,1.32
2135,Waelbroeck et al (2005),0.21,0.12,5.82,1.11
2136,Waelbroeck et al (2005),0.14,0.11,0.85,1.28
2137,Waelbroeck et al (2005),0.28,0.11,2.96,1.10
2138,Waelbroeck et al (2005),0.42,0.10,5.52,1.27
2139,Waelbroeck et al (2005),0.41,0.10,5.32,1.27
