Sample,Ref,d18Osw,sd18Osw,T,sT
0429,Waelbroeck et al (2005),-0.24,0.13,2.75,1.14
0430,Waelbroeck et al (2005),-0.24,0.13,2.75,1.14
0431,Waelbroeck et al (2005),-0.24,0.13,2.75,1.14
0432,Waelbroeck et al (2005),-0.24,0.13,3.30,1.23
0433,Waelbroeck et al (2005),-0.24,0.13,3.30,1.23
0434,Waelbroeck et al (2005),-0.24,0.13,3.30,1.23
0435,Waelbroeck et al (2005),-0.20,0.10,5.22,1.17
0436,Waelbroeck et al (2005),-0.20,0.10,5.22,1.17
0437,Waelbroeck et al (2005),-0.20,0.10,5.22,1.17
0438,Waelbroeck et al (2005),-0.20,0.10,5.22,1.17
0439,Waelbroeck et al (2005),-0.20,0.10,5.22,1.17
0440,Waelbroeck et al (2005),-0.19,0.10,5.17,1.16
0441,Waelbroeck et al (2005),-0.19,0.10,5.17,1.16
0442,Waelbroeck et al (2005),-0.19,0.10,5.17,1.16
0443,Waelbroeck et al (2005),-0.21,0.12,4.70,1.60
0444,Waelbroeck et al (2005),0.03,0.12,8.81,2.20
0445,Waelbroeck et al (2005),-0.24,0.13,3.28,1.23
0446,Waelbroeck et al (2005),-0.24,0.13,3.28,1.23
0447,Waelbroeck et al (2005),-0.02,0.12,8.15,2.13
0448,Waelbroeck et al (2005),-0.02,0.12,8.15,2.13
0449,Waelbroeck et al (2005),-0.02,0.12,8.15,2.13
0450,Waelbroeck et al (2005),-0.07,0.12,7.43,2.10
0451,Waelbroeck et al (2005),-0.07,0.12,7.43,2.10
0452,Waelbroeck et al (2005),-0.07,0.12,7.43,2.10
0453,Waelbroeck et al (2005),-0.07,0.12,7.43,2.10
0454,Waelbroeck et al (2005),-0.12,0.12,6.63,1.75
0455,Waelbroeck et al (2005),-0.12,0.12,6.63,1.75
0456,Waelbroeck et al (2005),-0.12,0.12,6.63,1.75
0457,Waelbroeck et al (2005),-0.12,0.12,6.63,1.75
0458,Waelbroeck et al (2005),-0.03,0.12,8.37,2.03
0459,Waelbroeck et al (2005),-0.03,0.12,8.37,2.03
0460,Waelbroeck et al (2005),-0.03,0.12,8.37,2.03
0461,Waelbroeck et al (2005),-0.03,0.12,8.37,2.03
0462,Waelbroeck et al (2005),0.26,0.15,11.81,3.14
0463,Waelbroeck et al (2005),0.26,0.15,11.81,3.14
0464,Waelbroeck et al (2005),-0.24,0.13,3.28,1.23
0465,Bousetta et al. (2012),1.46,0.10,12.95,2.14
0466,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
0467,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
0468,Waelbroeck et al (2005),0.36,0.10,7.59,1.65
0469,Waelbroeck et al (2005),0.38,0.12,8.69,1.07
0470,Waelbroeck et al (2005),0.38,0.12,8.69,1.07
0471,Waelbroeck et al (2005),0.36,0.12,8.71,1.08
0472,Waelbroeck et al (2005),0.36,0.11,8.68,1.11
0473,Waelbroeck et al (2005),0.36,0.10,8.31,1.22
0474,Waelbroeck et al (2005),0.37,0.10,8.01,1.24
0475,Waelbroeck et al (2005),0.37,0.10,7.56,1.21
0476,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
0477,Waelbroeck et al (2005),0.40,0.12,7.25,1.32
0478,Waelbroeck et al (2005),0.40,0.12,7.25,1.32
0479,Waelbroeck et al (2005),0.39,0.12,7.25,1.31
0480,Waelbroeck et al (2005),0.37,0.11,7.03,1.28
0481,Waelbroeck et al (2005),0.37,0.11,7.03,1.28
0482,Waelbroeck et al (2005),0.35,0.10,6.89,1.30
0483,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
0484,Waelbroeck et al (2005),0.34,0.10,6.01,1.31
0485,Waelbroeck et al (2005),0.35,0.10,7.14,1.48
0486,Waelbroeck et al (2005),0.34,0.10,5.88,1.31
0487,Waelbroeck et al (2005),0.31,0.10,4.76,1.40
0488,Waelbroeck et al (2005),0.40,0.12,7.35,1.32
0489,Waelbroeck et al (2005),0.77,0.12,15.06,2.20
0490,Waelbroeck et al (2005),0.26,0.13,8.51,1.20
0491,Waelbroeck et al (2005),0.90,0.13,14.04,2.14
0492,Waelbroeck et al (2005),-0.18,0.10,4.45,1.12
0493,Waelbroeck et al (2005),-0.08,0.11,7.58,1.17
0494,Waelbroeck et al (2005),-0.05,0.11,7.77,1.12
0495,Waelbroeck et al (2005),-0.20,0.11,4.43,1.10
0496,Waelbroeck et al (2005),0.05,0.10,9.07,1.12
0497,Waelbroeck et al (2005),0.09,0.10,9.85,1.19
0498,Waelbroeck et al (2005),1.55,0.11,15.63,2.06
0499,Waelbroeck et al (2005),1.55,0.11,15.84,1.98
0500,Waelbroeck et al (2005),1.52,0.10,13.86,2.16
0501,Waelbroeck et al (2005),1.52,0.14,15.51,1.58
0502,Waelbroeck et al (2005),1.52,0.10,13.86,2.16
0503,Waelbroeck et al (2005),-0.38,0.17,3.26,1.35
0504,Waelbroeck et al (2005),0.30,0.15,12.10,3.36
0505,Waelbroeck et al (2005),0.40,0.12,7.35,1.32
0506,Waelbroeck et al (2005),0.31,0.10,4.76,1.40
0507,Waelbroeck et al (2005),1.46,0.10,12.95,2.14
0508,Waelbroeck et al (2005),0.33,0.10,5.79,1.31
0509,Waelbroeck et al (2005),0.35,0.10,6.99,1.34
0510,Waelbroeck et al (2005),0.42,0.11,10.40,1.31
0511,Waelbroeck et al (2005),0.39,0.12,10.12,1.23
0512,Waelbroeck et al (2005),0.37,0.12,10.05,1.25
0513,Waelbroeck et al (2005),0.37,0.10,5.51,1.30
0514,Waelbroeck et al (2005),0.38,0.10,5.59,1.33
0515,Waelbroeck et al (2005),0.40,0.11,5.22,1.32
0516,Waelbroeck et al (2005),0.40,0.11,5.22,1.32
0517,Waelbroeck et al (2005),0.35,0.10,6.27,1.23
0518,Waelbroeck et al (2005),0.32,0.10,5.17,1.33
0519,Waelbroeck et al (2005),0.32,0.10,5.04,1.33
0520,Waelbroeck et al (2005),0.31,0.10,4.22,1.33
0521,Waelbroeck et al (2005),0.30,0.10,4.09,1.33
0522,Waelbroeck et al (2005),0.30,0.10,4.09,1.33
0523,Waelbroeck et al (2005),0.29,0.10,2.26,1.16
0524,Waelbroeck et al (2005),0.32,0.10,4.63,1.35
0525,Waelbroeck et al (2005),0.35,0.10,6.91,1.29
0526,Waelbroeck et al (2005),0.37,0.11,6.09,1.26
0527,Waelbroeck et al (2005),0.40,0.12,10.29,1.27
0528,Waelbroeck et al (2005),0.35,0.10,6.91,1.30
0529,Waelbroeck et al (2005),0.29,0.10,2.67,1.19
0530,Waelbroeck et al (2005),0.23,0.12,5.80,1.11
0531,Waelbroeck et al (2005),0.39,0.11,7.27,1.28
0532,Waelbroeck et al (2005),0.22,0.12,5.35,1.12
0533,Waelbroeck et al (2005),0.38,0.10,5.59,1.33
0534,Waelbroeck et al (2005),0.37,0.10,5.51,1.30
0535,Waelbroeck et al (2005),0.37,0.10,5.51,1.30
0536,Waelbroeck et al (2005),0.34,0.10,4.98,1.45
0537,Waelbroeck et al (2005),0.36,0.10,7.48,1.20
0538,Waelbroeck et al (2005),0.36,0.10,7.48,1.20
0539,Waelbroeck et al (2005),0.25,0.12,7.06,1.11
0540,Waelbroeck et al (2005),0.23,0.12,6.26,1.10
0541,Waelbroeck et al (2005),0.23,0.12,6.41,1.13
0542,Waelbroeck et al (2005),0.23,0.12,6.26,1.10
0543,Waelbroeck et al (2005),0.24,0.12,6.24,1.10
0544,Waelbroeck et al (2005),0.23,0.12,6.22,1.11
0545,Waelbroeck et al (2005),0.22,0.12,6.22,1.13
0546,Waelbroeck et al (2005),0.23,0.12,6.26,1.10
0547,Waelbroeck et al (2005),0.22,0.12,5.82,1.11
0548,Waelbroeck et al (2005),0.22,0.12,5.82,1.11
0549,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
0550,Waelbroeck et al (2005),1.46,0.10,12.95,2.14
0551,Waelbroeck et al (2005),-0.04,0.10,8.08,1.56
0552,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0553,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0554,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0555,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0556,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0557,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0558,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
0559,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
0560,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
0561,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
0562,Waelbroeck et al (2005),0.11,0.11,11.19,2.57
0563,Waelbroeck et al (2005),-0.23,0.13,2.71,1.12
0564,Waelbroeck et al (2005),-0.23,0.13,2.71,1.12
0565,Waelbroeck et al (2005),-0.23,0.13,2.71,1.12
0566,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
0567,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
0568,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
0569,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0570,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
0571,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
0572,Waelbroeck et al (2005),-0.06,0.12,7.95,1.90
0573,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
0574,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
0575,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0576,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0577,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0578,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0579,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0580,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0581,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0582,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0583,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0584,Waelbroeck et al (2005),-0.22,0.13,4.26,1.30
0585,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0586,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0587,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0588,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0589,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0590,Waelbroeck et al (2005),-0.01,0.11,9.05,2.11
0591,Waelbroeck et al (2005),-0.06,0.12,10.14,3.92
0592,Waelbroeck et al (2005),-0.23,0.13,2.98,1.18
0593,Waelbroeck et al (2005),-0.24,0.13,3.34,1.26
0594,Waelbroeck et al (2005),-0.01,0.11,9.05,2.11
0595,Waelbroeck et al (2005),-0.01,0.11,9.05,2.11
0596,Waelbroeck et al (2005),-0.01,0.11,9.05,2.11
0597,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
0598,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
0599,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
0600,Waelbroeck et al (2005),-0.44,0.30,4.86,1.39
0601,Waelbroeck et al (2005),-0.45,0.30,4.85,1.35
0602,Waelbroeck et al (2005),-0.45,0.30,4.85,1.35
0603,Waelbroeck et al (2005),0.73,0.11,12.59,1.79
0604,Waelbroeck et al (2005),-0.15,0.14,9.48,2.88
0605,Waelbroeck et al (2005),-0.15,0.14,9.48,2.88
0606,Waelbroeck et al (2005),-0.15,0.14,9.48,2.88
0607,Waelbroeck et al (2005),0.83,0.13,13.36,1.85
0608,Waelbroeck et al (2005),0.47,0.12,17.14,4.44
0609,Waelbroeck et al (2005),0.39,0.12,9.64,1.17
0610,Waelbroeck et al (2005),1.52,0.14,15.51,1.58
0611,Waelbroeck et al (2005),-0.01,0.11,9.05,2.11
0612,Waelbroeck et al (2005),-0.24,0.13,3.34,1.26
0613,Waelbroeck et al (2005),-0.16,0.12,5.78,1.54
0614,Waelbroeck et al (2005),-0.16,0.12,5.78,1.54
0615,Waelbroeck et al (2005),-0.24,0.13,3.34,1.26
0616,Waelbroeck et al (2005),-0.24,0.13,3.34,1.26
0617,Waelbroeck et al (2005),-0.23,0.13,2.31,1.09
0618,Waelbroeck et al (2005),-0.23,0.13,2.31,1.09
0619,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
0620,Waelbroeck et al (2005),-0.23,0.12,2.29,1.09
0621,Waelbroeck et al (2005),-0.23,0.13,3.54,1.21
0622,Waelbroeck et al (2005),-0.23,0.13,3.54,1.21
0623,Waelbroeck et al (2005),-0.23,0.13,3.54,1.21
0624,Waelbroeck et al (2005),-0.23,0.13,3.54,1.21
0625,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0626,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0627,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0628,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
0629,Waelbroeck et al (2005),-0.16,0.12,5.78,1.54
0630,Waelbroeck et al (2005),-0.16,0.12,5.78,1.54
0631,Waelbroeck et al (2005),-0.16,0.12,5.78,1.54
0632,Waelbroeck et al (2005),-0.16,0.12,5.78,1.54
0633,Bousetta et al. (2012),1.38,0.15,13.28,2.39
0634,Waelbroeck et al (2005),0.90,0.13,14.04,2.14
0635,Waelbroeck et al (2005),0.87,0.11,14.56,2.39
0636,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0637,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0638,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0639,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0640,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0641,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0642,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0643,Waelbroeck et al (2005),0.88,0.11,18.57,1.72
0644,Waelbroeck et al (2005),0.88,0.11,18.57,1.72
0645,Waelbroeck et al (2005),0.87,0.11,18.32,1.69
0646,Waelbroeck et al (2005),0.87,0.11,18.32,1.69
0647,Waelbroeck et al (2005),0.87,0.11,18.32,1.69
0648,Waelbroeck et al (2005),0.87,0.11,18.32,1.69
0649,Waelbroeck et al (2005),0.76,0.16,15.41,3.15
0650,Waelbroeck et al (2005),0.79,0.12,15.28,2.69
0651,Waelbroeck et al (2005),0.79,0.12,15.28,2.69
0652,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
0653,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
0654,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
0655,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
0656,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
0657,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
0658,Waelbroeck et al (2005),0.79,0.12,15.31,2.79
0659,Waelbroeck et al (2005),0.36,0.14,13.90,5.18
0660,Waelbroeck et al (2005),0.57,0.30,15.77,4.84
0661,Waelbroeck et al (2005),0.42,0.22,14.23,5.59
0662,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
0663,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
0664,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
0665,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0666,Waelbroeck et al (2005),0.50,0.33,15.90,6.54
0667,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0668,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0669,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0670,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0671,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0672,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0673,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0674,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0675,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0676,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0677,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0678,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0679,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0680,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0681,Waelbroeck et al (2005),0.67,0.22,15.02,4.09
0682,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0683,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0684,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0685,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0686,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0687,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0688,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0689,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0690,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0691,Waelbroeck et al (2005),0.69,0.20,15.09,3.81
0692,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
0693,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
0694,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
0695,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
0696,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
0697,Waelbroeck et al (2005),0.47,0.17,14.14,4.86
0698,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
0699,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0700,Waelbroeck et al (2005),0.57,0.30,15.80,4.91
0701,Waelbroeck et al (2005),0.55,0.30,15.69,5.09
0702,Waelbroeck et al (2005),0.43,0.19,13.96,5.23
0703,Waelbroeck et al (2005),0.38,0.17,13.83,5.15
0704,Waelbroeck et al (2005),0.36,0.15,13.63,4.97
0705,Waelbroeck et al (2005),0.35,0.15,13.59,4.95
0706,Waelbroeck et al (2005),0.33,0.19,12.72,4.05
0707,Waelbroeck et al (2005),0.33,0.19,12.72,4.05
0708,Waelbroeck et al (2005),0.33,0.19,12.81,4.04
0709,Waelbroeck et al (2005),0.32,0.18,12.43,3.76
0710,Waelbroeck et al (2005),0.33,0.17,12.55,3.74
0711,Waelbroeck et al (2005),0.33,0.17,12.55,3.74
0712,Waelbroeck et al (2005),0.34,0.13,13.41,4.60
0713,Waelbroeck et al (2005),0.32,0.13,13.32,4.58
0714,Waelbroeck et al (2005),0.32,0.13,13.32,4.58
0715,Waelbroeck et al (2005),0.37,0.13,18.23,4.21
0716,Waelbroeck et al (2005),0.34,0.15,18.20,4.21
0717,Waelbroeck et al (2005),0.34,0.15,18.20,4.21
0718,Waelbroeck et al (2005),0.34,0.15,18.20,4.21
0719,Waelbroeck et al (2005),0.33,0.13,13.60,4.68
0720,Waelbroeck et al (2005),0.33,0.13,13.60,4.68
0721,Waelbroeck et al (2005),0.33,0.13,13.60,4.68
0722,Waelbroeck et al (2005),0.33,0.13,13.60,4.68
0723,Waelbroeck et al (2005),0.32,0.14,13.62,4.67
0724,Waelbroeck et al (2005),0.32,0.14,13.62,4.67
0725,Waelbroeck et al (2005),0.77,0.21,18.20,5.80
0726,Waelbroeck et al (2005),0.80,0.13,15.86,2.97
0727,Waelbroeck et al (2005),0.81,0.12,15.93,2.64
0728,Waelbroeck et al (2005),0.78,0.12,15.43,2.78
0729,Waelbroeck et al (2005),0.74,0.12,14.68,2.66
0730,Waelbroeck et al (2005),0.64,0.10,13.00,2.65
0731,Waelbroeck et al (2005),0.71,0.19,15.13,3.59
0732,Waelbroeck et al (2005),0.55,0.30,15.69,5.09
0733,Waelbroeck et al (2005),0.41,0.19,14.02,5.20
0734,Waelbroeck et al (2005),0.37,0.18,13.70,5.26
0735,Waelbroeck et al (2005),0.55,0.23,15.23,3.92
0736,Waelbroeck et al (2005),0.50,0.24,14.78,4.14
0737,Waelbroeck et al (2005),0.61,0.16,16.79,3.23
0738,Waelbroeck et al (2005),0.33,0.13,13.60,4.68
0739,Waelbroeck et al (2005),0.38,0.16,13.91,5.12
0740,Waelbroeck et al (2005),0.39,0.28,14.38,6.76
0741,Waelbroeck et al (2005),0.41,0.25,14.33,6.07
0742,Waelbroeck et al (2005),0.45,0.29,15.02,5.86
0743,Waelbroeck et al (2005),0.44,0.27,15.05,5.15
0744,Waelbroeck et al (2005),0.42,0.28,14.23,5.45
0745,Waelbroeck et al (2005),0.42,0.28,14.12,5.38
0746,Waelbroeck et al (2005),0.42,0.28,13.99,5.28
0747,Waelbroeck et al (2005),0.38,0.18,13.79,5.29
0748,Waelbroeck et al (2005),0.40,0.19,14.03,5.21
0749,Waelbroeck et al (2005),0.40,0.19,14.04,5.25
0750,Waelbroeck et al (2005),0.39,0.19,13.95,5.24
0751,Waelbroeck et al (2005),0.33,0.13,13.59,4.74
0752,Waelbroeck et al (2005),0.62,0.23,15.49,3.34
0753,Waelbroeck et al (2005),0.60,0.20,15.12,2.86
0754,Waelbroeck et al (2005),0.59,0.20,15.06,2.88
0755,Waelbroeck et al (2005),0.59,0.20,15.06,2.88
0756,Waelbroeck et al (2005),0.58,0.20,14.97,2.88
0757,Waelbroeck et al (2005),0.58,0.20,14.97,2.88
0758,Waelbroeck et al (2005),0.57,0.19,14.75,2.74
0759,Waelbroeck et al (2005),0.31,0.19,12.95,4.03
0760,Waelbroeck et al (2005),0.31,0.19,12.80,3.96
0761,Waelbroeck et al (2005),0.32,0.19,13.12,4.03
0762,Waelbroeck et al (2005),0.32,0.19,13.28,4.03
0763,Waelbroeck et al (2005),0.71,0.19,15.13,3.59
0764,Waelbroeck et al (2005),0.36,0.17,13.63,5.28
0765,Waelbroeck et al (2005),0.84,0.12,16.50,2.58
0766,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0767,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0768,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
0769,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
0770,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
0771,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
0772,Regenberg et al (2006) Steph et al 2009,0.78,0.24,18.00,5.77
0773,Regenberg et al (2006) Steph et al 2009,0.76,0.25,17.74,5.91
0774,Regenberg et al (2006) Steph et al 2009,0.72,0.27,17.24,6.00
0775,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
0776,Regenberg et al (2006) Steph et al 2009,0.77,0.27,17.68,6.03
0777,Regenberg et al (2006) Steph et al 2009,0.77,0.28,17.70,6.03
0778,Parker et al (2016),0.37,0.15,13.98,5.26
0779,Regenberg et al (2009),0.40,0.19,14.01,5.17
0780,Regenberg et al (2009) Steph et al (2009),0.40,0.19,14.03,5.22
0781,Regenberg et al (2009) Steph et al (2009),0.41,0.20,14.05,5.27
0782,Regenberg et al (2009) Steph et al (2009),0.41,0.20,14.05,5.27
0783,Regenberg et al (2009) Steph et al (2009),0.39,0.18,13.93,5.21
0784,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.70,5.26
0785,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.72,5.34
0786,Regenberg et al (2009) Steph et al (2009),0.37,0.19,13.73,5.38
0787,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.72,5.34
0788,Regenberg et al (2009) Steph et al (2009),0.39,0.19,13.88,5.33
0789,Regenberg et al (2009) Steph et al (2009),0.39,0.20,13.89,5.36
0790,Regenberg et al (2009),0.39,0.20,13.90,5.40
0791,Regenberg et al (2009),0.43,0.28,14.59,5.66
0792,Regenberg et al (2009) Steph et al (2009),0.41,0.24,14.33,5.92
0793,Regenberg et al (2009),0.41,0.25,14.34,6.01
0794,Regenberg et al (2009) Steph et al (2009),0.40,0.26,14.35,6.20
0795,Regenberg et al (2009) Steph et al (2009),0.40,0.27,14.35,6.36
0796,Regenberg et al (2009) Steph et al (2009),0.41,0.26,14.17,6.12
0797,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
0798,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.42,6.79
0799,Regenberg et al (2006) Steph et al 2009,0.78,0.23,18.20,5.72
0800,Regenberg et al (2006) Steph et al 2009,0.77,0.23,18.14,5.80
0801,Regenberg et al (2006) Steph et al 2009,0.64,0.28,16.32,6.03
0802,Waelbroeck et al (2005),0.34,0.15,18.20,4.21
0803,Regenberg et al (2006) Steph et al 2009,0.72,0.28,17.21,6.12
0804,Regenberg et al (2006) Steph et al 2009,0.76,0.27,17.65,5.98
0805,Regenberg et al (2006) Steph et al 2009,0.81,0.25,18.11,5.73
0806,Waelbroeck et al (2005),0.64,0.28,16.32,6.03
0807,Regenberg et al (2006) Steph et al 2009,0.88,0.21,18.87,5.20
0808,Regenberg et al (2006) Steph et al 2009,0.88,0.21,18.87,5.20
0809,Regenberg et al (2006) Steph et al 2009,0.89,0.21,18.86,5.18
0810,Waelbroeck et al (2005),0.77,0.21,18.20,5.80
0811,Regenberg et al (2006) Steph et al 2009,0.89,0.21,18.86,5.18
0812,Regenberg et al (2006) Steph et al 2009,0.85,0.23,18.57,5.49
0813,Regenberg et al (2006) Steph et al 2009,0.85,0.23,18.57,5.49
0814,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
0815,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
0816,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
0817,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
0818,Regenberg et al (2006) Steph et al 2009,0.84,0.23,18.58,5.48
0819,Regenberg et al (2006) Steph et al 2009,0.83,0.22,18.58,5.44
0820,Regenberg et al (2006) Steph et al 2009,0.83,0.22,18.60,5.40
0821,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.05,5.88
0822,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.05,5.88
0823,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
0824,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
0825,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
0826,Regenberg et al (2006) Steph et al 2009,0.76,0.22,18.00,5.89
0827,Regenberg et al (2006) Steph et al 2009,0.77,0.21,18.16,5.84
0828,Regenberg et al (2006) Steph et al 2009,0.77,0.21,18.16,5.84
0829,Regenberg et al (2006) Steph et al 2009,0.73,0.25,17.33,5.87
0830,Regenberg et al (2006) Steph et al 2009,0.78,0.21,18.25,5.69
0831,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
0832,Regenberg et al (2009) Steph et al (2009),0.41,0.27,14.49,6.57
0833,Regenberg et al (2009),0.41,0.28,14.51,6.83
0834,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0835,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0836,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0837,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0838,Waelbroeck et al (2005),1.08,0.22,14.99,2.59
0839,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0840,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0841,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0842,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0843,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0844,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0845,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0846,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0847,Waelbroeck et al (2005),0.81,0.11,14.66,2.45
0848,Waelbroeck et al (2005),0.79,0.12,15.09,2.64
0849,Waelbroeck et al (2005),0.79,0.12,14.99,2.60
