Sample,Ref,d18Osw,sd18Osw,T,sT
1280,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1281,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1282,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1283,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1284,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1285,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1286,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1287,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1288,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1289,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1290,Mohtadi et al. (2011),0.26,0.10,16.30,6.12
1291,Mohtadi et al. (2011),0.26,0.10,16.30,6.12
1292,Mohtadi et al. (2011),0.26,0.10,16.30,6.12
1293,Mohtadi et al. (2011),0.26,0.10,16.30,6.12
1294,Sabbatini et al. (2011),1.55,0.10,15.38,1.91
1295,Sabbatini et al. (2011),1.55,0.10,15.38,1.91
1296,Sabbatini et al. (2011),1.55,0.10,15.38,1.91
1297,Sabbatini et al. (2011),1.55,0.10,15.38,1.91
1298,Sabbatini et al. (2011),1.60,0.11,16.05,1.60
1299,Sabbatini et al. (2011),1.60,0.11,16.31,1.73
1300,Sabbatini et al. (2011),1.61,0.11,16.43,1.66
1301,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1302,Sabbatini et al. (2011),1.74,0.11,17.57,1.94
1303,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1304,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1305,Mohtadi et al. (2011),0.14,0.11,15.16,6.44
1306,Mohtadi et al. (2011),0.20,0.10,15.86,6.40
1307,Mohtadi et al. (2011),0.20,0.10,15.86,6.40
1308,Mohtadi et al. (2011),0.20,0.10,15.86,6.40
1309,Mohtadi et al. (2011),0.20,0.10,15.89,6.45
1310,Mohtadi et al. (2011),0.23,0.10,24.12,4.67
1311,Mohtadi et al. (2011),0.23,0.10,24.12,4.67
1312,Mohtadi et al. (2011),0.23,0.10,24.12,4.67
1313,Dekens et al. (2002),0.65,0.21,15.76,2.84
1314,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1315,Mohtadi et al. (2011),0.23,0.10,24.12,4.67
1316,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1317,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1318,Mohtadi et al. (2011),0.23,0.10,24.12,4.67
1319,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
1320,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
1321,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1322,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1323,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1324,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1325,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1326,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1327,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1328,Mohtadi et al. (2011),0.22,0.11,24.12,4.71
1329,Mohtadi et al. (2011),0.24,0.10,16.29,6.42
1330,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1331,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1332,Mohtadi et al. (2011),0.25,0.10,16.93,6.36
1333,Sabbatini et al. (2011),1.74,0.11,17.57,1.94
1334,Sabbatini et al. (2011),1.87,0.10,19.58,2.17
1335,Waelbroeck et al (2005),0.41,0.16,9.60,2.08
1336,Dekens et al. (2002),0.64,0.20,15.54,2.67
1337,Waelbroeck et al (2005),0.77,0.22,18.10,5.84
1338,Dekens et al. (2002),0.63,0.20,15.46,2.66
1339,Waelbroeck et al (2005),0.77,0.22,18.10,5.84
1340,Dekens et al. (2002),0.63,0.20,15.46,2.66
1341,Waelbroeck et al (2005),0.90,0.20,20.24,3.70
1342,Waelbroeck et al (2005),0.16,0.16,15.83,5.70
1343,Waelbroeck et al (2005),0.32,0.15,16.29,5.43
1344,Waelbroeck et al (2005),0.33,0.13,16.46,5.19
1345,Waelbroeck et al (2005),0.34,0.13,16.44,5.17
1346,Waelbroeck et al (2005),0.34,0.13,16.53,5.18
1347,Waelbroeck et al (2005),0.34,0.13,16.51,5.15
1348,Sabbatini et al. (2011),1.49,0.11,15.91,2.56
1349,Sabbatini et al. (2011),1.49,0.11,15.91,2.56
1350,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1351,Waelbroeck et al (2005),0.10,0.13,15.62,7.27
1352,Waelbroeck et al (2005),0.07,0.14,16.03,5.32
1353,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1354,Sabbatini et al. (2011),1.52,0.14,15.51,1.58
1355,Waelbroeck et al (2005),0.11,0.12,15.45,7.13
1356,Waelbroeck et al (2005),0.08,0.12,15.14,7.33
1357,Waelbroeck et al (2005),0.38,0.17,17.70,5.36
1358,Waelbroeck et al (2005),0.13,0.13,16.13,6.87
1359,Waelbroeck et al (2005),0.13,0.13,16.19,6.84
1360,Waelbroeck et al (2005),0.16,0.16,16.33,7.06
1361,Waelbroeck et al (2005),0.01,0.15,15.93,5.75
1362,Waelbroeck et al (2005),0.10,0.14,16.95,5.42
1363,Waelbroeck et al (2005),0.77,0.22,18.10,5.88
1364,Dekens et al. (2002),0.64,0.20,15.54,2.67
1365,Waelbroeck et al (2005),0.76,0.22,18.00,5.89
1366,Dekens et al. (2002),0.64,0.20,15.46,2.62
1367,Waelbroeck et al (2005),0.70,0.11,14.40,3.12
1368,Waelbroeck et al (2005),0.94,0.13,18.12,2.54
1369,Waelbroeck et al (2005),0.92,0.12,17.81,2.40
1370,Waelbroeck et al (2005),0.88,0.12,17.13,2.47
1371,Waelbroeck et al (2005),0.74,0.12,14.73,2.85
1372,Sabbatini et al. (2011),1.62,0.11,16.57,1.62
1373,Sabbatini et al. (2011),1.67,0.11,17.04,1.71
1374,Sabbatini et al. (2011),1.71,0.10,17.28,1.77
1375,Waelbroeck et al (2005),1.52,0.10,13.86,2.16
1376,Sabbatini et al. (2011),1.76,0.11,17.54,1.85
1377,Waelbroeck et al (2005),1.52,0.14,15.51,1.58
1378,Sabbatini et al. (2011),1.87,0.10,19.58,2.17
1379,Waelbroeck et al (2005),1.52,0.10,13.86,2.16
1380,Sabbatini et al. (2011),1.56,0.12,16.00,1.92
1381,Sabbatini et al. (2011),1.74,0.11,17.57,1.94
1382,Sabbatini et al. (2011),1.61,0.11,16.50,1.84
1383,Waelbroeck et al (2005),1.49,0.11,15.91,2.56
1384,Waelbroeck et al (2005),0.94,0.11,18.27,1.97
1385,Sabbatini et al. (2011),1.60,0.10,16.40,1.91
1386,Sabbatini et al. (2011),1.61,0.10,16.57,1.98
1387,Sabbatini et al. (2011),1.61,0.10,16.57,1.98
1388,Sabbatini et al. (2011),1.69,0.13,16.57,2.15
1389,Sabbatini et al. (2011),1.57,0.11,16.13,2.06
1390,Sabbatini et al. (2011),1.57,0.10,16.01,2.09
1391,Waelbroeck et al (2005),0.81,0.25,18.11,5.73
1392,Waelbroeck et al (2005),0.84,0.23,18.58,5.48
1393,Waelbroeck et al (2005),0.83,0.22,18.60,5.40
1394,Waelbroeck et al (2005),0.76,0.22,18.05,5.88
1395,Waelbroeck et al (2005),1.55,0.11,15.84,1.98
1396,Arbuszewski et al. (2010),0.90,0.11,17.26,1.93
1397,Dekens et al. (2002),0.39,0.28,14.39,6.80
1398,Arbuszewski et al. (2010),0.77,0.12,14.82,1.93
1399,Weldeab et al (2014),0.34,0.13,16.44,5.17
1400,Waelbroeck et al (2005),0.20,0.12,13.53,4.39
1401,Weldeab et al (2014),0.34,0.13,16.53,5.18
1402,Dyez et al 2014,0.27,0.15,11.98,3.13
1403,Gibbons et al 2014,0.11,0.13,15.85,7.20
1404,Linsley et al 2010,0.08,0.12,15.15,7.34
1405,Linsley et al 2010,0.16,0.14,24.67,3.80
1406,Mohtadi et al. (2010),0.14,0.11,15.16,6.44
1407,Waelbroeck et al (2005),0.26,0.16,11.51,3.25
1408,Waelbroeck et al (2005),0.26,0.15,11.81,3.14
1409,Mohtadi et al. (2010),0.22,0.11,24.12,4.71
1410,Waelbroeck et al (2005),0.26,0.15,11.81,3.14
1411,Weldeab et al (2006),0.41,0.30,14.71,6.84
1412,Arbuszewski et al. (2013),0.40,0.19,14.04,5.25
1413,Steinke et al (2008),0.02,0.16,15.96,5.92
1414,Lea et al (2006),0.20,0.12,13.55,4.44
1415,Waelbroeck et al (2005),0.62,0.16,16.89,3.26
1416,Waelbroeck et al (2005),0.01,0.16,15.95,5.82
1417,Waelbroeck et al (2005),0.01,0.15,15.93,5.75
1418,Waelbroeck et al (2005),0.19,0.12,13.54,4.40
1419,Waelbroeck et al (2005),0.01,0.15,15.91,5.77
1420,Waelbroeck et al (2005),0.01,0.15,15.92,5.79
1421,Waelbroeck et al (2005),0.00,0.16,15.91,5.63
1422,Waelbroeck et al (2005),0.06,0.15,15.99,5.65
1423,Waelbroeck et al (2005),0.06,0.15,16.07,5.72
1424,Waelbroeck et al (2005),0.83,0.16,17.94,4.20
1425,Regenberg et al (2009),0.50,0.33,15.90,6.54
1426,Regenberg et al (2009),0.50,0.33,15.90,6.54
1427,Regenberg et al (2009) Steph et al (2009),0.46,0.29,14.40,6.44
1428,Regenberg et al (2009) Steph et al (2009),0.46,0.29,14.31,6.32
1429,Waelbroeck et al (2005),0.12,0.13,17.14,6.63
1430,Waelbroeck et al (2005),-0.01,0.17,15.91,5.60
1431,Waelbroeck et al (2005),0.01,0.16,15.93,5.74
1432,Waelbroeck et al (2005),0.01,0.16,15.93,5.74
1433,Waelbroeck et al (2005),-0.10,0.15,22.82,3.45
1434,Waelbroeck et al (2005),0.80,0.13,15.86,2.97
1435,Waelbroeck et al (2005),0.22,0.13,13.83,5.05
1436,Benway et al (2006),0.16,0.13,13.57,4.61
1437,Oppo and Sun 2005,0.06,0.15,16.07,5.72
1438,Mathien-Blard and Bassinot (2009),0.92,0.12,17.81,2.40
1439,Regenberg et al (2009) Steph et al (2009),0.40,0.19,14.03,5.22
1440,Nuernberg et al (2008),0.71,0.25,15.38,5.00
1441,Schmidt et al 2012,0.67,0.27,16.50,5.78
1442,Schmidt et al 2004,0.66,0.22,16.74,5.97
1443,Richey et al 2007,0.67,0.21,15.85,5.35
1444,Schmidt et al 2012,0.72,0.25,16.50,5.87
1445,Schmidt et al 2004,0.69,0.23,16.94,5.98
1446,deMenocal unpublished,0.82,0.17,17.63,4.28
1447,Steinke et al (2005),0.10,0.14,16.95,5.42
1448,Steinke et al (2005),0.01,0.15,15.93,5.75
1449,Steinke et al (2005),0.13,0.13,16.18,6.84
1450,Steinke et al (2005),0.13,0.13,16.19,6.84
1451,Waelbroeck et al (2005),0.58,0.10,11.62,1.47
1452,Khider et al. (2015) Stott et al. (2007),0.13,0.13,15.97,6.55
1453,Sun et al 2005,0.03,0.17,20.67,3.00
1454,Waelbroeck et al (2005),0.50,0.24,14.78,4.14
1455,Waelbroeck et al (2005),0.81,0.12,15.93,2.64
1456,Benway et al (2006),0.16,0.13,13.57,4.61
1457,Waelbroeck et al (2005),0.78,0.12,15.43,2.78
1458,Waelbroeck et al (2005),0.74,0.12,14.68,2.66
1459,Leduc et al (2007),0.16,0.13,13.58,4.68
1460,Oppo et al (2009),0.16,0.14,24.67,3.80
1461,Regenberg et al (2009),0.50,0.33,15.90,6.54
1462,Waelbroeck et al (2005),0.64,0.10,13.00,2.65
1463,Oppo et al (2009),0.16,0.14,24.67,3.80
1464,Oppo et al (2009),0.16,0.14,24.67,3.80
1465,Waelbroeck et al (2005),0.62,0.10,12.43,2.24
1466,Rosenthal et al 2003,0.12,0.13,17.14,6.63
1467,Waelbroeck et al (2005),0.61,0.10,11.95,1.80
1468,Rustic et al 2015,0.20,0.12,13.53,4.39
1469,Waelbroeck et al (2005),0.58,0.10,11.46,1.59
1470,Waelbroeck et al (2005),0.64,0.10,13.00,2.65
1471,Steinke et al (2005),0.13,0.13,16.13,6.87
1472,Waelbroeck et al (2005),0.19,0.12,15.95,5.89
1473,Waelbroeck et al (2005),0.19,0.12,13.54,4.39
1474,Waelbroeck et al (2005),0.01,0.18,20.26,3.17
1475,Waelbroeck et al (2005),1.50,0.10,15.91,2.55
1476,Waelbroeck et al (2005),0.58,0.15,18.09,4.72
1477,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.70,5.26
1478,Waelbroeck et al (2005),0.57,0.16,17.94,4.74
1479,Regenberg et al (2006) Steph et al 2009,0.78,0.24,18.00,5.77
1480,Waelbroeck et al (2005),0.43,0.18,16.94,5.85
1481,Waelbroeck et al (2005),0.43,0.21,13.79,5.19
1482,Waelbroeck et al (2005),0.43,0.21,14.03,5.38
1483,Waelbroeck et al (2005),0.42,0.20,14.03,5.37
1484,Waelbroeck et al (2005),0.42,0.20,14.03,5.37
1485,Waelbroeck et al (2005),0.77,0.21,18.20,5.80
1486,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.72,5.34
1487,Waelbroeck et al (2005),0.42,0.20,14.03,5.37
1488,Waelbroeck et al (2005),0.20,0.10,15.86,6.40
1489,Waelbroeck et al (2005),0.03,0.17,20.67,3.00
1490,Waelbroeck et al (2005),0.08,0.14,14.96,6.55
1491,Waelbroeck et al (2005),-0.09,0.11,9.01,1.47
1492,Regenberg et al (2009) Steph et al (2009),0.41,0.20,14.05,5.27
1493,Waelbroeck et al (2005),0.35,0.17,17.63,7.16
1494,Waelbroeck et al (2005),0.20,0.12,13.55,4.44
1495,Waelbroeck et al (2005),0.20,0.12,13.55,4.44
1496,Waelbroeck et al (2005),0.13,0.13,16.13,6.87
1497,Waelbroeck et al (2005),0.13,0.13,16.18,6.84
1498,Waelbroeck et al (2005),0.19,0.11,13.56,4.54
1499,Regenberg et al (2009) Steph et al (2009),0.41,0.20,14.05,5.27
1500,Waelbroeck et al (2005),1.60,0.11,16.05,1.60
1501,Waelbroeck et al (2005),1.62,0.11,16.57,1.62
1502,Waelbroeck et al (2005),0.19,0.12,13.62,4.53
1503,Waelbroeck et al (2005),0.35,0.18,17.65,7.29
1504,Waelbroeck et al (2005),0.19,0.12,13.53,4.40
1505,Waelbroeck et al (2005),1.12,0.20,14.89,2.55
1506,Waelbroeck et al (2005),1.38,0.15,13.28,2.39
1507,Waelbroeck et al (2005),0.68,0.22,15.90,5.37
1508,Regenberg et al (2009) Steph et al (2009),0.39,0.18,13.93,5.21
1509,Waelbroeck et al (2005),0.08,0.14,14.96,6.55
1510,Waelbroeck et al (2005),0.07,0.12,14.88,7.06
1511,Waelbroeck et al (2005),0.07,0.12,14.88,7.06
1512,Waelbroeck et al (2005),1.52,0.14,15.51,1.58
1513,Waelbroeck et al (2005),0.24,0.10,16.29,6.42
1514,Waelbroeck et al (2005),0.25,0.10,16.92,6.38
1515,Waelbroeck et al (2005),0.24,0.10,16.33,6.39
1516,Waelbroeck et al (2005),0.23,0.10,23.96,4.57
1517,Waelbroeck et al (2005),0.14,0.10,15.18,6.48
1518,Regenberg et al (2009) Steph et al (2009),0.41,0.26,14.17,6.12
1519,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.42,6.79
1520,Regenberg et al (2009) Steph et al (2009),0.41,0.27,14.49,6.57
1521,Regenberg et al (2009) Steph et al (2009),0.41,0.28,14.51,6.83
1522,Waelbroeck et al (2005),0.36,0.16,16.39,5.59
1523,Waelbroeck et al (2005),0.10,0.11,15.18,2.88
1524,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.41,6.86
1525,Waelbroeck et al (2005),1.59,0.11,16.14,1.73
1526,Regenberg et al (2009) Steph et al (2009),0.39,0.28,14.39,6.77
1527,Waelbroeck et al (2005),0.22,0.11,24.12,4.71
1528,Waelbroeck et al (2005),0.25,0.10,16.93,6.36
1529,Waelbroeck et al (2005),0.26,0.10,16.21,6.03
1530,Waelbroeck et al (2005),0.26,0.10,16.30,6.12
1531,Regenberg et al (2009) Steph et al (2009),0.37,0.19,13.73,5.38
1532,Regenberg et al (2009) Steph et al (2009),0.37,0.18,13.72,5.34
1533,Waelbroeck et al (2005),0.09,0.12,15.37,7.30
1534,Waelbroeck et al (2005),0.11,0.13,15.74,7.24
1535,Regenberg et al (2009) Steph et al (2009),0.39,0.19,13.88,5.33
1536,Regenberg et al (2009) Steph et al (2009),0.39,0.20,13.89,5.36
1537,Waelbroeck et al (2005),0.12,0.13,16.13,6.79
1538,Waelbroeck et al (2005),0.18,0.12,13.60,4.56
1539,Waelbroeck et al (2005),0.09,0.12,14.96,7.25
1540,Waelbroeck et al (2005),0.13,0.13,16.13,6.90
1541,Waelbroeck et al (2005),0.13,0.14,16.10,6.94
1542,Regenberg et al (2009) Steph et al (2009),0.40,0.26,14.35,6.20
1543,Regenberg et al (2009) Steph et al (2009),0.40,0.27,14.35,6.36
1544,Waelbroeck et al (2005),0.20,0.10,15.84,6.36
1545,Waelbroeck et al (2005),0.24,0.10,16.30,6.41
1546,Waelbroeck et al (2005),0.23,0.10,16.28,6.43
1547,Regenberg et al (2009) Steph et al (2009),0.41,0.24,14.33,5.92
1548,Steinke et al (2005),0.01,0.16,15.93,5.74
1549,Waelbroeck et al (2005),0.34,0.17,17.60,7.03
1550,Waelbroeck et al (2005),0.41,0.16,9.60,2.08
1551,Waelbroeck et al (2005),0.84,0.12,16.50,2.58
1552,Waelbroeck et al (2005),0.01,0.18,20.26,3.17
1553,Waelbroeck et al (2005),0.79,0.12,15.31,2.79
1554,Waelbroeck et al (2005),0.62,0.16,16.89,3.26
1555,Fallet et al. (2012),0.34,0.12,17.12,5.22
1556,Johnstone et al. (2011),0.35,0.17,17.56,7.04
1557,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
1558,Fallet et al. (2012),0.34,0.12,17.12,5.22
1559,Mathien-Blard and Bassinot (2009),0.73,0.11,13.98,1.83
1560,Waelbroeck et al (2005),0.87,0.11,18.32,1.69
1561,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
1562,Waelbroeck et al (2005),0.79,0.12,15.52,2.44
1563,Fallet et al. (2012),0.34,0.12,16.92,5.26
1564,Waelbroeck et al (2005),0.59,0.10,11.55,1.68
1565,Waelbroeck et al (2005),1.52,0.14,15.51,1.58
1566,Waelbroeck et al (2005),0.94,0.11,18.27,1.97
1567,Waelbroeck et al (2005),0.88,0.11,18.57,1.72
1568,Waelbroeck et al (2005),0.72,0.18,15.14,3.50
1569,Mathien-Blard and Bassinot (2009),0.32,0.15,16.29,5.43
1570,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
1571,Waelbroeck et al (2005),0.88,0.11,18.57,1.72
1572,Elderfield and Ganssen (2000),0.74,0.12,14.44,2.34
1573,Mathien-Blard and Bassinot (2009),0.11,0.12,15.45,7.13
1574,Johnstone et al. (2011),0.35,0.17,17.63,7.16
1575,Mathien-Blard and Bassinot (2009),0.08,0.12,15.14,7.33
1576,Waelbroeck et al (2005),0.69,0.20,15.09,3.81
1577,Waelbroeck et al (2005),0.61,0.10,11.95,1.80
1578,Johnstone et al. (2011),0.34,0.17,17.54,7.06
1579,Waelbroeck et al (2005),0.79,0.12,15.28,2.69
1580,Waelbroeck et al (2005),0.79,0.12,15.28,2.69
1581,Mathien-Blard and Bassinot (2009),0.85,0.20,19.96,3.80
1582,Mathien-Blard and Bassinot (2009),0.70,0.11,13.75,1.71
1583,Fallet et al. (2012),0.33,0.12,16.77,5.26
1584,Mathien-Blard and Bassinot (2009),0.34,0.13,16.51,5.15
1585,Waelbroeck et al (2005),0.79,0.12,15.28,2.69
1586,Waelbroeck et al (2005),0.76,0.16,15.41,3.15
1587,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
1588,Fallet et al. (2012),0.33,0.12,16.77,5.26
1589,Mathien-Blard and Bassinot (2009),0.34,0.13,16.44,5.17
1590,Mathien-Blard and Bassinot (2009),0.61,0.10,10.41,1.63
1591,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
1592,Fallet et al. (2012),0.33,0.12,16.77,5.26
1593,Mathien-Blard and Bassinot (2009),0.72,0.20,15.56,4.68
1594,Fallet et al. (2012),0.33,0.12,16.77,5.26
1595,Mathien-Blard and Bassinot (2009),0.77,0.21,18.20,5.80
1596,Waelbroeck et al (2005),0.79,0.12,15.01,2.56
1597,Steinke et al (2005),0.01,0.16,15.93,5.74
1598,Fallet et al. (2012),0.33,0.12,16.77,5.26
1599,Mathien-Blard and Bassinot (2009),1.35,0.11,25.85,1.46
1600,Waelbroeck et al (2005),0.87,0.11,18.32,1.69
1601,Mathien-Blard and Bassinot (2009),0.38,0.17,17.70,5.36
1602,Johnstone et al. (2011),0.34,0.17,17.46,7.06
1603,Mathien-Blard and Bassinot (2009),0.16,0.16,15.83,5.70
1604,Waelbroeck et al (2005),0.87,0.11,18.32,1.69
1605,Mathien-Blard and Bassinot (2009),0.10,0.13,15.62,7.27
1606,Waelbroeck et al (2005),0.76,0.16,15.41,3.15
1607,Johnstone et al. (2011),0.34,0.17,17.51,7.08
1608,Mathien-Blard and Bassinot (2009),0.67,0.11,13.05,1.60
1609,Johnstone et al. (2011),0.40,0.28,14.43,6.86
1610,Johnstone et al. (2011),0.41,0.28,14.47,6.85
1611,Fallet et al. (2012),0.34,0.12,16.92,5.26
1612,Johnstone et al. (2011),0.40,0.28,14.43,6.87
1613,Johnstone et al. (2011),0.41,0.29,14.48,6.89
1614,Johnstone et al. (2011),0.41,0.29,14.44,6.88
1615,Mathien-Blard and Bassinot (2009),0.08,0.12,15.14,7.33
1616,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1617,Regenberg et al (2006) Steph et al 2009,0.77,0.28,17.70,6.03
1618,Waelbroeck et al (2005),0.65,0.10,12.81,2.07
1619,Regenberg et al (2006) Steph et al 2009,0.77,0.27,17.68,6.03
1620,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1621,Regenberg et al (2006) Steph et al 2009,0.76,0.25,17.74,5.91
1622,Waelbroeck et al (2005),0.87,0.12,16.96,2.54
1623,Steinke et al (2005),0.01,0.15,15.93,5.75
1624,Waelbroeck et al (2005),0.07,0.14,16.03,5.32
1625,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1626,Regenberg et al (2006) Steph et al 2009,0.72,0.27,17.24,6.00
1627,Waelbroeck et al (2005),0.34,0.13,16.51,5.15
1628,Waelbroeck et al (2005),0.77,0.21,18.20,5.80
1629,Arbuszewski et al. (2010),0.73,0.11,13.98,1.73
1630,Waelbroeck et al (2005),0.32,0.15,16.29,5.43
1631,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1632,Mathien-Blard and Bassinot (2009),0.69,0.15,18.73,3.79
1633,Regenberg et al (2006) Steph et al 2009,0.83,0.17,18.51,5.08
1634,Arbuszewski et al. (2010),0.61,0.10,11.95,1.80
1635,Steinke et al (2005),-0.10,0.15,22.82,3.45
1636,Waelbroeck et al (2005),0.56,0.19,14.53,4.50
1637,Waelbroeck et al (2005),0.36,0.10,7.59,1.65
1638,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
1639,Waelbroeck et al (2005),0.37,0.11,7.03,1.28
1640,Waelbroeck et al (2005),0.29,0.10,3.97,1.33
1641,Waelbroeck et al (2005),0.40,0.12,7.35,1.32
1642,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
1643,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
1644,Waelbroeck et al (2005),0.39,0.12,7.25,1.31
1645,Waelbroeck et al (2005),0.06,0.11,10.23,2.35
1646,Waelbroeck et al (2005),0.36,0.10,7.19,1.54
1647,Waelbroeck et al (2005),0.40,0.12,7.35,1.32
1648,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
1649,Waelbroeck et al (2005),0.40,0.12,7.25,1.32
1650,Waelbroeck et al (2005),0.29,0.10,3.85,1.29
1651,Waelbroeck et al (2005),0.31,0.10,4.76,1.40
1652,Waelbroeck et al (2005),1.52,0.14,15.51,1.58
1653,Waelbroeck et al (2005),0.35,0.10,7.14,1.48
1654,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
1655,Waelbroeck et al (2005),0.38,0.12,8.69,1.07
1656,Waelbroeck et al (2005),-0.18,0.10,4.99,1.11
1657,Waelbroeck et al (2005),0.37,0.10,7.56,1.21
1658,Waelbroeck et al (2005),-0.18,0.10,4.99,1.11
1659,Waelbroeck et al (2005),0.37,0.10,8.01,1.24
1660,Waelbroeck et al (2005),0.38,0.12,8.69,1.07
1661,Waelbroeck et al (2005),0.36,0.12,8.71,1.08
1662,Waelbroeck et al (2005),-0.20,0.13,4.98,1.43
1663,Waelbroeck et al (2005),0.16,0.13,5.21,1.83
1664,Waelbroeck et al (2005),0.36,0.11,8.68,1.11
1665,Waelbroeck et al (2005),0.36,0.10,8.31,1.22
1666,Waelbroeck et al (2005),0.40,0.12,7.25,1.32
1667,Waelbroeck et al (2005),0.31,0.10,4.76,1.40
1668,Waelbroeck et al (2005),1.50,0.10,15.91,2.55
1669,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
1670,Waelbroeck et al (2005),0.44,0.11,10.19,1.41
1671,Waelbroeck et al (2005),0.39,0.11,7.27,1.28
1672,Waelbroeck et al (2005),0.19,0.13,6.55,1.78
1673,Waelbroeck et al (2005),0.70,0.11,13.75,1.71
1674,Waelbroeck et al (2005),0.73,0.11,13.98,1.73
1675,Waelbroeck et al (2005),-0.19,0.10,4.89,1.51
1676,Waelbroeck et al (2005),0.22,0.13,7.91,1.36
1677,Waelbroeck et al (2005),0.41,0.10,6.10,1.43
1678,Waelbroeck et al (2005),-0.19,0.10,4.89,1.51
1679,Waelbroeck et al (2005),1.52,0.10,13.86,2.16
1680,Waelbroeck et al (2005),-0.23,0.13,3.55,1.20
1681,Waelbroeck et al (2005),1.38,0.15,13.28,2.39
1682,Waelbroeck et al (2005),1.52,0.10,13.86,2.16
1683,Waelbroeck et al (2005),1.55,0.11,15.84,1.98
1684,Waelbroeck et al (2005),1.49,0.11,15.91,2.56
1685,Waelbroeck et al (2005),0.70,0.11,13.75,1.71
1686,Waelbroeck et al (2005),0.37,0.11,7.03,1.28
1687,Waelbroeck et al (2005),0.35,0.10,6.99,1.34
1688,Waelbroeck et al (2005),0.35,0.10,6.91,1.30
1689,Waelbroeck et al (2005),0.31,0.15,9.09,2.13
1690,Waelbroeck et al (2005),0.35,0.10,6.89,1.30
1691,Waelbroeck et al (2005),0.41,0.13,7.35,1.35
1692,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
1693,Waelbroeck et al (2005),0.41,0.14,7.34,1.37
1694,Waelbroeck et al (2005),0.39,0.13,9.90,1.19
1695,Waelbroeck et al (2005),0.34,0.10,6.01,1.31
1696,Waelbroeck et al (2005),0.34,0.10,5.88,1.31
1697,Waelbroeck et al (2005),0.33,0.10,5.79,1.31
1698,Waelbroeck et al (2005),0.39,0.11,9.16,1.20
1699,Waelbroeck et al (2005),0.32,0.13,9.56,1.21
1700,Waelbroeck et al (2005),0.37,0.10,8.67,1.20
1701,Waelbroeck et al (2005),0.36,0.10,8.44,1.19
1702,Waelbroeck et al (2005),0.39,0.12,9.64,1.17
1703,Waelbroeck et al (2005),0.43,0.12,10.21,1.33
1704,Waelbroeck et al (2005),0.67,0.11,13.05,1.60
1705,Waelbroeck et al (2005),0.60,0.11,12.78,1.93
1706,Waelbroeck et al (2005),-0.08,0.11,9.70,2.68
1707,Waelbroeck et al (2005),0.04,0.10,11.11,3.34
1708,Waelbroeck et al (2005),0.39,0.13,9.90,1.19
1709,Waelbroeck et al (2005),-0.18,0.11,8.17,2.23
1710,Waelbroeck et al (2005),0.00,0.10,10.28,2.54
